# Time          7.0000E+01
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    1.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    2.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    3.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    4.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    5.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    6.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    7.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    8.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
    9.5000000E-01    8.8475803E+00    7.8232169E+00    7.8899089E-01    3.6097838E-01    6.3537507E-02    2.3230031E-01    2.8901388E+00    6.5646759E+00    7.5195882E-01    1.2518873E+00    4.5161095E+00    2.1562817E-02    1.8930055E-02    6.5868133E+01
