# Time          1.2000E+02
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    1.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    2.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    3.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    4.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    5.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    6.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    7.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    8.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
    9.5000000E-01   -6.6522662E-01   -4.4704451E+00   -4.1432636E+00   -1.2120582E+00   -4.4182678E+01    3.1851850E+00    3.3090823E+00    2.1181342E-02    6.7655337E-01    2.2431450E+00   -1.6260492E+00   -1.9509170E+00   -1.6685307E+00   -2.6382966E+02
