# Time          9.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    1.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    2.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    3.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    4.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    5.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    6.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    7.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    8.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
    9.5000000E-01   -7.0644973E-01   -4.7139379E+00   -3.9358943E+00   -1.4455536E+00   -4.5227635E+01    3.1678690E+00    2.1714646E+00    4.1710827E-01   -1.5431678E-01    1.2565766E+00   -1.2065743E+00   -1.9921401E+00   -1.5528798E+00   -2.7603245E+02
