# Time          5.0000E+01
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    1.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    2.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    3.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    4.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    5.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    6.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    7.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    8.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
    9.5000000E-01    8.8462203E+00    7.8229115E+00    7.9917003E-01    3.6092820E-01    6.3585519E-02    2.3226250E-01    2.8896930E+00    6.5634904E+00    7.5184286E-01    1.2516781E+00    4.5154502E+00    2.1559676E-02    2.1201171E-02    6.5860007E+01
