# Time          1.1000E+02
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    1.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    2.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    3.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    4.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    5.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    6.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    7.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    8.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
    9.5000000E-01    8.8501997E+00    7.8237781E+00    7.6900464E-01    3.6107548E-01    6.3442573E-02    2.3237313E-01    2.8909975E+00    6.5669239E+00    7.5218225E-01    1.2523076E+00    4.5173792E+00    2.1568854E-02    1.5132925E-02    6.5883634E+01
