# Time          1.1000E+02
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    1.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    2.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    3.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    4.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    5.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    6.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    7.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    8.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
    9.5000000E-01    2.5338749E+01    1.1653456E+01    4.6920912E-01    5.9466933E-01    6.8503352E-03    3.2366372E-01    7.1087027E+00    1.5111404E+01    1.8683958E+00    8.5425953E+00    1.5399987E+01    6.3557411E-01    6.7636520E-02    1.2879107E+01
