# Time          2.0000E+02
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    1.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    2.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    3.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    4.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    5.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    6.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    7.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    8.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
    9.5000000E-01    2.5432619E+01    1.1646193E+01    4.5860968E-01    4.8553867E-01    6.8757217E-03    3.2953961E-01    7.1350489E+00    1.5166238E+01    1.8753206E+00    8.6523712E+00    1.5456474E+01    7.1647450E-01    6.7546843E-02    1.2571150E+01
