# Time          9.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    1.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    2.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    3.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    4.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    5.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    6.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    7.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    8.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
    9.5000000E-01   -2.7693285E-01   -5.2244587E+00   -1.1944671E+01   -1.7095942E+00   -3.6095016E+01    5.4636372E+00    3.5135819E+00   -8.3559071E+00    1.5678633E-01    3.7217683E+00   -9.3175570E+00    1.1742078E-01   -5.5994899E+00   -1.6374737E+02
