# Time          2.3000E+02
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    5.0000000E-02    8.8138966E-03    4.9414750E-09    1.9000367E-06
    1.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    2.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    3.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    4.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    5.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    6.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    7.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    8.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
    9.5000000E-01    8.8138966E-03    4.9414750E-09    1.9000367E-06
