# Time          1.2000E+02
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    1.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    2.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    3.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    4.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    5.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    6.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    7.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    8.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
    9.5000000E-01   -3.0889880E-01   -5.1787099E+00   -1.1416768E+01   -1.6827853E+00   -3.1859621E+01    5.6171199E+00    3.4722620E+00   -7.8934198E+00    1.3390960E-01    3.5897075E+00   -8.9081789E+00    8.5454825E-02   -5.3533151E+00   -1.5126886E+02
