# Time          1.0000E+00
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    1.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    2.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    3.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    4.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    5.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    6.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    7.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    8.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
    9.5000000E-01   -1.3570277E+00   -8.9135514E+00   -1.5745781E+01   -5.1426690E+00   -4.7461155E+01    5.9030128E+00    1.2926999E+00   -9.1985969E+00   -2.8581351E+00    2.7737713E+00   -1.3458425E+01   -9.6267406E-01   -7.4091343E+00   -3.5798846E+02
