# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8335612E-12    7.8328722E-06
    2.7000000E-01    1.8363919E-12    1.1350437E-05
    4.5000000E-01    1.8392220E-12    1.4798678E-05
    6.3000000E-01    1.8420516E-12    1.7989416E-05
    8.1000000E-01    1.8448808E-12    2.0777090E-05
    9.9000000E-01    1.8477097E-12    2.3076294E-05
    1.1700000E+00    1.8505382E-12    2.4857851E-05
    1.3500000E+00    1.8533664E-12    2.6139806E-05
    1.5300000E+00    1.8561942E-12    2.6974963E-05
    1.7100000E+00    1.8590216E-12    2.7437209E-05
    1.8900000E+00    1.8619241E-12    2.7608514E-05
    2.0700000E+00    2.0371890E-12    2.6584737E-05
    2.2500000E+00    2.2124358E-12    2.5643771E-05
    2.4300000E+00    2.3876642E-12    2.4819144E-05
    2.6100000E+00    2.5628741E-12    2.4119024E-05
    2.7900000E+00    2.7380655E-12    2.3538476E-05
    2.9700000E+00    2.9132383E-12    2.3064919E-05
    3.1500000E+00    3.0883924E-12    2.2682397E-05
    3.3300000E+00    3.2635276E-12    2.2374603E-05
    3.5100000E+00    3.4386441E-12    2.2126440E-05
    3.6900000E+00    3.6137415E-12    2.1925027E-05
    3.8700000E+00    3.7888199E-12    2.1759914E-05
    4.0500000E+00    3.9638791E-12    2.1622917E-05
    4.2300000E+00    4.1389190E-12    2.1507781E-05
    4.4100000E+00    4.3139396E-12    2.1409792E-05
    4.5900000E+00    4.4889407E-12    2.1325422E-05
    4.7700000E+00    4.6639222E-12    2.1252023E-05
    4.9500000E+00    4.8388840E-12    2.1187594E-05
    5.1300000E+00    5.0138261E-12    2.1130604E-05
    5.3100000E+00    5.1887483E-12    2.1079861E-05
    5.4900000E+00    5.3636505E-12    2.1034426E-05
    5.6700000E+00    5.5385325E-12    2.0993542E-05
    5.8500000E+00    5.7133944E-12    2.0956595E-05
    6.0300000E+00    5.8882359E-12    2.0923076E-05
    6.2100000E+00    6.0630569E-12    2.0892563E-05
    6.3900000E+00    6.2378574E-12    2.0864696E-05
    6.5700000E+00    6.4126372E-12    2.0839173E-05
    6.7500000E+00    6.5873961E-12    2.0815734E-05
    6.9300000E+00    6.7621342E-12    2.0794156E-05
    7.1100000E+00    6.9368512E-12    2.0774244E-05
    7.2900000E+00    7.1115469E-12    2.0755830E-05
    7.4700000E+00    7.2862214E-12    2.0738768E-05
    7.6500000E+00    7.4608745E-12    2.0722929E-05
    7.8300000E+00    7.6355059E-12    2.0708198E-05
    8.0100000E+00    7.8100401E-12    2.0694641E-05
    8.1900000E+00    7.8125052E-12    2.1969002E-05
    8.3700000E+00    7.8149653E-12    2.2353075E-05
    8.5500000E+00    7.8174233E-12    2.2460188E-05
    8.7300000E+00    7.8198793E-12    2.2483573E-05
    8.9100000E+00    7.8223331E-12    2.2482541E-05
    9.0900000E+00    7.8247848E-12    2.2474856E-05
    9.2700000E+00    7.8272344E-12    2.2465691E-05
    9.4500000E+00    7.8296818E-12    2.2456493E-05
    9.6300000E+00    7.8321270E-12    2.2447633E-05
    9.8100000E+00    7.8345700E-12    2.2439180E-05
    9.9900000E+00    7.8370108E-12    2.2431119E-05
    1.0170000E+01    7.8394494E-12    2.2423415E-05
    1.0350000E+01    7.8418858E-12    2.2416028E-05
    1.0530000E+01    7.8443198E-12    2.2408917E-05
    1.0710000E+01    7.8467516E-12    2.2402038E-05
    1.0890000E+01    7.8491810E-12    2.2395347E-05
    1.1070000E+01    7.8516082E-12    2.2388797E-05
    1.1250000E+01    7.8540330E-12    2.2382339E-05
    1.1430000E+01    7.8564554E-12    2.2375918E-05
    1.1610000E+01    7.8588754E-12    2.2369471E-05
    1.1790000E+01    7.8612930E-12    2.2362930E-05
    1.1970000E+01    7.8637082E-12    2.2356214E-05
    1.2150000E+01    7.8661209E-12    2.2349231E-05
    1.2330000E+01    7.8685312E-12    2.2343409E-05
    1.2510000E+01    7.8709430E-12    4.1372982E-05
    1.2690000E+01    7.8733656E-12    4.5011825E-05
    1.2870000E+01    7.8758022E-12    4.5697774E-05
    1.3050000E+01    7.8782531E-12    4.5823354E-05
    1.3230000E+01    7.8807182E-12    4.5843792E-05
    1.3410000E+01    7.8831978E-12    4.5844769E-05
    1.3590000E+01    7.8856920E-12    4.5842235E-05
    1.3770000E+01    7.8882008E-12    4.5839127E-05
    1.3950000E+01    7.8907244E-12    4.5835975E-05
    1.4130000E+01    7.8932630E-12    4.5832872E-05
    1.4310000E+01    7.8958165E-12    4.5829830E-05
    1.4490000E+01    7.8983852E-12    4.5826846E-05
    1.4670000E+01    7.9009692E-12    4.5823914E-05
    1.4850000E+01    7.9035686E-12    4.5821026E-05
    1.5030000E+01    7.9061835E-12    4.5818173E-05
    1.5210000E+01    7.9088140E-12    4.5815343E-05
    1.5390000E+01    7.9114604E-12    4.5812524E-05
    1.5570000E+01    7.9141226E-12    4.5809699E-05
    1.5750000E+01    7.9168008E-12    4.5806851E-05
    1.5930000E+01    7.9194953E-12    4.5803956E-05
    1.6110000E+01    7.9222060E-12    4.5800987E-05
    1.6290000E+01    7.9249331E-12    4.5797912E-05
    1.6470000E+01    7.9276768E-12    4.5794690E-05
    1.6650000E+01    7.9304371E-12    4.5791276E-05
    1.6830000E+01    7.9332143E-12    4.5787609E-05
    1.7010000E+01    7.9360084E-12    4.5783621E-05
    1.7190000E+01    7.9388196E-12    4.5779226E-05
    1.7370000E+01    7.9416480E-12    4.5774320E-05
    1.7550000E+01    7.9444938E-12    4.5768776E-05
    1.7730000E+01    7.9473571E-12    4.5762440E-05
    1.7910000E+01    7.9502368E-12    4.5755123E-05
