# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    8.1900000E+00    9.9966150E-02    9.9966150E-02
    8.3700000E+00    9.9963347E-02    9.9963347E-02
    8.5500000E+00    9.9960770E-02    9.9960770E-02
    8.7300000E+00    9.9958385E-02    9.9958385E-02
    8.9100000E+00    9.9956168E-02    9.9956168E-02
    9.0900000E+00    9.9954104E-02    9.9954104E-02
    9.2700000E+00    9.9952181E-02    9.9952181E-02
    9.4500000E+00    9.9950389E-02    9.9950389E-02
    9.6300000E+00    9.9948719E-02    9.9948719E-02
    9.8100000E+00    9.9947164E-02    9.9947164E-02
    9.9900000E+00    9.9945716E-02    9.9945716E-02
    1.0170000E+01    9.9944368E-02    9.9944368E-02
    1.0350000E+01    9.9943116E-02    9.9943116E-02
    1.0530000E+01    9.9941953E-02    9.9941953E-02
    1.0710000E+01    9.9940874E-02    9.9940874E-02
    1.0890000E+01    9.9939874E-02    9.9939874E-02
    1.1070000E+01    9.9938950E-02    9.9938950E-02
    1.1250000E+01    9.9938096E-02    9.9938096E-02
    1.1430000E+01    9.9937308E-02    9.9937308E-02
    1.1610000E+01    9.9936583E-02    9.9936583E-02
    1.1790000E+01    9.9935916E-02    9.9935916E-02
    1.1970000E+01    9.9935304E-02    9.9935304E-02
    1.2150000E+01    9.9934742E-02    9.9934742E-02
    1.2330000E+01    9.9934228E-02    9.9934228E-02
    1.2510000E+01    9.9020985E-02    9.9020985E-02
    1.2690000E+01    9.9021019E-02    9.9021019E-02
    1.2870000E+01    9.9020903E-02    9.9020903E-02
    1.3050000E+01    9.9020809E-02    9.9020809E-02
    1.3230000E+01    9.9020722E-02    9.9020722E-02
    1.3410000E+01    9.9020638E-02    9.9020638E-02
    1.3590000E+01    9.9020557E-02    9.9020557E-02
    1.3770000E+01    9.9020478E-02    9.9020478E-02
    1.3950000E+01    9.9020402E-02    9.9020402E-02
    1.4130000E+01    9.9020328E-02    9.9020328E-02
    1.4310000E+01    9.9020256E-02    9.9020256E-02
    1.4490000E+01    9.9020187E-02    9.9020187E-02
    1.4670000E+01    9.9020120E-02    9.9020120E-02
    1.4850000E+01    9.9020055E-02    9.9020055E-02
    1.5030000E+01    9.9019992E-02    9.9019992E-02
    1.5210000E+01    9.9019931E-02    9.9019931E-02
    1.5390000E+01    9.9019872E-02    9.9019872E-02
    1.5570000E+01    9.9019814E-02    9.9019814E-02
    1.5750000E+01    9.9019759E-02    9.9019759E-02
    1.5930000E+01    9.9019706E-02    9.9019706E-02
    1.6110000E+01    9.9019656E-02    9.9019656E-02
    1.6290000E+01    9.9019607E-02    9.9019607E-02
    1.6470000E+01    9.9019561E-02    9.9019561E-02
    1.6650000E+01    9.9019518E-02    9.9019518E-02
    1.6830000E+01    9.9019478E-02    9.9019478E-02
    1.7010000E+01    9.9019441E-02    9.9019441E-02
    1.7190000E+01    9.9019409E-02    9.9019409E-02
    1.7370000E+01    9.9019381E-02    9.9019381E-02
    1.7550000E+01    9.9019358E-02    9.9019358E-02
    1.7730000E+01    9.9019341E-02    9.9019341E-02
    1.7910000E+01    9.9019332E-02    9.9019332E-02
