# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0019787E-01    1.0019787E-01
    2.7000000E-01    1.0039860E-01    1.0039860E-01
    4.5000000E-01    1.0038583E-01    1.0038583E-01
    6.3000000E-01    1.0036796E-01    1.0036796E-01
    8.1000000E-01    1.0034787E-01    1.0034787E-01
    9.9000000E-01    1.0032794E-01    1.0032794E-01
    1.1700000E+00    1.0030880E-01    1.0030880E-01
    1.3500000E+00    1.0029062E-01    1.0029062E-01
    1.5300000E+00    1.0027339E-01    1.0027339E-01
    1.7100000E+00    1.0025711E-01    1.0025711E-01
    1.8900000E+00    1.0024172E-01    1.0024172E-01
    2.0700000E+00    1.0128690E-01    1.0128690E-01
    2.2500000E+00    1.0126496E-01    1.0126496E-01
    2.4300000E+00    1.0124590E-01    1.0124590E-01
    2.6100000E+00    1.0122839E-01    1.0122839E-01
    2.7900000E+00    1.0121229E-01    1.0121229E-01
    2.9700000E+00    1.0119748E-01    1.0119748E-01
    3.1500000E+00    1.0118384E-01    1.0118384E-01
    3.3300000E+00    1.0117127E-01    1.0117127E-01
    3.5100000E+00    1.0115967E-01    1.0115967E-01
    3.6900000E+00    1.0114897E-01    1.0114897E-01
    3.8700000E+00    1.0113908E-01    1.0113908E-01
    4.0500000E+00    1.0112994E-01    1.0112994E-01
    4.2300000E+00    1.0112148E-01    1.0112148E-01
    4.4100000E+00    1.0111364E-01    1.0111364E-01
    4.5900000E+00    1.0110637E-01    1.0110637E-01
    4.7700000E+00    1.0109963E-01    1.0109963E-01
    4.9500000E+00    1.0109338E-01    1.0109338E-01
    5.1300000E+00    1.0108756E-01    1.0108756E-01
    5.3100000E+00    1.0108215E-01    1.0108215E-01
    5.4900000E+00    1.0107712E-01    1.0107712E-01
    5.6700000E+00    1.0107244E-01    1.0107244E-01
    5.8500000E+00    1.0106807E-01    1.0106807E-01
    6.0300000E+00    1.0106399E-01    1.0106399E-01
    6.2100000E+00    1.0106019E-01    1.0106019E-01
    6.3900000E+00    1.0105665E-01    1.0105665E-01
    6.5700000E+00    1.0105333E-01    1.0105333E-01
    6.7500000E+00    1.0105023E-01    1.0105023E-01
    6.9300000E+00    1.0104734E-01    1.0104734E-01
    7.1100000E+00    1.0104463E-01    1.0104463E-01
    7.2900000E+00    1.0104210E-01    1.0104210E-01
    7.4700000E+00    1.0103972E-01    1.0103972E-01
    7.6500000E+00    1.0103750E-01    1.0103750E-01
    7.8300000E+00    1.0103542E-01    1.0103542E-01
    8.0100000E+00    1.0103347E-01    1.0103347E-01
