# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.7889E+00
  2.7000E-01    5.8051E+00
  4.5000E-01    5.8203E+00
  6.3000E-01    5.8355E+00
  8.1000E-01    5.8504E+00
  9.9000E-01    5.8648E+00
  1.1700E+00    5.8787E+00
  1.3500E+00    5.8922E+00
  1.5300E+00    5.9053E+00
  1.7100E+00    5.9179E+00
  1.8900E+00    5.9302E+00
  2.0700E+00    5.9433E+00
  2.2500E+00    5.9558E+00
  2.4300E+00    5.9678E+00
  2.6100E+00    5.9795E+00
  2.7900E+00    5.9908E+00
  2.9700E+00    6.0017E+00
  3.1500E+00    6.0123E+00
  3.3300E+00    6.0226E+00
  3.5100E+00    6.0326E+00
  3.6900E+00    6.0423E+00
  3.8700E+00    6.0518E+00
  4.0500E+00    6.0610E+00
  4.2300E+00    6.0700E+00
  4.4100E+00    6.0788E+00
  4.5900E+00    6.0874E+00
  4.7700E+00    6.0958E+00
  4.9500E+00    6.1040E+00
  5.1300E+00    6.1120E+00
  5.3100E+00    6.1198E+00
  5.4900E+00    6.1275E+00
  5.6700E+00    6.1351E+00
  5.8500E+00    6.1425E+00
  6.0300E+00    6.1497E+00
  6.2100E+00    6.1568E+00
  6.3900E+00    6.1638E+00
  6.5700E+00    6.1707E+00
  6.7500E+00    6.1774E+00
  6.9300E+00    6.1840E+00
  7.1100E+00    6.1905E+00
  7.2900E+00    6.1970E+00
  7.4700E+00    6.2033E+00
  7.6500E+00    6.2095E+00
  7.8300E+00    6.2156E+00
  8.0100E+00    6.2217E+00
  8.1900E+00    6.2277E+00
  8.3700E+00    6.2337E+00
  8.5500E+00    6.2395E+00
  8.7300E+00    6.2453E+00
  8.9100E+00    6.2510E+00
  9.0900E+00    6.2567E+00
  9.2700E+00    6.2622E+00
  9.4500E+00    6.2677E+00
  9.6300E+00    6.2731E+00
  9.8100E+00    6.2784E+00
  9.9900E+00    6.2837E+00
  1.0170E+01    6.2889E+00
  1.0350E+01    6.2940E+00
  1.0530E+01    6.2991E+00
  1.0710E+01    6.3041E+00
  1.0890E+01    6.3090E+00
  1.1070E+01    6.3139E+00
  1.1250E+01    6.3186E+00
  1.1430E+01    6.3234E+00
  1.1610E+01    6.3280E+00
  1.1790E+01    6.3325E+00
  1.1970E+01    6.3369E+00
  1.2150E+01    6.3411E+00
  1.2330E+01    6.3451E+00
  1.2510E+01    6.3476E+00
  1.2690E+01    6.3501E+00
  1.2870E+01    6.3525E+00
  1.3050E+01    6.3550E+00
  1.3230E+01    6.3574E+00
  1.3410E+01    6.3598E+00
  1.3590E+01    6.3622E+00
  1.3770E+01    6.3646E+00
  1.3950E+01    6.3669E+00
  1.4130E+01    6.3693E+00
  1.4310E+01    6.3716E+00
  1.4490E+01    6.3740E+00
  1.4670E+01    6.3763E+00
  1.4850E+01    6.3786E+00
  1.5030E+01    6.3809E+00
  1.5210E+01    6.3832E+00
  1.5390E+01    6.3854E+00
  1.5570E+01    6.3877E+00
  1.5750E+01    6.3899E+00
  1.5930E+01    6.3922E+00
  1.6110E+01    6.3944E+00
  1.6290E+01    6.3966E+00
  1.6470E+01    6.3987E+00
  1.6650E+01    6.4009E+00
  1.6830E+01    6.4030E+00
  1.7010E+01    6.4051E+00
  1.7190E+01    6.4072E+00
  1.7370E+01    6.4092E+00
  1.7550E+01    6.4111E+00
  1.7730E+01    6.4129E+00
  1.7910E+01    6.4145E+00
