# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8321213E-12    6.1971334E-06
    2.7000000E-01    1.8335282E-12    8.0097751E-06
    4.5000000E-01    1.8349346E-12    9.8392367E-06
    6.3000000E-01    1.8363402E-12    1.1687694E-05
    8.1000000E-01    1.8377451E-12    1.3524130E-05
    9.9000000E-01    1.8391493E-12    1.5316496E-05
    1.1700000E+00    1.8405529E-12    1.7037334E-05
    1.3500000E+00    1.8419559E-12    1.8663991E-05
    1.5300000E+00    1.8433584E-12    2.0178578E-05
    1.7100000E+00    1.8447604E-12    2.1568042E-05
    1.8900000E+00    1.8461808E-12    2.2824201E-05
    2.0700000E+00    1.9338208E-12    2.3606619E-05
    2.2500000E+00    2.0214550E-12    2.4233492E-05
    2.4300000E+00    2.1090828E-12    2.4723393E-05
    2.6100000E+00    2.1967042E-12    2.5085328E-05
    2.7900000E+00    2.2843191E-12    2.5330269E-05
    2.9700000E+00    2.3719275E-12    2.5470791E-05
    3.1500000E+00    2.4595292E-12    2.5520412E-05
    3.3300000E+00    2.5471243E-12    2.5492982E-05
    3.5100000E+00    2.6347126E-12    2.5402160E-05
    3.6900000E+00    2.7222940E-12    2.5260975E-05
    3.8700000E+00    2.8098685E-12    2.5081498E-05
    4.0500000E+00    2.8974360E-12    2.4874598E-05
    4.2300000E+00    2.9849963E-12    2.4649798E-05
    4.4100000E+00    3.0725494E-12    2.4415217E-05
    4.5900000E+00    3.1600951E-12    2.4177570E-05
    4.7700000E+00    3.2476335E-12    2.3942235E-05
    4.9500000E+00    3.3351643E-12    2.3713356E-05
    5.1300000E+00    3.4226875E-12    2.3493975E-05
    5.3100000E+00    3.5102030E-12    2.3286179E-05
    5.4900000E+00    3.5977107E-12    2.3091254E-05
    5.6700000E+00    3.6852103E-12    2.2909831E-05
    5.8500000E+00    3.7727020E-12    2.2742032E-05
    6.0300000E+00    3.8601854E-12    2.2587586E-05
    6.2100000E+00    3.9476605E-12    2.2445948E-05
    6.3900000E+00    4.0351273E-12    2.2316385E-05
    6.5700000E+00    4.1225855E-12    2.2198054E-05
    6.7500000E+00    4.2100350E-12    2.2090059E-05
    6.9300000E+00    4.2974757E-12    2.1991498E-05
    7.1100000E+00    4.3849076E-12    2.1901494E-05
    7.2900000E+00    4.4723304E-12    2.1819221E-05
    7.4700000E+00    4.5597440E-12    2.1743913E-05
    7.6500000E+00    4.6471483E-12    2.1674881E-05
    7.8300000E+00    4.7345431E-12    2.1611510E-05
    8.0100000E+00    4.8219095E-12    2.1553357E-05
