# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    8.1900000E+00    4.8231557E-12    2.2140861E-05
    8.3700000E+00    4.8243983E-12    2.2526409E-05
    8.5500000E+00    4.8256385E-12    2.2771919E-05
    8.7300000E+00    4.8268765E-12    2.2921948E-05
    8.9100000E+00    4.8281121E-12    2.3007778E-05
    9.0900000E+00    4.8293453E-12    2.3051111E-05
    9.2700000E+00    4.8305762E-12    2.3066822E-05
    9.4500000E+00    4.8318046E-12    2.3064980E-05
    9.6300000E+00    4.8330305E-12    2.3052313E-05
    9.8100000E+00    4.8342539E-12    2.3033251E-05
    9.9900000E+00    4.8354748E-12    2.3010663E-05
    1.0170000E+01    4.8366931E-12    2.2986369E-05
    1.0350000E+01    4.8379087E-12    2.2961499E-05
    1.0530000E+01    4.8391217E-12    2.2936713E-05
    1.0710000E+01    4.8403321E-12    2.2912361E-05
    1.0890000E+01    4.8415396E-12    2.2888591E-05
    1.1070000E+01    4.8427444E-12    2.2865408E-05
    1.1250000E+01    4.8439464E-12    2.2842708E-05
    1.1430000E+01    4.8451455E-12    2.2820286E-05
    1.1610000E+01    4.8463418E-12    2.2797829E-05
    1.1790000E+01    4.8475350E-12    2.2774895E-05
    1.1970000E+01    4.8487253E-12    2.2750866E-05
    1.2150000E+01    4.8499126E-12    2.2724881E-05
    1.2330000E+01    4.8510968E-12    2.2696987E-05
    1.2510000E+01    4.8522792E-12    3.3529368E-05
    1.2690000E+01    4.8534664E-12    3.9414749E-05
    1.2870000E+01    4.8546606E-12    4.2594560E-05
    1.3050000E+01    4.8558617E-12    4.4302228E-05
    1.3230000E+01    4.8570702E-12    4.5212896E-05
    1.3410000E+01    4.8582860E-12    4.5694253E-05
    1.3590000E+01    4.8595092E-12    4.5945538E-05
    1.3770000E+01    4.8607402E-12    4.6074177E-05
    1.3950000E+01    4.8619788E-12    4.6137799E-05
    1.4130000E+01    4.8632253E-12    4.6167169E-05
    1.4310000E+01    4.8644798E-12    4.6178624E-05
    1.4490000E+01    4.8657424E-12    4.6180797E-05
    1.4670000E+01    4.8670132E-12    4.6178224E-05
    1.4850000E+01    4.8682923E-12    4.6173274E-05
    1.5030000E+01    4.8695799E-12    4.6167176E-05
    1.5210000E+01    4.8708760E-12    4.6160558E-05
    1.5390000E+01    4.8721809E-12    4.6153735E-05
    1.5570000E+01    4.8734946E-12    4.6146855E-05
    1.5750000E+01    4.8748173E-12    4.6139974E-05
    1.5930000E+01    4.8761491E-12    4.6133097E-05
    1.6110000E+01    4.8774901E-12    4.6126190E-05
    1.6290000E+01    4.8788405E-12    4.6119186E-05
    1.6470000E+01    4.8802005E-12    4.6112004E-05
    1.6650000E+01    4.8815700E-12    4.6104484E-05
    1.6830000E+01    4.8829494E-12    4.6096376E-05
    1.7010000E+01    4.8843387E-12    4.6087340E-05
    1.7190000E+01    4.8857381E-12    4.6076904E-05
    1.7370000E+01    4.8871478E-12    4.6064400E-05
    1.7550000E+01    4.8885678E-12    4.6048874E-05
    1.7730000E+01    4.8899984E-12    4.6028965E-05
    1.7910000E+01    4.8914393E-12    4.6002729E-05
