# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0000437E-01    1.0000437E-01
    2.7000000E-01    1.0041651E-01    1.0041651E-01
    4.5000000E-01    1.0039660E-01    1.0039660E-01
    6.3000000E-01    1.0039840E-01    1.0039840E-01
    8.1000000E-01    1.0039489E-01    1.0039489E-01
    9.9000000E-01    1.0038709E-01    1.0038709E-01
    1.1700000E+00    1.0037740E-01    1.0037740E-01
    1.3500000E+00    1.0036701E-01    1.0036701E-01
    1.5300000E+00    1.0035642E-01    1.0035642E-01
    1.7100000E+00    1.0034587E-01    1.0034587E-01
    1.8900000E+00    1.0033544E-01    1.0033544E-01
    2.0700000E+00    1.0142917E-01    1.0142917E-01
    2.2500000E+00    1.0140894E-01    1.0140894E-01
    2.4300000E+00    1.0139425E-01    1.0139425E-01
    2.6100000E+00    1.0138026E-01    1.0138026E-01
    2.7900000E+00    1.0136683E-01    1.0136683E-01
    2.9700000E+00    1.0135394E-01    1.0135394E-01
    3.1500000E+00    1.0134158E-01    1.0134158E-01
    3.3300000E+00    1.0132972E-01    1.0132972E-01
    3.5100000E+00    1.0131836E-01    1.0131836E-01
    3.6900000E+00    1.0130747E-01    1.0130747E-01
    3.8700000E+00    1.0129703E-01    1.0129703E-01
    4.0500000E+00    1.0128703E-01    1.0128703E-01
    4.2300000E+00    1.0127743E-01    1.0127743E-01
    4.4100000E+00    1.0126824E-01    1.0126824E-01
    4.5900000E+00    1.0125942E-01    1.0125942E-01
    4.7700000E+00    1.0125097E-01    1.0125097E-01
    4.9500000E+00    1.0124286E-01    1.0124286E-01
    5.1300000E+00    1.0123507E-01    1.0123507E-01
    5.3100000E+00    1.0122760E-01    1.0122760E-01
    5.4900000E+00    1.0122042E-01    1.0122042E-01
    5.6700000E+00    1.0121352E-01    1.0121352E-01
    5.8500000E+00    1.0120690E-01    1.0120690E-01
    6.0300000E+00    1.0120053E-01    1.0120053E-01
    6.2100000E+00    1.0119441E-01    1.0119441E-01
    6.3900000E+00    1.0118852E-01    1.0118852E-01
    6.5700000E+00    1.0118285E-01    1.0118285E-01
    6.7500000E+00    1.0117740E-01    1.0117740E-01
    6.9300000E+00    1.0117215E-01    1.0117215E-01
    7.1100000E+00    1.0116710E-01    1.0116710E-01
    7.2900000E+00    1.0116223E-01    1.0116223E-01
    7.4700000E+00    1.0115755E-01    1.0115755E-01
    7.6500000E+00    1.0115303E-01    1.0115303E-01
    7.8300000E+00    1.0114868E-01    1.0114868E-01
    8.0100000E+00    1.0114448E-01    1.0114448E-01
    8.1900000E+00    1.0008427E-01    1.0008427E-01
    8.3700000E+00    1.0007851E-01    1.0007851E-01
    8.5500000E+00    1.0007298E-01    1.0007298E-01
    8.7300000E+00    1.0006765E-01    1.0006765E-01
    8.9100000E+00    1.0006253E-01    1.0006253E-01
    9.0900000E+00    1.0005759E-01    1.0005759E-01
    9.2700000E+00    1.0005283E-01    1.0005283E-01
    9.4500000E+00    1.0004823E-01    1.0004823E-01
    9.6300000E+00    1.0004380E-01    1.0004380E-01
    9.8100000E+00    1.0003951E-01    1.0003951E-01
    9.9900000E+00    1.0003537E-01    1.0003537E-01
    1.0170000E+01    1.0003137E-01    1.0003137E-01
    1.0350000E+01    1.0002750E-01    1.0002750E-01
    1.0530000E+01    1.0002377E-01    1.0002377E-01
    1.0710000E+01    1.0002016E-01    1.0002016E-01
    1.0890000E+01    1.0001668E-01    1.0001668E-01
    1.1070000E+01    1.0001331E-01    1.0001331E-01
    1.1250000E+01    1.0001007E-01    1.0001007E-01
    1.1430000E+01    1.0000693E-01    1.0000693E-01
    1.1610000E+01    1.0000391E-01    1.0000391E-01
    1.1790000E+01    1.0000100E-01    1.0000100E-01
    1.1970000E+01    9.9998196E-02    9.9998196E-02
    1.2150000E+01    9.9995505E-02    9.9995505E-02
    1.2330000E+01    9.9992930E-02    9.9992930E-02
    1.2510000E+01    9.9039982E-02    9.9039982E-02
    1.2690000E+01    9.9040430E-02    9.9040430E-02
