# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    1.6710935E-02    2.0998472E-01    1.9000018E-04
    2.7000000E-01    1.6171952E-02    2.0995419E-01    1.9000053E-04
    4.5000000E-01    1.5668356E-02    2.0992363E-01    1.9000087E-04
    6.3000000E-01    1.5192800E-02    2.0989304E-01    1.9000120E-04
    8.1000000E-01    1.4740293E-02    2.0986242E-01    1.9000152E-04
    9.9000000E-01    1.4307248E-02    2.0983178E-01    1.9000183E-04
    1.1700000E+00    1.3890956E-02    2.0980112E-01    1.9000213E-04
    1.3500000E+00    1.3489298E-02    2.0977044E-01    1.9000243E-04
    1.5300000E+00    1.3100575E-02    2.0973975E-01    1.9000271E-04
    1.7100000E+00    1.2723383E-02    2.0970905E-01    1.9000299E-04
    1.8900000E+00    1.2356540E-02    2.0967833E-01    1.9000326E-04
    2.0700000E+00    1.2001408E-02    2.0964780E-01    1.9000353E-04
    2.2500000E+00    1.1659531E-02    2.0961746E-01    1.9000378E-04
    2.4300000E+00    1.1327922E-02    2.0958710E-01    1.9000403E-04
    2.6100000E+00    1.1005911E-02    2.0955673E-01    1.9000427E-04
    2.7900000E+00    1.0692919E-02    2.0952633E-01    1.9000450E-04
    2.9700000E+00    1.0388439E-02    2.0949591E-01    1.9000472E-04
    3.1500000E+00    1.0092024E-02    2.0946548E-01    1.9000494E-04
    3.3300000E+00    9.8032779E-03    2.0943503E-01    1.9000516E-04
    3.5100000E+00    9.5218472E-03    2.0940456E-01    1.9000536E-04
    3.6900000E+00    9.2474137E-03    2.0937408E-01    1.9000557E-04
    3.8700000E+00    8.9796904E-03    2.0934357E-01    1.9000576E-04
    4.0500000E+00    8.7184175E-03    2.0931305E-01    1.9000595E-04
    4.2300000E+00    8.4633583E-03    2.0928252E-01    1.9000614E-04
    4.4100000E+00    8.2142972E-03    2.0925196E-01    1.9000632E-04
    4.5900000E+00    7.9710367E-03    2.0922140E-01    1.9000649E-04
    4.7700000E+00    7.7333957E-03    2.0919081E-01    1.9000666E-04
    4.9500000E+00    7.5012078E-03    2.0916021E-01    1.9000683E-04
    5.1300000E+00    7.2743196E-03    2.0912959E-01    1.9000698E-04
    5.3100000E+00    7.0525900E-03    2.0909895E-01    1.9000714E-04
    5.4900000E+00    6.8358886E-03    2.0906830E-01    1.9000729E-04
    5.6700000E+00    6.6240953E-03    2.0903764E-01    1.9000743E-04
    5.8500000E+00    6.4170989E-03    2.0900695E-01    1.9000758E-04
    6.0300000E+00    6.2147972E-03    2.0897625E-01    1.9000771E-04
    6.2100000E+00    6.0170956E-03    2.0894554E-01    1.9000784E-04
    6.3900000E+00    5.8239073E-03    2.0891481E-01    1.9000797E-04
    6.5700000E+00    5.6351524E-03    2.0888406E-01    1.9000810E-04
    6.7500000E+00    5.4507577E-03    2.0885329E-01    1.9000822E-04
    6.9300000E+00    5.2706566E-03    2.0882251E-01    1.9000833E-04
    7.1100000E+00    5.0947884E-03    2.0879172E-01    1.9000844E-04
    7.2900000E+00    4.9230987E-03    2.0876091E-01    1.9000855E-04
    7.4700000E+00    4.7555385E-03    2.0873008E-01    1.9000865E-04
    7.6500000E+00    4.5920646E-03    2.0869924E-01    1.9000875E-04
    7.8300000E+00    4.4326397E-03    2.0866838E-01    1.9000885E-04
    8.0100000E+00    4.2772315E-03    2.0863750E-01    1.9000894E-04
    8.1900000E+00    4.1247521E-03    2.0860640E-01    1.9000903E-04
    8.3700000E+00    3.9752900E-03    2.0857506E-01    1.9000912E-04
    8.5500000E+00    3.8298052E-03    2.0854372E-01    1.9000920E-04
    8.7300000E+00    3.6882823E-03    2.0851236E-01    1.9000928E-04
    8.9100000E+00    3.5507113E-03    2.0848099E-01    1.9000936E-04
    9.0900000E+00    3.4170879E-03    2.0844961E-01    1.9000943E-04
    9.2700000E+00    3.2874136E-03    2.0841822E-01    1.9000951E-04
    9.4500000E+00    3.1616961E-03    2.0838681E-01    1.9000957E-04
    9.6300000E+00    3.0399494E-03    2.0835540E-01    1.9000964E-04
    9.8100000E+00    2.9221944E-03    2.0832397E-01    1.9000970E-04
    9.9900000E+00    2.8084593E-03    2.0829254E-01    1.9000976E-04
    1.0170000E+01    2.6987800E-03    2.0826109E-01    1.9000981E-04
    1.0350000E+01    2.5932011E-03    2.0822963E-01    1.9000987E-04
    1.0530000E+01    2.4917766E-03    2.0819816E-01    1.9000992E-04
    1.0710000E+01    2.3945711E-03    2.0816667E-01    1.9000997E-04
    1.0890000E+01    2.3016614E-03    2.0813518E-01    1.9001002E-04
    1.1070000E+01    2.2131383E-03    2.0810368E-01    1.9001006E-04
    1.1250000E+01    2.1291086E-03    2.0807217E-01    1.9001010E-04
    1.1430000E+01    2.0496981E-03    2.0804064E-01    1.9001015E-04
    1.1610000E+01    1.9750540E-03    2.0800911E-01    1.9001019E-04
    1.1790000E+01    1.9053482E-03    2.0797757E-01    1.9001023E-04
    1.1970000E+01    1.8407806E-03    2.0794602E-01    1.9001027E-04
    1.2150000E+01    1.7815830E-03    2.0791446E-01    1.9001031E-04
    1.2330000E+01    1.7280226E-03    2.0788289E-01    1.9001035E-04
    1.2510000E+01    1.6800904E-03    2.0785110E-01    1.9001039E-04
    1.2690000E+01    1.6330832E-03    2.0782009E-01    1.9001043E-04
