# Time          5.0000E+01
# Units: Mol/g solid
    Distance        NaXEel           KXEel            CaXEel           MgXEel          
    9.0000000E-02    4.7235430E-08    5.3236648E-07    6.1992195E-06    3.5141314E-06
    2.7000000E-01    6.0547665E-08    7.9486077E-07    6.1243177E-06    3.4507903E-06
    4.5000000E-01    7.0306222E-08    1.0201896E-06    6.0635664E-06    3.3933650E-06
    6.3000000E-01    7.8099383E-08    1.1922847E-06    6.0165795E-06    3.3499204E-06
    8.1000000E-01    8.4678508E-08    1.3191139E-06    5.9814015E-06    3.3180070E-06
    9.9000000E-01    9.0481229E-08    1.4125425E-06    5.9549738E-06    3.2945049E-06
    1.1700000E+00    9.5774720E-08    1.4825540E-06    5.9346437E-06    3.2769220E-06
    1.3500000E+00    1.0072589E-07    1.5362346E-06    5.9185192E-06    3.2635102E-06
    1.5300000E+00    1.0544196E-07    1.5783420E-06    5.9053373E-06    3.2530901E-06
    1.7100000E+00    1.0999433E-07    1.6120339E-06    5.8942670E-06    3.2448708E-06
    1.8900000E+00    1.1445489E-07    1.6385149E-06    5.8845175E-06    3.2389993E-06
    2.0700000E+00    3.0589505E-10    3.8113372E-09    1.4592844E-08    8.3470761E-09
    2.2500000E+00    3.2482801E-10    3.5576988E-09    1.4502778E-08    8.5539297E-09
    2.4300000E+00    3.4299200E-10    3.3292125E-09    1.4432957E-08    8.7284269E-09
    2.6100000E+00    3.6044255E-10    3.1214507E-09    1.4378158E-08    8.8779624E-09
    2.7900000E+00    3.7722798E-10    2.9310733E-09    1.4334712E-08    9.0078430E-09
    2.9700000E+00    3.9339054E-10    2.7555025E-09    1.4299976E-08    9.1219717E-09
    3.1500000E+00    4.0896746E-10    2.5927097E-09    1.4272007E-08    9.2232816E-09
    3.3300000E+00    4.2399170E-10    2.4410716E-09    1.4249349E-08    9.3140175E-09
    3.5100000E+00    4.3849260E-10    2.2992698E-09    1.4230896E-08    9.3959265E-09
    3.6900000E+00    4.5249638E-10    2.1662197E-09    1.4215794E-08    9.4703874E-09
    3.8700000E+00    4.6602661E-10    2.0410190E-09    1.4203377E-08    9.5385030E-09
    4.0500000E+00    4.7910450E-10    1.9229091E-09    1.4193119E-08    9.6011653E-09
    4.2300000E+00    4.9174921E-10    1.8112468E-09    1.4184600E-08    9.6591036E-09
    4.4100000E+00    5.0397808E-10    1.7054819E-09    1.4177482E-08    9.7129198E-09
    4.5900000E+00    5.1580684E-10    1.6051409E-09    1.4171493E-08    9.7631146E-09
    4.7700000E+00    5.2724977E-10    1.5098131E-09    1.4166408E-08    9.8101086E-09
    4.9500000E+00    5.3831981E-10    1.4191406E-09    1.4162043E-08    9.8542570E-09
    5.1300000E+00    5.4902875E-10    1.3328100E-09    1.4158245E-08    9.8958619E-09
    5.3100000E+00    5.5938724E-10    1.2505452E-09    1.4154888E-08    9.9351822E-09
    5.4900000E+00    5.6940496E-10    1.1721025E-09    1.4151864E-08    9.9724406E-09
    5.6700000E+00    5.7909061E-10    1.0972655E-09    1.4149085E-08    1.0007830E-08
    5.8500000E+00    5.8845203E-10    1.0258422E-09    1.4146473E-08    1.0041518E-08
    6.0300000E+00    5.9749624E-10    9.5766106E-10    1.4143963E-08    1.0073650E-08
    6.2100000E+00    6.0622946E-10    8.9256912E-10    1.4141501E-08    1.0104357E-08
    6.3900000E+00    6.1465715E-10    8.3042951E-10    1.4139037E-08    1.0133749E-08
    6.5700000E+00    6.2278406E-10    7.7111969E-10    1.4136531E-08    1.0161928E-08
    6.7500000E+00    6.3061424E-10    7.1452990E-10    1.4133947E-08    1.0188982E-08
    6.9300000E+00    6.3815108E-10    6.6056181E-10    1.4131253E-08    1.0214990E-08
    7.1100000E+00    6.4539734E-10    6.0912728E-10    1.4128421E-08    1.0240020E-08
    7.2900000E+00    6.5235515E-10    5.6014736E-10    1.4125428E-08    1.0264137E-08
    7.4700000E+00    6.5902609E-10    5.1355135E-10    1.4122251E-08    1.0287395E-08
    7.6500000E+00    6.6541117E-10    4.6927596E-10    1.4118872E-08    1.0309844E-08
    7.8300000E+00    6.7151095E-10    4.2726534E-10    1.4115274E-08    1.0331528E-08
    8.0100000E+00    6.7733155E-10    3.8759115E-10    1.4111434E-08    1.0352431E-08
    8.1900000E+00    1.0939777E-07    5.9107319E-08    2.2566959E-06    1.6580450E-06
    8.3700000E+00    1.1039437E-07    5.6362885E-08    2.2558258E-06    1.6598109E-06
    8.5500000E+00    1.1135322E-07    5.3784875E-08    2.2549380E-06    1.6615293E-06
    8.7300000E+00    1.1227652E-07    5.1366221E-08    2.2540300E-06    1.6632047E-06
    8.9100000E+00    1.1316629E-07    4.9096900E-08    2.2531023E-06    1.6648406E-06
    9.0900000E+00    1.1402445E-07    4.6967125E-08    2.2521521E-06    1.6664437E-06
    9.2700000E+00    1.1485281E-07    4.4968224E-08    2.2511694E-06    1.6680273E-06
    9.4500000E+00    1.1565307E-07    4.3093283E-08    2.2501337E-06    1.6696148E-06
    9.6300000E+00    1.1642688E-07    4.1338162E-08    2.2490100E-06    1.6712421E-06
    9.8100000E+00    1.1717584E-07    3.9703278E-08    2.2477468E-06    1.6729601E-06
    9.9900000E+00    1.1790152E-07    3.8196442E-08    2.2462743E-06    1.6748336E-06
    1.0170000E+01    1.1860552E-07    3.6837074E-08    2.2445072E-06    1.6769377E-06
    1.0350000E+01    1.1928948E-07    3.5661970E-08    2.2423479E-06    1.6793506E-06
    1.0530000E+01    1.1995510E-07    3.4732687E-08    2.2396938E-06    1.6821435E-06
    1.0710000E+01    1.2060425E-07    3.4144393E-08    2.2364436E-06    1.6853692E-06
    1.0890000E+01    1.2123895E-07    3.4035828E-08    2.2325042E-06    1.6890505E-06
    1.1070000E+01    1.2186145E-07    3.4599692E-08    2.2277957E-06    1.6931700E-06
    1.1250000E+01    1.2247419E-07    3.6092349E-08    2.2222534E-06    1.6976632E-06
    1.1430000E+01    1.2307981E-07    3.8840955E-08    2.2158275E-06    1.7024151E-06
    1.1610000E+01    1.2368098E-07    4.3245235E-08    2.2084810E-06    1.7072620E-06
    1.1790000E+01    1.2428023E-07    4.9770635E-08    2.2001874E-06    1.7119965E-06
    1.1970000E+01    1.2487978E-07    5.8930338E-08    2.1909305E-06    1.7163773E-06
    1.2150000E+01    1.2548131E-07    7.1255400E-08    2.1807053E-06    1.7201434E-06
    1.2330000E+01    1.2608064E-07    8.7203275E-08    2.1695476E-06    1.7230322E-06
    1.2510000E+01    7.8659813E-08    6.2833480E-08    1.3510845E-06    1.0782162E-06
    1.2690000E+01    7.8507696E-08    7.2238187E-08    1.3456697E-06    1.0790050E-06
    1.2870000E+01    7.8360718E-08    8.2778534E-08    1.3400225E-06    1.0794558E-06
    1.3050000E+01    7.8218680E-08    9.4492644E-08    1.3341550E-06    1.0795377E-06
    1.3230000E+01    7.8081355E-08    1.0740332E-07    1.3280819E-06    1.0792248E-06
    1.3410000E+01    7.7948485E-08    1.2151634E-07    1.3218199E-06    1.0784972E-06
    1.3590000E+01    7.7819788E-08    1.3681915E-07    1.3153883E-06    1.0773424E-06
    1.3770000E+01    7.7694956E-08    1.5328009E-07    1.3088086E-06    1.0757547E-06
    1.3950000E+01    7.7573657E-08    1.7084818E-07    1.3021042E-06    1.0737363E-06
    1.4130000E+01    7.7455542E-08    1.8945352E-07    1.2953007E-06    1.0712968E-06
    1.4310000E+01    7.7340247E-08    2.0900825E-07    1.2884252E-06    1.0684534E-06
    1.4490000E+01    7.7227399E-08    2.2940814E-07    1.2815060E-06    1.0652297E-06
    1.4670000E+01    7.7116617E-08    2.5053472E-07    1.2745726E-06    1.0616559E-06
    1.4850000E+01    7.7007528E-08    2.7225777E-07    1.2676550E-06    1.0577671E-06
    1.5030000E+01    7.6899760E-08    2.9443827E-07    1.2607837E-06    1.0536028E-06
    1.5210000E+01    7.6792960E-08    3.1693148E-07    1.2539888E-06    1.0492051E-06
    1.5390000E+01    7.6686790E-08    3.3959016E-07    1.2473002E-06    1.0446181E-06
    1.5570000E+01    7.6580936E-08    3.6226772E-07    1.2407472E-06    1.0398858E-06
    1.5750000E+01    7.6475110E-08    3.8482124E-07    1.2343585E-06    1.0350513E-06
    1.5930000E+01    7.6369054E-08    4.0711411E-07    1.2281620E-06    1.0301549E-06
    1.6110000E+01    7.6262540E-08    4.2901843E-07    1.2221856E-06    1.0252330E-06
    1.6290000E+01    7.6155372E-08    4.5041681E-07    1.2164565E-06    1.0203170E-06
    1.6470000E+01    7.6047382E-08    4.7120374E-07    1.2110027E-06    1.0154320E-06
    1.6650000E+01    7.5938431E-08    4.9128645E-07    1.2058526E-06    1.0105957E-06
    1.6830000E+01    7.5828405E-08    5.1058523E-07    1.2010360E-06    1.0058186E-06
    1.7010000E+01    7.5717215E-08    5.2903320E-07    1.1965842E-06    1.0011025E-06
    1.7190000E+01    7.5604786E-08    5.4657576E-07    1.1925308E-06    9.9644148E-07
    1.7370000E+01    7.5491064E-08    5.6316954E-07    1.1889111E-06    9.9182179E-07
    1.7550000E+01    7.5376005E-08    5.7878114E-07    1.1857627E-06    9.8722253E-07
    1.7730000E+01    7.5259580E-08    5.9338517E-07    1.1831252E-06    9.8261695E-07
    1.7910000E+01    7.5142513E-08    6.0689204E-07    1.1810444E-06    9.7800351E-07
