# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer           HCO3-            Al(OH)2+         AlO2-            AlOH++           FeOH+            FeOH++           FeSO4(aq)        FeSO4+           OH-              CO3--            FeCO3(aq)        FeCO3+           FeHCO3+          NaCO3-           NaHCO3(aq)   
    9.0000000E-02    5.7756504E+00   -5.7673310E+00   -3.9999999E+00   -5.1604131E+00   -5.5482434E+00   -5.2898264E+00   -6.3653921E+00   -5.0979331E+00   -2.6671568E+00   -3.4740897E+00   -6.4486826E+00   -7.3715527E+00   -1.3734701E+01   -1.4000000E+01   -1.4000002E+01   -5.7455040E+00   -1.4000000E+01   -3.8190760E+00   -3.0000000E+01   -3.3264073E+00   -6.2766576E+00   -7.7030555E+00   -5.9897898E+00   -1.1121217E+01   -1.0189871E+01   -1.9239699E+01   -2.6110815E+01   -8.6811439E+00   -7.9879151E+00   -1.0563560E+01   -1.1545114E+01   -8.0118269E+00   -1.2511480E+01   -8.2359951E+00
    2.7000000E-01    5.7766633E+00   -5.7681808E+00   -3.9999999E+00   -5.0056489E+00   -5.3071819E+00   -5.2797388E+00   -6.4472689E+00   -4.8596707E+00   -2.6596113E+00   -3.4872021E+00   -6.4486830E+00   -7.2865092E+00   -1.4253011E+01   -1.4000000E+01   -1.4000003E+01   -5.4857248E+00   -1.4000000E+01   -4.3560457E+00   -3.0000000E+01   -3.3176753E+00   -6.3578074E+00   -7.7821795E+00   -6.0714378E+00   -1.1035664E+01   -1.0707953E+01   -1.9156024E+01   -2.6631116E+01   -8.6799577E+00   -7.9776555E+00   -1.0469621E+01   -1.2055151E+01   -7.9187272E+00   -1.2347144E+01   -8.0728449E+00
    4.5000000E-01    5.7832086E+00   -5.7745748E+00   -3.9999999E+00   -4.8932377E+00   -5.1536817E+00   -5.2624225E+00   -6.6058775E+00   -4.7128705E+00   -2.6581157E+00   -3.4986918E+00   -6.4486833E+00   -7.2203679E+00   -1.4271208E+01   -1.4000000E+01   -1.4000003E+01   -5.3297738E+00   -1.4000000E+01   -4.8818633E+00   -3.0000000E+01   -3.3094729E+00   -6.5045309E+00   -7.9158124E+00   -6.2242283E+00   -1.0963445E+01   -1.0720331E+01   -1.9091154E+01   -2.6651160E+01   -8.6732513E+00   -7.9624296E+00   -1.0389521E+01   -1.2059965E+01   -7.8450111E+00   -1.2220145E+01   -7.9525530E+00
    6.3000000E-01    5.7914674E+00   -5.7826815E+00   -3.9999999E+00   -4.8054907E+00   -5.0426150E+00   -5.2365279E+00   -6.7537350E+00   -4.6030245E+00   -2.6583033E+00   -3.5100188E+00   -6.4486836E+00   -7.1673583E+00   -1.4294533E+01   -1.4000000E+01   -1.4000004E+01   -5.2185038E+00   -1.4000000E+01   -5.3900581E+00   -3.0000000E+01   -3.3012393E+00   -6.6370826E+00   -8.0318466E+00   -6.3645575E+00   -1.0902646E+01   -1.0736128E+01   -1.9039424E+01   -2.6676344E+01   -8.6648303E+00   -7.9454557E+00   -1.0320812E+01   -1.2068171E+01   -7.7843992E+00   -1.2116067E+01   -7.8568960E+00
    8.1000000E-01    5.8001047E+00   -5.7911678E+00   -3.9999999E+00   -4.7337963E+00   -4.9566120E+00   -5.2014065E+00   -6.8779619E+00   -4.5158560E+00   -2.6589160E+00   -3.5216207E+00   -6.4486840E+00   -7.1238731E+00   -1.4319007E+01   -1.4000000E+01   -1.4000004E+01   -5.1327095E+00   -1.4000000E+01   -5.8608669E+00   -3.0000000E+01   -3.2930533E+00   -6.7452378E+00   -8.1227272E+00   -6.4808717E+00   -1.0850991E+01   -1.0752690E+01   -1.8997209E+01   -2.6702664E+01   -8.6560319E+00   -7.9281543E+00   -1.0261293E+01   -1.2077185E+01   -7.7333552E+00   -1.2027709E+01   -7.7773373E+00
    9.9000000E-01    5.8086349E+00   -5.7995502E+00   -3.9999999E+00   -4.6733387E+00   -4.8872021E+00   -5.1574594E+00   -6.9829161E+00   -4.4442689E+00   -2.6595515E+00   -3.5336516E+00   -6.4486843E+00   -7.0875403E+00   -1.4343194E+01   -1.4000000E+01   -1.4000005E+01   -5.0636133E+00   -1.4000000E+01   -6.2495884E+00   -3.0000000E+01   -3.2850004E+00   -6.8343089E+00   -8.1947379E+00   -6.5780045E+00   -1.0806585E+01   -1.0769056E+01   -1.8962122E+01   -2.6728658E+01   -8.6473438E+00   -7.9111027E+00   -1.0209149E+01   -1.2086124E+01   -7.6895837E+00   -1.1950825E+01   -7.7091419E+00
    1.1700000E+00    5.8168526E+00   -5.8076241E+00   -3.9999999E+00   -4.6211610E+00   -4.8296134E+00   -5.1061432E+00   -7.0736868E+00   -4.3839221E+00   -2.6600411E+00   -3.5461842E+00   -6.4486847E+00   -7.0567175E+00   -1.4366487E+01   -1.4000000E+01   -1.4000005E+01   -5.0063805E+00   -1.4000000E+01   -6.5020661E+00   -3.0000000E+01   -3.2771184E+00   -6.9097887E+00   -8.2537824E+00   -6.6612460E+00   -1.0767989E+01   -1.0784819E+01   -1.8932510E+01   -2.6753708E+01   -8.6389725E+00   -7.8945471E+00   -1.0162978E+01   -1.2094613E+01   -7.6514765E+00   -1.1882701E+01   -7.6493888E+00
    1.3500000E+00    5.8246251E+00   -5.8152574E+00   -3.9999999E+00   -4.5753183E+00   -4.7808574E+00   -5.0496434E+00   -7.1535766E+00   -4.3319853E+00   -2.6602634E+00   -3.5592687E+00   -6.4486850E+00   -7.0302086E+00   -1.4388490E+01   -1.4000000E+01   -1.4000005E+01   -4.9580035E+00   -1.4000000E+01   -6.6187045E+00   -3.0000000E+01   -3.2694187E+00   -6.9752426E+00   -8.3036912E+00   -6.7340302E+00   -1.0734139E+01   -1.0799717E+01   -1.8907177E+01   -2.6777415E+01   -8.6310508E+00   -7.8786326E+00   -1.0121726E+01   -1.2102402E+01   -7.6178474E+00   -1.1821534E+01   -7.5961441E+00
    1.5300000E+00    5.8318145E+00   -5.8223119E+00   -3.9999999E+00   -4.5344601E+00   -4.7388993E+00   -4.9903896E+00   -7.2244988E+00   -4.2865300E+00   -2.6600791E+00   -3.5729520E+00   -6.4486853E+00   -7.0070991E+00   -1.4408791E+01   -1.4000000E+01   -1.4000005E+01   -4.9164361E+00   -1.4000000E+01   -6.6553086E+00   -3.0000000E+01   -3.2619001E+00   -7.0328605E+00   -8.3469303E+00   -6.7984087E+00   -1.0704259E+01   -1.0813474E+01   -1.8885207E+01   -2.6799366E+01   -8.6237168E+00   -7.8634958E+00   -1.0084615E+01   -1.2109213E+01   -7.5877811E+00   -1.1766112E+01   -7.5480559E+00
    1.7100000E+00    5.8382377E+00   -5.8286042E+00   -3.9999999E+00   -4.4976040E+00   -4.7022599E+00   -4.9306237E+00   -7.2874226E+00   -4.2461854E+00   -2.6592975E+00   -3.5872837E+00   -6.4486857E+00   -6.9866542E+00   -1.4426838E+01   -1.4000000E+01   -1.4000006E+01   -4.8801883E+00   -1.4000000E+01   -6.6586297E+00   -3.0000000E+01   -3.2545546E+00   -7.0839798E+00   -8.3852032E+00   -6.8555350E+00   -1.0677796E+01   -1.0825723E+01   -1.8865868E+01   -2.6819015E+01   -8.6171532E+00   -7.8493109E+00   -1.0051087E+01   -1.2114673E+01   -7.5605358E+00   -1.1715626E+01   -7.5041344E+00
    1.8900000E+00    5.8436342E+00   -5.8338736E+00   -3.9999999E+00   -4.4640007E+00   -4.6698096E+00   -4.8721591E+00   -7.3425854E+00   -4.2099317E+00   -2.6576454E+00   -3.6023185E+00   -6.4486860E+00   -6.9682534E+00   -1.4441848E+01   -1.4000000E+01   -1.4000006E+01   -4.8481114E+00   -1.4000000E+01   -6.6481402E+00   -3.0000000E+01   -3.2473692E+00   -7.1293620E+00   -8.4197923E+00   -6.9059089E+00   -1.0654393E+01   -1.0835944E+01   -1.8848542E+01   -2.6835581E+01   -8.6116201E+00   -7.8363241E+00   -1.0020771E+01   -1.2118248E+01   -7.5354795E+00   -1.1669577E+01   -7.4636181E+00
    2.0700000E+00    5.8485322E+00   -5.8386244E+00   -3.9999999E+00   -4.4202918E+00   -4.6368229E+00   -4.8716694E+00   -7.2837870E+00   -4.1622781E+00   -2.6547524E+00   -3.6179998E+00   -6.4486865E+00   -6.9576127E+00   -1.4455338E+01   -1.4000000E+01   -1.4000006E+01   -4.7994707E+00   -1.4000000E+01   -5.0414176E+00   -3.0000000E+01   -3.2394197E+00   -7.0619390E+00   -8.3425734E+00   -6.8429151E+00   -1.0639311E+01   -1.0845240E+01   -1.8839147E+01   -2.6850874E+01   -8.6065640E+00   -7.8230079E+00   -9.9980553E+00   -1.2120220E+01   -7.5175030E+00   -1.1613177E+01   -7.4122754E+00
    2.2500000E+00    5.8527322E+00   -5.8426828E+00   -3.9999999E+00   -4.3809436E+00   -4.6062836E+00   -4.8713334E+00   -7.3357812E+00   -4.1204425E+00   -2.6514414E+00   -3.6339350E+00   -6.4486870E+00   -6.9474327E+00   -1.4466655E+01   -1.4000000E+01   -1.4000006E+01   -4.7559319E+00   -1.4000000E+01   -4.9026839E+00   -3.0000000E+01   -3.2317558E+00   -7.1066610E+00   -8.3788953E+00   -6.8913853E+00   -1.0625371E+01   -1.0853032E+01   -1.8830167E+01   -2.6863925E+01   -8.6022115E+00   -7.8106922E+00   -9.9767553E+00   -1.2120952E+01   -7.5002503E+00   -1.1562117E+01   -7.3655675E+00
    2.4300000E+00    5.8566330E+00   -5.8464449E+00   -3.9999999E+00   -4.3451724E+00   -4.5778531E+00   -4.8711348E+00   -7.3867516E+00   -4.0828780E+00   -2.6480012E+00   -3.6500992E+00   -6.4486875E+00   -6.9376230E+00   -1.4477102E+01   -1.4000000E+01   -1.4000006E+01   -4.7165299E+00   -1.4000000E+01   -4.8514796E+00   -3.0000000E+01   -3.2242653E+00   -7.1509337E+00   -8.4153666E+00   -6.9391162E+00   -1.0612091E+01   -1.0860240E+01   -1.8821532E+01   -2.6876072E+01   -8.5981614E+00   -7.7988583E+00   -9.9562831E+00   -1.2121260E+01   -7.4835291E+00   -1.1515102E+01   -7.3226037E+00
    2.6100000E+00    5.8603444E+00   -5.8500205E+00   -3.9999999E+00   -4.3123929E+00   -4.5512604E+00   -4.8710738E+00   -7.4336681E+00   -4.0488282E+00   -2.6445324E+00   -3.6664345E+00   -6.4486880E+00   -6.9281060E+00   -1.4487009E+01   -1.4000000E+01   -1.4000006E+01   -4.6805552E+00   -1.4000000E+01   -4.8237175E+00   -3.0000000E+01   -3.2169382E+00   -7.1915086E+00   -8.4485186E+00   -6.9829686E+00   -1.0599285E+01   -1.0867083E+01   -1.8813168E+01   -2.6887643E+01   -8.5943035E+00   -7.7873859E+00   -9.9364420E+00   -1.2121356E+01   -7.4672526E+00   -1.1471430E+01   -7.2827894E+00
    2.7900000E+00    5.8639072E+00   -5.8534502E+00   -3.9999999E+00   -4.2821532E+00   -4.5262842E+00   -4.8711511E+00   -7.4771060E+00   -4.0177309E+00   -2.6410695E+00   -3.6829102E+00   -6.4486886E+00   -6.9188219E+00   -1.4496496E+01   -1.4000000E+01   -1.4000007E+01   -4.6474670E+00   -1.4000000E+01   -4.8034574E+00   -3.0000000E+01   -3.2097685E+00   -7.2288807E+00   -8.4787651E+00   -7.0234777E+00   -1.0586852E+01   -1.0873641E+01   -1.8805014E+01   -2.6898762E+01   -8.5905970E+00   -7.7762276E+00   -9.9171260E+00   -1.2121312E+01   -7.4513553E+00   -1.1430600E+01   -7.2456668E+00
    2.9700000E+00    5.8673395E+00   -5.8567519E+00   -3.9999999E+00   -4.2540967E+00   -4.5027408E+00   -4.8713674E+00   -7.5175764E+00   -3.9891479E+00   -2.6376246E+00   -3.6995036E+00   -6.4486891E+00   -6.9097233E+00   -1.4505616E+01   -1.4000000E+01   -1.4000007E+01   -4.6168426E+00   -1.4000000E+01   -4.7857364E+00   -3.0000000E+01   -3.2027499E+00   -7.2635255E+00   -8.5065454E+00   -7.0611372E+00   -1.0574727E+01   -1.0879950E+01   -1.8797025E+01   -2.6909483E+01   -8.5870237E+00   -7.7653591E+00   -9.8982640E+00   -1.2121160E+01   -7.4357843E+00   -1.1392233E+01   -7.2108732E+00
    3.1500000E+00    5.8706513E+00   -5.8599357E+00   -3.9999999E+00   -4.2279364E+00   -4.4804761E+00   -4.8717229E+00   -7.5554705E+00   -3.9627312E+00   -2.6342021E+00   -3.7161931E+00   -6.4486896E+00   -6.9007724E+00   -1.4514397E+01   -1.4000000E+01   -1.4000007E+01   -4.5883460E+00   -1.4000000E+01   -4.7688824E+00   -3.0000000E+01   -3.1958767E+00   -7.2958153E+00   -8.5322114E+00   -7.0963285E+00   -1.0562862E+01   -1.0886029E+01   -1.8789163E+01   -2.6919836E+01   -8.5835733E+00   -7.7547639E+00   -9.8798029E+00   -1.2120914E+01   -7.4204961E+00   -1.1356025E+01   -7.1781160E+00
    3.3300000E+00    5.8738497E+00   -5.8630084E+00   -3.9999999E+00   -4.2034379E+00   -4.4593596E+00   -4.8722178E+00   -7.5910985E+00   -3.9381997E+00   -2.6308032E+00   -3.7329553E+00   -6.4486901E+00   -6.8919389E+00   -1.4522861E+01   -1.4000000E+01   -1.4000007E+01   -4.5617050E+00   -1.4000000E+01   -4.7523167E+00   -3.0000000E+01   -3.1891431E+00   -7.3260467E+00   -8.5560461E+00   -7.1293555E+00   -1.0551222E+01   -1.0891891E+01   -1.8781399E+01   -2.6929842E+01   -8.5802388E+00   -7.7444290E+00   -9.8617002E+00   -1.2120581E+01   -7.4054554E+00   -1.1321730E+01   -7.1471554E+00
    3.5100000E+00    5.8769404E+00   -5.8659757E+00   -3.9999999E+00   -4.1804075E+00   -4.4392795E+00   -4.8728521E+00   -7.6247129E+00   -3.9153228E+00   -2.6274284E+00   -3.7497640E+00   -6.4486907E+00   -6.8831994E+00   -1.4531023E+01   -1.4000000E+01   -1.4000007E+01   -4.5366964E+00   -1.4000000E+01   -4.7358439E+00   -3.0000000E+01   -3.1825435E+00   -7.3544618E+00   -8.5782798E+00   -7.1604654E+00   -1.0539776E+01   -1.0897549E+01   -1.8773711E+01   -2.6939519E+01   -8.5770144E+00   -7.7343428E+00   -9.8439216E+00   -1.2120167E+01   -7.3906334E+00   -1.1289142E+01   -7.1177922E+00
    3.6900000E+00    5.8799285E+00   -5.8688425E+00   -3.9999999E+00   -4.1586832E+00   -4.4201396E+00   -4.8736256E+00   -7.6565232E+00   -3.8939097E+00   -2.6240775E+00   -3.7665891E+00   -6.4486912E+00   -6.8745359E+00   -1.4538897E+01   -1.4000000E+01   -1.4000007E+01   -4.5131346E+00   -1.4000000E+01   -4.7194083E+00   -3.0000000E+01   -3.1760727E+00   -7.3812607E+00   -8.5991026E+00   -7.1898632E+00   -1.0528502E+01   -1.0903010E+01   -1.8766081E+01   -2.6948881E+01   -8.5738948E+00   -7.7244947E+00   -9.8264394E+00   -1.2119678E+01   -7.3760075E+00   -1.1258089E+01   -7.0898595E+00
    3.8700000E+00    5.8828185E+00   -5.8716134E+00   -3.9999999E+00   -4.1381281E+00   -4.4018566E+00   -4.8745382E+00   -7.6867057E+00   -3.8737999E+00   -2.6207503E+00   -3.7833967E+00   -6.4486917E+00   -6.8659355E+00   -1.4546496E+01   -1.4000000E+01   -1.4000007E+01   -4.4908640E+00   -1.4000000E+01   -4.7030078E+00   -3.0000000E+01   -3.1697257E+00   -7.4066113E+00   -8.6186730E+00   -7.2177210E+00   -1.0517383E+01   -1.0908285E+01   -1.8758497E+01   -2.6957944E+01   -8.5708754E+00   -7.7148749E+00   -9.8092315E+00   -1.2119116E+01   -7.3615599E+00   -1.1228426E+01   -7.0632155E+00
    4.0500000E+00    5.8856148E+00   -5.8742925E+00   -3.9999999E+00   -4.1186254E+00   -4.3843575E+00   -4.8755895E+00   -7.7154102E+00   -3.8548580E+00   -2.6174464E+00   -3.8001482E+00   -6.4486923E+00   -6.8573896E+00   -1.4553832E+01   -1.4000000E+01   -1.4000008E+01   -4.4697526E+00   -1.4000000E+01   -4.6866630E+00   -3.0000000E+01   -3.1634979E+00   -7.4306554E+00   -8.6371246E+00   -7.2441847E+00   -1.0506406E+01   -1.0913380E+01   -1.8750951E+01   -2.6966719E+01   -8.5679518E+00   -7.7054741E+00   -9.7922807E+00   -1.2118487E+01   -7.3472778E+00   -1.1200025E+01   -7.0377389E+00
    4.2300000E+00    5.8883212E+00   -5.8768837E+00   -3.9999999E+00   -4.1000749E+00   -4.3675782E+00   -4.8767790E+00   -7.7427652E+00   -3.8369681E+00   -2.6141651E+00   -3.8167998E+00   -6.4486928E+00   -6.8488934E+00   -1.4560917E+01   -1.4000000E+01   -1.4000008E+01   -4.4496873E+00   -1.4000000E+01   -4.6704058E+00   -3.0000000E+01   -3.1573846E+00   -7.4535145E+00   -8.6545709E+00   -7.2693794E+00   -1.0495563E+01   -1.0918304E+01   -1.8743439E+01   -2.6975219E+01   -8.5651201E+00   -7.6962837E+00   -9.7755744E+00   -1.2117793E+01   -7.3331523E+00   -1.1172779E+01   -7.0133252E+00
    4.4100000E+00    5.8909414E+00   -5.8793905E+00   -3.9999999E+00   -4.0823900E+00   -4.3514623E+00   -4.8781063E+00   -7.7688819E+00   -3.8200306E+00   -2.6109061E+00   -3.8333028E+00   -6.4486934E+00   -6.8404459E+00   -1.4567759E+01   -1.4000000E+01   -1.4000008E+01   -4.4305709E+00   -1.4000000E+01   -4.6542750E+00   -3.0000000E+01   -3.1513816E+00   -7.4752928E+00   -8.6711088E+00   -7.2934129E+00   -1.0484850E+01   -1.0923063E+01   -1.8735961E+01   -2.6983455E+01   -8.5623765E+00   -7.6872954E+00   -9.7591038E+00   -1.2117036E+01   -7.3191781E+00   -1.1146594E+01   -6.9898835E+00
    4.5900000E+00    5.8934787E+00   -5.8818162E+00   -3.9999999E+00   -4.0654950E+00   -4.3359596E+00   -4.8795708E+00   -7.7938569E+00   -3.8039591E+00   -2.6076686E+00   -3.8496022E+00   -6.4486939E+00   -6.8320487E+00   -1.4574369E+01   -1.4000000E+01   -1.4000008E+01   -4.4123189E+00   -1.4000000E+01   -4.6383149E+00   -3.0000000E+01   -3.1454849E+00   -7.4960811E+00   -8.6868224E+00   -7.3163789E+00   -1.0474264E+01   -1.0927664E+01   -1.8728518E+01   -2.6991437E+01   -8.5597175E+00   -7.6785016E+00   -9.7428636E+00   -1.2116220E+01   -7.3053533E+00   -1.1121385E+01   -6.9673343E+00
    4.7700000E+00    5.8959364E+00   -5.8841639E+00   -3.9999999E+00   -4.0493237E+00   -4.3210252E+00   -4.8811721E+00   -7.8177750E+00   -3.7886782E+00   -2.6044520E+00   -3.8656374E+00   -6.4486945E+00   -6.8237066E+00   -1.4580754E+01   -1.4000000E+01   -1.4000008E+01   -4.3948576E+00   -1.4000000E+01   -4.6225749E+00   -3.0000000E+01   -3.1396905E+00   -7.5159584E+00   -8.7017845E+00   -7.3383594E+00   -1.0463807E+01   -1.0932112E+01   -1.8721117E+01   -2.6999174E+01   -8.5571400E+00   -7.6698952E+00   -9.7268520E+00   -1.2115347E+01   -7.2916791E+00   -1.1097081E+01   -6.9456077E+00
    4.9500000E+00    5.8983171E+00   -5.8864364E+00   -3.9999999E+00   -4.0338178E+00   -4.3066193E+00   -4.8829094E+00   -7.8407111E+00   -3.7741219E+00   -2.6012556E+00   -3.8813414E+00   -6.4486951E+00   -6.8154270E+00   -1.4586924E+01   -1.4000000E+01   -1.4000008E+01   -4.3781222E+00   -1.4000000E+01   -4.6071098E+00   -3.0000000E+01   -3.1339948E+00   -7.5349942E+00   -8.7160587E+00   -7.3594266E+00   -1.0453485E+01   -1.0936412E+01   -1.8713765E+01   -2.7006676E+01   -8.5546411E+00   -7.6614694E+00   -9.7110699E+00   -1.2114419E+01   -7.2781593E+00   -1.1073616E+01   -6.9246418E+00
    5.1300000E+00    5.9006239E+00   -5.8886365E+00   -3.9999999E+00   -4.0189257E+00   -4.2927057E+00   -4.8847822E+00   -7.8627315E+00   -3.7602318E+00   -2.5980788E+00   -3.8966408E+00   -6.4486956E+00   -6.8072194E+00   -1.4592885E+01   -1.4000000E+01   -1.4000008E+01   -4.3620554E+00   -1.4000000E+01   -4.5919789E+00   -3.0000000E+01   -3.1283943E+00   -7.5532498E+00   -8.7297008E+00   -7.3796445E+00   -1.0443304E+01   -1.0940571E+01   -1.8706471E+01   -2.7013950E+01   -8.5522178E+00   -7.6532177E+00   -9.6955211E+00   -1.2113437E+01   -7.2648004E+00   -1.1050932E+01   -6.9043817E+00
    5.3100000E+00    5.9028593E+00   -5.8907667E+00   -3.9999999E+00   -4.0046014E+00   -4.2792521E+00   -4.8867898E+00   -7.8838959E+00   -3.7469563E+00   -2.5949209E+00   -3.9114557E+00   -6.4486962E+00   -6.7990958E+00   -1.4598646E+01   -1.4000000E+01   -1.4000008E+01   -4.3466066E+00   -1.4000000E+01   -4.5772471E+00   -3.0000000E+01   -3.1228858E+00   -7.5707800E+00   -8.7427603E+00   -7.3990702E+00   -1.0433274E+01   -1.0944593E+01   -1.8699250E+01   -2.7021004E+01   -8.5498675E+00   -7.6451339E+00   -9.6802118E+00   -1.2112405E+01   -7.2516112E+00   -1.1028978E+01   -6.8847782E+00
    5.4900000E+00    5.9050259E+00   -5.8928296E+00   -3.9999999E+00   -3.9908039E+00   -4.2662290E+00   -4.8889317E+00   -7.9042583E+00   -3.7342493E+00   -2.5917816E+00   -3.9257002E+00   -6.4486968E+00   -6.7910701E+00   -1.4604212E+01   -1.4000000E+01   -1.4000009E+01   -4.3317303E+00   -1.4000000E+01   -4.5629842E+00   -3.0000000E+01   -3.1174660E+00   -7.5876338E+00   -8.7552807E+00   -7.4177554E+00   -1.0423406E+01   -1.0948483E+01   -1.8692114E+01   -2.7027848E+01   -8.5475873E+00   -7.6372122E+00   -9.6651503E+00   -1.2111322E+01   -7.2386026E+00   -1.1007706E+01   -6.8657871E+00
    5.6700000E+00    5.9071268E+00   -5.8948282E+00   -3.9999999E+00   -3.9774963E+00   -4.2536098E+00   -4.8912073E+00   -7.9238684E+00   -3.7220697E+00   -2.5886608E+00   -3.9392826E+00   -6.4486974E+00   -6.7831582E+00   -1.4609594E+01   -1.4000000E+01   -1.4000009E+01   -4.3173861E+00   -1.4000000E+01   -4.5492650E+00   -3.0000000E+01   -3.1121320E+00   -7.6038557E+00   -8.7673008E+00   -7.4357472E+00   -1.0413713E+01   -1.0952246E+01   -1.8685080E+01   -2.7034488E+01   -8.5453745E+00   -7.6294463E+00   -9.6503469E+00   -1.2110193E+01   -7.2257878E+00   -1.0987075E+01   -6.8473689E+00
    5.8500000E+00    5.9091652E+00   -5.8967657E+00   -3.9999999E+00   -3.9646456E+00   -4.2413702E+00   -4.8936158E+00   -7.9427734E+00   -3.7103805E+00   -2.5855590E+00   -3.9521060E+00   -6.4486980E+00   -6.7753779E+00   -1.4614799E+01   -1.4000000E+01   -1.4000009E+01   -4.3035376E+00   -1.4000000E+01   -4.5361692E+00   -3.0000000E+01   -3.1068810E+00   -7.6194866E+00   -8.7788549E+00   -7.4530897E+00   -1.0404211E+01   -1.0955888E+01   -1.8678167E+01   -2.7040937E+01   -8.5432255E+00   -7.6218302E+00   -9.6358137E+00   -1.2109021E+01   -7.2131820E+00   -1.0967044E+01   -6.8294877E+00
