# Time          5.0000E+01
# Units: Mol/g solid
    Distance        NaXEel           KXEel            CaXEel           MgXEel          
    9.0000000E-02    4.7249372E-08    5.3501952E-07    6.1980680E-06    3.5139509E-06
    2.7000000E-01    5.9016393E-08    8.1477182E-07    6.1271159E-06    3.4386202E-06
    4.5000000E-01    6.6672273E-08    1.0650653E-06    6.0680029E-06    3.3680225E-06
    6.3000000E-01    7.2002436E-08    1.2633430E-06    6.0215937E-06    3.3121013E-06
    8.1000000E-01    7.5861294E-08    1.4146527E-06    5.9867559E-06    3.2689759E-06
    9.9000000E-01    7.8752231E-08    1.5302427E-06    5.9607336E-06    3.2354837E-06
    1.1700000E+00    8.0985715E-08    1.6203368E-06    5.9409362E-06    3.2089175E-06
    1.3500000E+00    8.2756955E-08    1.6924177E-06    5.9254642E-06    3.1873165E-06
    1.5300000E+00    8.4191730E-08    1.7515801E-06    5.9130397E-06    3.1693336E-06
    1.7100000E+00    8.5373660E-08    1.8012387E-06    5.9028208E-06    3.1540513E-06
    1.8900000E+00    8.6363153E-08    1.8433639E-06    5.8941645E-06    3.1410898E-06
    2.0700000E+00    2.2074242E-10    4.3800757E-09    1.4606652E-08    8.0934044E-09
    2.2500000E+00    2.2502475E-10    4.1825056E-09    1.4502777E-08    8.2938245E-09
    2.4300000E+00    2.2884744E-10    4.0093079E-09    1.4417317E-08    8.4639051E-09
    2.6100000E+00    2.3228089E-10    3.8558021E-09    1.4345771E-08    8.6104447E-09
    2.7900000E+00    2.3538126E-10    3.7184933E-09    1.4284984E-08    8.7383114E-09
    2.9700000E+00    2.3819397E-10    3.5947090E-09    1.4232681E-08    8.8510880E-09
    3.1500000E+00    2.4075621E-10    3.4823632E-09    1.4187186E-08    8.9514739E-09
    3.3300000E+00    2.4309884E-10    3.3797997E-09    1.4147232E-08    9.0415444E-09
    3.5100000E+00    2.4524767E-10    3.2856834E-09    1.4111849E-08    9.1229233E-09
    3.6900000E+00    2.4722450E-10    3.1989237E-09    1.4080280E-08    9.1969009E-09
    3.8700000E+00    2.4904790E-10    3.1186192E-09    1.4051925E-08    9.2645162E-09
    4.0500000E+00    2.5073381E-10    3.0440176E-09    1.4026306E-08    9.3266163E-09
    4.2300000E+00    2.5229600E-10    2.9744846E-09    1.4003033E-08    9.3838996E-09
