# Time          5.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC             O2(s)            Gibbsite     
    9.0000000E-02   -2.0475036E-01   -5.0960432E+00   -1.0326493E+01   -2.1121643E+00   -5.6244030E+01    1.4186037E-01    3.0223188E+00   -1.0305142E+01   -4.5908858E-02    3.7881267E+00   -1.0820942E+01   -1.0965885E-01   -4.8057211E+00   -4.2643219E+03    3.8089167E+00    1.8013356E+00
    2.7000000E-01    5.6379191E-02   -4.3154895E+00   -9.5394501E+00   -1.3034766E+00   -5.6232496E+01    1.1897656E-03    3.2517077E+00   -1.0181543E+01    4.8305593E-01    3.7310870E+00   -9.6615774E+00    1.5147070E-01   -4.4124878E+00   -5.2438131E+03    3.6247717E+00    1.5116862E+00
    4.5000000E-01    2.0027609E-01   -3.8767409E+00   -9.0428330E+00   -8.0751340E-01   -5.6264473E+01    1.4917727E-03    3.4032205E+00   -1.0159916E+01    7.8820690E-01    3.6744304E+00   -8.9903959E+00    2.9536760E-01   -4.1631010E+00   -6.0699812E+03    3.4384745E+00    1.3394610E+00
    6.3000000E-01    2.9676641E-01   -3.5779651E+00   -8.6773271E+00   -4.6233345E-01   -5.6304035E+01    1.6574631E-03    3.5104097E+00   -1.0189511E+01    9.9632129E-01    3.6294203E+00   -8.5410460E+00    3.9185792E-01   -3.9793051E+00   -6.4394319E+03    3.2479970E+00    1.2204657E+00
    8.1000000E-01    3.6793523E-01   -3.3567732E+00   -8.3865183E+00   -2.0871638E-01   -5.6338259E+01    1.7269765E-03    3.5827243E+00   -1.0245335E+01    1.1452488E+00    3.5904555E+00   -8.2152234E+00    4.6302674E-01   -3.8330073E+00   -6.4958305E+03    3.0529718E+00    1.1298144E+00
    9.9000000E-01    4.2352208E-01   -3.1842642E+00   -8.1443423E+00   -1.4880486E-02   -5.6361457E+01    1.7412616E-03    3.6308470E+00   -1.0310181E+01    1.2559543E+00    3.5559159E+00   -7.9658490E+00    5.1861359E-01   -3.7111718E+00   -6.4932330E+03    2.8531761E+00    1.0569578E+00
    1.1700000E+00    4.6883240E-01   -3.0436982E+00   -7.9367740E+00    1.3922119E-01   -5.6371539E+01    1.7288954E-03    3.6648777E+00   -1.0372902E+01    1.3427933E+00    3.5264657E+00   -7.7659299E+00    5.6392391E-01   -3.6067671E+00   -6.4837282E+03    2.6483873E+00    9.9692236E-01
    1.3500000E+00    5.0685789E-01   -2.9262452E+00   -7.7554865E+00    2.6474074E-01   -5.6368310E+01    1.7060507E-03    3.6885098E+00   -1.0429678E+01    1.4122516E+00    3.5006291E+00   -7.6011125E+00    6.0194940E-01   -3.5156118E+00   -6.4732684E+03    2.4383659E+00    9.4597859E-01
    1.5300000E+00    5.3949093E-01   -2.8259620E+00   -7.5950380E+00    3.6924921E-01   -5.6352590E+01    1.6806176E-03    3.7050872E+00   -1.0478817E+01    1.4691824E+00    3.4779642E+00   -7.4621411E+00    6.3458244E-01   -3.4349684E+00   -6.4624734E+03    2.2228530E+00    9.0201307E-01
    1.7100000E+00    5.6800760E-01   -2.7387711E+00   -7.4515968E+00    4.5793101E-01   -5.6325628E+01    1.6558279E-03    3.7169713E+00   -1.0520158E+01    1.5169501E+00    3.4581998E+00   -7.3428900E+00    6.6309911E-01   -3.3629066E+00   -6.4513961E+03    2.0015681E+00    8.6361425E-01
    1.8900000E+00    5.9331173E-01   -2.6617788E+00   -7.3223088E+00    5.3440986E-01   -5.6288755E+01    1.6325986E-03    3.7257302E+00   -1.0554315E+01    1.5578800E+00    3.4410881E+00   -7.2391358E+00    6.8840324E-01   -3.2979903E+00   -6.4391512E+03    1.7742075E+00    8.2975422E-01
    2.0700000E+00    6.3181931E-01   -2.4441243E+00   -7.1731961E+00    7.0096285E-01   -5.6274230E+01    1.3474202E-03    4.0047553E+00   -1.0439371E+01    1.8331912E+00    3.6305753E+00   -6.9727308E+00    7.2691082E-01   -3.2320454E+00   -4.7088876E+03    1.5419801E+00    8.8599028E-01
    2.2500000E+00    6.6541359E-01   -2.3454883E+00   -7.0378277E+00    7.5244974E-01   -5.6248202E+01    1.2964979E-03    3.9690807E+00   -1.0506059E+01    1.8596850E+00    3.6106024E+00   -6.8511398E+00    7.6050510E-01   -3.1712164E+00   -4.6492469E+03    1.3119238E+00    8.4240953E-01
    2.4300000E+00    6.9504676E-01   -2.2577690E+00   -6.9136238E+00    7.9623736E-01   -5.6215509E+01    1.2670255E-03    3.9348824E+00   -1.0553806E+01    1.8812944E+00    3.5918829E+00   -6.7408734E+00    7.9013827E-01   -3.1146934E+00   -4.6322456E+03    1.0836642E+00    8.0341662E-01
    2.6100000E+00    7.2140806E-01   -2.1789455E+00   -6.7986984E+00    8.3379236E-01   -5.6179257E+01    1.2496820E-03    3.9022865E+00   -1.0588938E+01    1.8992149E+00    3.5744546E+00   -6.6403854E+00    8.1649957E-01   -3.0618538E+00   -4.6201993E+03    8.5764878E-01    7.6834117E-01
    2.7900000E+00    7.4502139E-01   -2.1075626E+00   -6.6916349E+00    8.6614217E-01   -5.6141301E+01    1.2393089E-03    3.8711524E+00   -1.0615497E+01    1.9141617E+00    3.5581973E+00   -6.5484350E+00    8.4011290E-01   -3.0122115E+00   -4.6088869E+03    6.3425644E-01    7.3659920E-01
    2.9700000E+00    7.6629404E-01   -2.0424914E+00   -6.5913224E+00    8.9407818E-01   -5.6102766E+01    1.2330436E-03    3.8413490E+00   -1.0635991E+01    1.9266693E+00    3.5430032E+00   -6.4639249E+00    8.6138555E-01   -2.9653701E+00   -4.5978048E+03    4.1387572E-01    7.0772949E-01
    3.1500000E+00    7.8554871E-01   -1.9828393E+00   -6.4968697E+00    9.1822199E-01   -5.6064359E+01    1.2292818E-03    3.8127544E+00   -1.0652004E+01    1.9371445E+00    3.5287741E+00   -6.3859023E+00    8.8064023E-01   -2.9210009E+00   -4.5869058E+03    1.9691456E-01    6.8136026E-01
    3.3300000E+00    8.0304524E-01   -1.9278888E+00   -6.4075490E+00    9.3906991E-01   -5.6026545E+01    1.2271151E-03    3.7852559E+00   -1.0664575E+01    1.9459020E+00    3.5154208E+00   -6.3135507E+00    8.9813675E-01   -2.8788277E+00   -4.5762015E+03   -1.6198654E-02    6.5718707E-01
    3.5100000E+00    8.1899572E-01   -1.8770549E+00   -6.3227571E+00    9.5702377E-01   -5.5989650E+01    1.2260265E-03    3.7587501E+00   -1.0674417E+01    1.9531888E+00    3.5028620E+00   -6.2461759E+00    9.1408723E-01   -2.8386157E+00   -4.5657120E+03   -2.2501539E-01    6.3495723E-01
    3.6900000E+00    8.3357547E-01   -1.8298552E+00   -6.2419871E+00    9.7241300E-01   -5.5953925E+01    1.2257221E-03    3.7331418E+00   -1.0682040E+01    1.9592013E+00    3.4910241E+00   -6.1831887E+00    9.2866698E-01   -2.8001640E+00   -4.5554596E+03   -4.2906785E-01    6.1445849E-01
    3.8700000E+00    8.4693085E-01   -1.7858868E+00   -6.1648086E+00    9.8551057E-01   -5.5919574E+01    1.2260370E-03    3.7083438E+00   -1.0687827E+01    1.9640970E+00    3.4798393E+00   -6.1240888E+00    9.4202236E-01   -2.7632981E+00   -4.5454676E+03   -6.2787019E-01    5.9551071E-01
    4.0500000E+00    8.5918528E-01   -1.7448104E+00   -6.0908518E+00    9.9654487E-01   -5.5886776E+01    1.2268819E-03    3.6842758E+00   -1.0692081E+01    1.9680035E+00    3.4692458E+00   -6.0684501E+00    9.5427679E-01   -2.7278662E+00   -4.5357599E+03   -8.2092014E-01    5.7795955E-01
    4.2300000E+00    8.7044361E-01   -1.7063377E+00   -6.0197961E+00    1.0057086E+00   -5.5855700E+01    1.2282127E-03    3.6608637E+00   -1.0695051E+01    1.9710252E+00    3.4591866E+00   -6.0159079E+00    9.6553512E-01   -2.6937343E+00   -4.5263617E+03   -1.0077010E+00    5.6167161E-01
    4.4100000E+00    8.8079561E-01   -1.6702216E+00   -5.9513608E+00    1.0131656E+00   -5.5826505E+01    1.2300123E-03    3.6380388E+00   -1.0696947E+01    1.9732475E+00    3.4496087E+00   -5.9661486E+00    9.7588712E-01   -2.6607838E+00   -4.5172986E+03   -1.1876843E+00    5.4653068E-01
    4.5900000E+00    8.9031858E-01   -1.6362490E+00   -5.8852983E+00    1.0190561E+00   -5.5799349E+01    1.2322794E-03    3.6157376E+00   -1.0697952E+01    1.9747408E+00    3.4404629E+00   -5.9189010E+00    9.8541009E-01   -2.6289086E+00   -4.5085966E+03   -1.3603323E+00    5.3243480E-01
    4.7700000E+00    8.9907950E-01   -1.6042350E+00   -5.8213882E+00    1.0235010E+00   -5.5774389E+01    1.2350223E-03    3.5939005E+00   -1.0698231E+01    1.9755636E+00    3.4317028E+00   -5.8739290E+00    9.9417101E-01   -2.5980135E+00   -4.5002822E+03   -1.5251022E+00    5.1929383E-01
