# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer           HCO3-            Al(OH)2+         AlO2-            AlOH++           FeOH+            FeOH++           FeSO4(aq)        FeSO4+           OH-              CO3--            FeCO3(aq)        FeCO3+           FeHCO3+          NaCO3-           NaHCO3(aq)   
    9.0000000E-02    5.8105636E+00   -5.8032651E+00   -3.9999999E+00   -4.8653704E+00   -5.1188518E+00   -5.1700157E+00   -6.7796553E+00   -4.6852383E+00   -2.9133390E+00   -3.4711017E+00   -6.4486752E+00   -7.1886400E+00   -1.4147047E+01   -1.4000000E+01   -1.4000004E+01   -5.3025333E+00   -1.4000000E+01   -4.2378274E+00   -3.0000000E+01   -3.5387592E+00   -6.6129574E+00   -7.9695291E+00   -6.3642151E+00   -1.0900245E+01   -1.0562380E+01   -1.9048248E+01   -2.6510715E+01   -8.6473119E+00   -8.1685663E+00   -1.0552782E+01   -1.2125686E+01   -8.0370449E+00   -1.2392801E+01   -8.1511461E+00
    2.7000000E-01    5.8493241E+00   -5.8414288E+00   -3.9999999E+00   -4.6472951E+00   -4.8596214E+00   -5.0017591E+00   -7.1602910E+00   -4.4187502E+00   -2.9073804E+00   -3.4830065E+00   -6.4486783E+00   -7.0787717E+00   -1.4475782E+01   -1.4000000E+01   -1.4000005E+01   -5.0393432E+00   -1.4000000E+01   -5.1825676E+00   -3.0000000E+01   -3.4934080E+00   -6.9208295E+00   -8.1998800E+00   -6.7089723E+00   -1.0753454E+01   -1.0855236E+01   -1.8943367E+01   -2.6846725E+01   -8.6079204E+00   -8.0825791E+00   -1.0361899E+01   -1.2375695E+01   -7.8842909E+00   -1.2091242E+01   -7.8889794E+00
    4.5000000E-01    5.8835470E+00   -5.8751241E+00   -3.9999999E+00   -4.5118458E+00   -4.7123697E+00   -4.8350990E+00   -7.4352302E+00   -4.2665091E+00   -2.9021778E+00   -3.4950121E+00   -6.4486813E+00   -7.0290286E+00   -1.4573421E+01   -1.4000000E+01   -1.4000005E+01   -4.8932500E+00   -1.4000000E+01   -6.0382558E+00   -3.0000000E+01   -3.4534217E+00   -7.1315266E+00   -8.3421315E+00   -6.9522289E+00   -1.0671115E+01   -1.0921193E+01   -1.8898045E+01   -2.6950801E+01   -8.5731375E+00   -8.0067065E+00   -1.0240692E+01   -1.2403886E+01   -7.7967458E+00   -1.1882140E+01   -7.7146616E+00
    6.3000000E-01    5.9122529E+00   -5.9033600E+00   -3.9999999E+00   -4.4144230E+00   -4.6119634E+00   -4.6895262E+00   -7.6395872E+00   -4.1625814E+00   -2.8959060E+00   -3.5073730E+00   -6.4486841E+00   -7.0102447E+00   -1.4655103E+01   -1.4000000E+01   -1.4000005E+01   -4.7944498E+00   -1.4000000E+01   -6.5507372E+00   -3.0000000E+01   -3.4179422E+00   -7.2822157E+00   -8.4354087E+00   -7.1301374E+00   -1.0625078E+01   -1.0976426E+01   -1.8883211E+01   -2.7038222E+01   -8.5439308E+00   -7.9410346E+00   -1.0160175E+01   -1.2425624E+01   -7.7444326E+00   -1.1721030E+01   -7.5827589E+00
    8.1000000E-01    5.9360525E+00   -5.9267340E+00   -3.9999999E+00   -4.3386537E+00   -4.5361361E+00   -4.5685165E+00   -7.8004314E+00   -4.0849861E+00   -2.8882993E+00   -3.5201385E+00   -6.4486867E+00   -7.0083465E+00   -1.4722535E+01   -1.4000000E+01   -1.4000005E+01   -4.7201824E+00   -1.4000000E+01   -6.6715628E+00   -3.0000000E+01   -3.3860799E+00   -7.3988509E+00   -8.5044447E+00   -7.2692222E+00   -1.0600697E+01   -1.1022099E+01   -1.8884900E+01   -2.7110858E+01   -8.5196761E+00   -7.8840226E+00   -1.0104840E+01   -1.2441237E+01   -7.7124418E+00   -1.1590051E+01   -7.4760355E+00
    9.9000000E-01    5.9555449E+00   -5.9458345E+00   -3.9999999E+00   -4.2767282E+00   -4.4746749E+00   -4.4694810E+00   -7.9304927E+00   -4.0237649E+00   -2.8792611E+00   -3.5333372E+00   -6.4486893E+00   -7.0150528E+00   -1.4777407E+01   -1.4000000E+01   -1.4000005E+01   -4.6601516E+00   -1.4000000E+01   -6.6768400E+00   -3.0000000E+01   -3.3571283E+00   -7.4930478E+00   -8.5596567E+00   -7.3816654E+00   -1.0589126E+01   -1.1059353E+01   -1.8894916E+01   -2.7170525E+01   -8.4997634E+00   -7.8343326E+00   -1.0065156E+01   -1.2451203E+01   -7.6918285E+00   -1.1480099E+01   -7.3859970E+00
    1.1700000E+00    5.9711859E+00   -5.9611098E+00   -3.9999999E+00   -4.2243193E+00   -4.4222802E+00   -4.3883577E+00   -8.0367205E+00   -3.9735907E+00   -2.8687148E+00   -3.5469980E+00   -6.4486917E+00   -7.0250209E+00   -1.4821002E+01   -1.4000000E+01   -1.4000005E+01   -4.6090346E+00   -1.4000000E+01   -6.6654463E+00   -3.0000000E+01   -3.3305468E+00   -7.5709054E+00   -8.6062323E+00   -7.4739982E+00   -1.0584588E+01   -1.1089053E+01   -1.8907980E+01   -2.7218598E+01   -8.4837291E+00   -7.7909443E+00   -1.0034821E+01   -1.2455878E+01   -7.6767408E+00   -1.1385858E+01   -7.3077914E+00
    1.3500000E+00    5.9833155E+00   -5.9728943E+00   -3.9999999E+00   -4.1787807E+00   -4.3760282E+00   -4.3212898E+00   -8.1233613E+00   -3.9312859E+00   -2.8565882E+00   -3.5611524E+00   -6.4486942E+00   -7.0347216E+00   -1.4854275E+01   -1.4000000E+01   -1.4000005E+01   -4.5639009E+00   -1.4000000E+01   -6.6516110E+00   -3.0000000E+01   -3.3059177E+00   -7.6360341E+00   -8.6471020E+00   -7.5501541E+00   -1.0583232E+01   -1.1111841E+01   -1.8920608E+01   -2.7256101E+01   -8.4712274E+00   -7.7530833E+00   -1.0009578E+01   -1.2455509E+01   -7.6632544E+00   -1.1303931E+01   -7.2383663E+00
    1.5300000E+00    5.9921909E+00   -5.9814412E+00   -3.9999999E+00   -4.1383767E+00   -4.3342284E+00   -4.2651022E+00   -8.1932135E+00   -3.8948029E+00   -2.8428146E+00   -3.5758350E+00   -6.4486966E+00   -7.0418794E+00   -1.4877953E+01   -1.4000000E+01   -1.4000005E+01   -4.5230617E+00   -1.4000000E+01   -6.6370311E+00   -3.0000000E+01   -3.2829127E+00   -7.6907499E+00   -8.6840668E+00   -7.6126937E+00   -1.0582536E+01   -1.1128206E+01   -1.8930558E+01   -2.7283807E+01   -8.4619969E+00   -7.7201512E+00   -9.9865858E+00   -1.2450273E+01   -7.6487817E+00   -1.1231999E+01   -7.1756658E+00
    1.7100000E+00    5.9980132E+00   -5.9869486E+00   -3.9999999E+00   -4.1019075E+00   -4.2958573E+00   -4.2172994E+00   -8.2481944E+00   -3.8627342E+00   -2.8273342E+00   -3.5910844E+00   -6.4486990E+00   -7.0451214E+00   -1.4892603E+01   -1.4000000E+01   -1.4000005E+01   -4.4854998E+00   -1.4000000E+01   -6.6218790E+00   -3.0000000E+01   -3.2612680E+00   -7.7365923E+00   -8.7182648E+00   -7.6633482E+00   -1.0580936E+01   -1.1138530E+01   -1.8936482E+01   -2.7302322E+01   -8.4558334E+00   -7.6916741E+00   -9.9640224E+00   -1.2440301E+01   -7.6316985E+00   -1.1168401E+01   -7.1182327E+00
