# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.0692394E-02    2.0649703E-01    1.9000024E-04
    2.7000000E-01    2.1192110E-02    2.0045384E-01    1.9000074E-04
    4.5000000E-01    2.1712316E-02    1.9447206E-01    1.9000123E-04
    6.3000000E-01    2.2323057E-02    1.8847813E-01    1.9000172E-04
    8.1000000E-01    2.3037050E-02    1.8246665E-01    1.9000220E-04
    9.9000000E-01    2.3863536E-02    1.7643742E-01    1.9000267E-04
    1.1700000E+00    2.4812627E-02    1.7039061E-01    1.9000314E-04
    1.3500000E+00    2.5895736E-02    1.6432641E-01    1.9000361E-04
    1.5300000E+00    2.7125701E-02    1.5824498E-01    1.9000407E-04
    1.7100000E+00    2.8516923E-02    1.5214645E-01    1.9000452E-04
    1.8900000E+00    3.0085461E-02    1.4603090E-01    1.9000497E-04
    2.0700000E+00    3.1837517E-02    1.3993891E-01    1.9000541E-04
    2.2500000E+00    3.3593770E-02    1.3407085E-01    1.9000584E-04
    2.4300000E+00    3.5344952E-02    1.2840798E-01    1.9000627E-04
    2.6100000E+00    3.7088036E-02    1.2295347E-01    1.9000669E-04
    2.7900000E+00    3.8821783E-02    1.1770840E-01    1.9000710E-04
    2.9700000E+00    4.0545079E-02    1.1267360E-01    1.9000751E-04
    3.1500000E+00    4.2256738E-02    1.0784984E-01    1.9000791E-04
    3.3300000E+00    4.3955472E-02    1.0323789E-01    1.9000831E-04
    3.5100000E+00    4.5639870E-02    9.8838479E-02    1.9000870E-04
    3.6900000E+00    4.7308387E-02    9.4652357E-02    1.9000908E-04
    3.8700000E+00    4.8959325E-02    9.0680245E-02    1.9000946E-04
    4.0500000E+00    5.0590818E-02    8.6922868E-02    1.9000983E-04
    4.2300000E+00    5.2200807E-02    8.3380945E-02    1.9001019E-04
    4.4100000E+00    5.3787024E-02    8.0055201E-02    1.9001055E-04
    4.5900000E+00    5.5346963E-02    7.6946359E-02    1.9001090E-04
    4.7700000E+00    5.6877852E-02    7.4055152E-02    1.9001125E-04
    4.9500000E+00    5.8376626E-02    7.1382324E-02    1.9001159E-04
    5.1300000E+00    5.9839893E-02    6.8928630E-02    1.9001192E-04
    5.3100000E+00    6.1263895E-02    6.6694843E-02    1.9001225E-04
    5.4900000E+00    6.2644469E-02    6.4681755E-02    1.9001257E-04
    5.6700000E+00    6.3977000E-02    6.2890181E-02    1.9001289E-04
    5.8500000E+00    6.5256378E-02    6.1320963E-02    1.9001320E-04
    6.0300000E+00    6.6476939E-02    5.9974966E-02    1.9001350E-04
    6.2100000E+00    6.7632410E-02    5.8853087E-02    1.9001380E-04
    6.3900000E+00    6.8715847E-02    5.7956250E-02    1.9001409E-04
    6.5700000E+00    6.9719565E-02    5.7285405E-02    1.9001437E-04
    6.7500000E+00    7.0635066E-02    5.6841529E-02    1.9001465E-04
    6.9300000E+00    7.1452960E-02    5.6625618E-02    1.9001492E-04
    7.1100000E+00    7.2162875E-02    5.6638687E-02    1.9001519E-04
    7.2900000E+00    7.2753363E-02    5.6881761E-02    1.9001544E-04
    7.4700000E+00    7.3211800E-02    5.7355869E-02    1.9001570E-04
    7.6500000E+00    7.3524266E-02    5.8062039E-02    1.9001594E-04
    7.8300000E+00    7.3675420E-02    5.9001288E-02    1.9001618E-04
    8.0100000E+00    7.3648364E-02    6.0174620E-02    1.9001642E-04
    8.1900000E+00    7.3422886E-02    6.1593334E-02    1.9001665E-04
    8.3700000E+00    7.3154841E-02    6.3083177E-02    1.9001688E-04
    8.5500000E+00    7.2881462E-02    6.4593548E-02    1.9001709E-04
    8.7300000E+00    7.2610837E-02    6.6115364E-02    1.9001731E-04
    8.9100000E+00    7.2344789E-02    6.7646629E-02    1.9001752E-04
    9.0900000E+00    7.2083765E-02    6.9186925E-02    1.9001772E-04
    9.2700000E+00    7.1827931E-02    7.0736184E-02    1.9001792E-04
    9.4500000E+00    7.1577417E-02    7.2294409E-02    1.9001811E-04
    9.6300000E+00    7.1332367E-02    7.3861622E-02    1.9001829E-04
    9.8100000E+00    7.1092954E-02    7.5437845E-02    1.9001847E-04
    9.9900000E+00    7.0859384E-02    7.7023106E-02    1.9001864E-04
    1.0170000E+01    7.0631899E-02    7.8617429E-02    1.9001881E-04
    1.0350000E+01    7.0410777E-02    8.0220842E-02    1.9001897E-04
    1.0530000E+01    7.0196340E-02    8.1833371E-02    1.9001913E-04
    1.0710000E+01    6.9988954E-02    8.3455042E-02    1.9001928E-04
    1.0890000E+01    6.9789033E-02    8.5085884E-02    1.9001943E-04
    1.1070000E+01    6.9597047E-02    8.6725924E-02    1.9001957E-04
    1.1250000E+01    6.9413522E-02    8.8375191E-02    1.9001970E-04
    1.1430000E+01    6.9239049E-02    9.0033712E-02    1.9001983E-04
    1.1610000E+01    6.9074290E-02    9.1701517E-02    1.9001995E-04
    1.1790000E+01    6.8919982E-02    9.3378634E-02    1.9002007E-04
    1.1970000E+01    6.8776948E-02    9.5065092E-02    1.9002019E-04
    1.2150000E+01    6.8646106E-02    9.6760921E-02    1.9002029E-04
    1.2330000E+01    6.8528474E-02    9.8466151E-02    1.9002040E-04
    1.2510000E+01    6.8424640E-02    1.0018982E-01    1.9002049E-04
    1.2690000E+01    6.8321385E-02    1.0186180E-01    1.9002059E-04
    1.2870000E+01    6.8219208E-02    1.0347303E-01    1.9002068E-04
    1.3050000E+01    6.8118137E-02    1.0502343E-01    1.9002077E-04
    1.3230000E+01    6.8018214E-02    1.0651295E-01    1.9002085E-04
    1.3410000E+01    6.7919490E-02    1.0794156E-01    1.9002094E-04
    1.3590000E+01    6.7822028E-02    1.0930929E-01    1.9002101E-04
    1.3770000E+01    6.7725897E-02    1.1061623E-01    1.9002109E-04
    1.3950000E+01    6.7631178E-02    1.1186249E-01    1.9002116E-04
