# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer           HCO3-            Al(OH)2+         AlO2-            AlOH++           FeOH+            FeOH++           FeSO4(aq)        FeSO4+           OH-              CO3--            FeCO3(aq)        FeCO3+           FeHCO3+          NaCO3-           NaHCO3(aq)   
    9.0000000E-02    5.9238423E+00   -5.9166232E+00   -3.9999999E+00   -4.6034701E+00   -4.7896708E+00   -4.8053676E+00   -7.4754112E+00   -4.3774087E+00   -3.1766308E+00   -3.4751036E+00   -6.4486742E+00   -7.3027421E+00   -1.4612838E+01   -1.4000000E+01   -1.4000003E+01   -4.9757895E+00   -1.4000000E+01   -4.8744708E+00   -3.0000000E+01   -3.6888559E+00   -7.0815236E+00   -8.2115378E+00   -6.9463087E+00   -1.0900825E+01   -1.0914509E+01   -1.9161688E+01   -2.6975540E+01   -8.5341168E+00   -8.2056329E+00   -1.0703291E+01   -1.2627581E+01   -8.3009166E+00   -1.2167635E+01   -8.0391756E+00
    2.7000000E-01    6.0244762E+00   -6.0159668E+00   -3.9999999E+00   -4.3775617E+00   -4.5407855E+00   -4.5041006E+00   -8.0647727E+00   -4.1360723E+00   -3.1456577E+00   -3.4957076E+00   -6.4486816E+00   -7.4097342E+00   -1.4994952E+01   -1.4000000E+01   -1.4000002E+01   -4.7299305E+00   -1.4000000E+01   -6.3457804E+00   -3.0000000E+01   -3.5558802E+00   -7.4798996E+00   -8.4086460E+00   -7.4412579E+00   -1.0911159E+01   -1.1202210E+01   -1.9279473E+01   -2.7373384E+01   -8.4321163E+00   -7.9679627E+00   -1.0583378E+01   -1.2787727E+01   -8.2802685E+00   -1.1709477E+01   -7.6830198E+00
    4.5000000E-01    6.0851099E+00   -6.0755916E+00   -3.9999999E+00   -4.2458175E+00   -4.3994704E+00   -4.3137951E+00   -8.4069548E+00   -4.0094491E+00   -3.1124641E+00   -3.5173398E+00   -6.4486883E+00   -7.5127544E+00   -1.5167768E+01   -1.4000000E+01   -1.4000002E+01   -4.5922037E+00   -1.4000000E+01   -6.9011933E+00   -3.0000000E+01   -3.4609729E+00   -7.7088501E+00   -8.5163291E+00   -7.7276440E+00   -1.0956667E+01   -1.1319231E+01   -1.9390990E+01   -2.7558531E+01   -8.3704046E+00   -7.8092235E+00   -1.0536130E+01   -1.2814109E+01   -8.2925742E+00   -1.1423263E+01   -7.4585195E+00
    6.3000000E-01    6.1228053E+00   -6.1124333E+00   -3.9999999E+00   -4.1522775E+00   -4.2974425E+00   -4.1852517E+00   -8.6279272E+00   -3.9270775E+00   -3.0768259E+00   -3.5401712E+00   -6.4486946E+00   -7.5747939E+00   -1.5273189E+01   -1.4000000E+01   -1.4000001E+01   -4.4929170E+00   -1.4000000E+01   -6.9103211E+00   -3.0000000E+01   -3.3867188E+00   -7.8612287E+00   -8.5933169E+00   -7.9149959E+00   -1.0983661E+01   -1.1391031E+01   -1.9460259E+01   -2.7674408E+01   -8.3317907E+00   -7.6945518E+00   -1.0490703E+01   -1.2815290E+01   -8.2839220E+00   -1.1218686E+01   -7.2925582E+00
    8.1000000E-01    6.1457962E+00   -6.1346671E+00   -3.9999999E+00   -4.0790061E+00   -4.2151842E+00   -4.0928790E+00   -8.7757310E+00   -3.8672138E+00   -3.0391552E+00   -3.5643370E+00   -6.4487007E+00   -7.6022205E+00   -1.5335351E+01   -1.4000000E+01   -1.4000001E+01   -4.4126701E+00   -1.4000000E+01   -6.8869877E+00   -3.0000000E+01   -3.3252358E+00   -7.9690759E+00   -8.6551822E+00   -8.0434077E+00   -1.0990453E+01   -1.1433801E+01   -1.9494127E+01   -2.7745858E+01   -8.3079803E+00   -7.6076517E+00   -1.0437647E+01   -1.2799816E+01   -8.2530358E+00   -1.1061754E+01   -7.1594387E+00
    9.9000000E-01    6.1585414E+00   -6.1467216E+00   -3.9999999E+00   -4.0180751E+00   -4.1451125E+00   -4.0229911E+00   -8.8745510E+00   -3.8206864E+00   -2.9998058E+00   -3.5899958E+00   -6.4487067E+00   -7.6051652E+00   -1.5367362E+01   -1.4000000E+01   -1.4000001E+01   -4.3440483E+00   -1.4000000E+01   -6.8613331E+00   -3.0000000E+01   -3.2723873E+00   -8.0479012E+00   -8.7085172E+00   -8.1327543E+00   -1.0982809E+01   -1.1456338E+01   -1.9502974E+01   -2.7786358E+01   -8.2944833E+00   -7.5398342E+00   -1.0378653E+01   -1.2772475E+01   -8.2060337E+00   -1.0935975E+01   -7.0471590E+00
    1.1700000E+00    6.1637580E+00   -6.1512959E+00   -3.9999999E+00   -3.9653239E+00   -4.0835907E+00   -3.9677511E+00   -8.9380216E+00   -3.7827535E+00   -2.9590756E+00   -3.6173376E+00   -6.4487126E+00   -7.5903765E+00   -1.5377220E+01   -1.4000000E+01   -1.4000001E+01   -4.2835502E+00   -1.4000000E+01   -6.8340095E+00   -3.0000000E+01   -3.2257359E+00   -8.1060470E+00   -8.7562298E+00   -8.1940402E+00   -1.0964813E+01   -1.1464011E+01   -1.9493696E+01   -2.7804120E+01   -8.2885641E+00   -7.4858895E+00   -1.0315407E+01   -1.2736270E+01   -8.1472997E+00   -1.0832053E+01   -6.9491579E+00
    1.3500000E+00    6.1632386E+00   -6.1501712E+00   -3.9999999E+00   -3.9183179E+00   -4.0285298E+00   -3.9224986E+00   -8.9748466E+00   -3.7506528E+00   -2.9172173E+00   -3.6465922E+00   -6.4487187E+00   -7.5620024E+00   -1.5370200E+01   -1.4000000E+01   -1.4000001E+01   -4.2291876E+00   -1.4000000E+01   -6.8048101E+00   -3.0000000E+01   -3.1837296E+00   -8.1487241E+00   -8.7999456E+00   -8.2342329E+00   -1.0938856E+01   -1.1460360E+01   -1.9470534E+01   -2.7804562E+01   -8.2884181E+00   -7.4424376E+00   -1.0248771E+01   -1.2693237E+01   -8.0794767E+00   -1.0744219E+01   -6.8614725E+00
    1.5300000E+00    6.1582346E+00   -6.1445908E+00   -3.9999999E+00   -3.8755194E+00   -3.9785648E+00   -3.8843565E+00   -8.9910274E+00   -3.7226439E+00   -2.8744452E+00   -3.6780404E+00   -6.4487248E+00   -7.5227103E+00   -1.5349988E+01   -1.4000000E+01   -1.4000001E+01   -4.1796693E+00   -1.4000000E+01   -6.7734574E+00   -3.0000000E+01   -3.1453230E+00   -8.1794946E+00   -8.8407243E+00   -8.2581214E+00   -1.0906378E+01   -1.1447855E+01   -1.9436223E+01   -2.7791463E+01   -8.2927858E+00   -7.4071571E+00   -1.0179156E+01   -1.2644834E+01   -8.0042194E+00   -1.0668649E+01   -6.7815365E+00
    1.7100000E+00    6.1496572E+00   -6.1354602E+00   -3.9999999E+00   -3.8358978E+00   -3.9327285E+00   -3.8514846E+00   -8.9909130E+00   -3.6975620E+00   -2.8309410E+00   -3.7120303E+00   -6.4487310E+00   -7.4743073E+00   -1.5319266E+01   -1.4000000E+01   -1.4000002E+01   -4.1340805E+00   -1.4000000E+01   -6.7395995E+00   -3.0000000E+01   -3.1097806E+00   -8.2009314E+00   -8.8793157E+00   -8.2691717E+00   -1.0868294E+01   -1.1428298E+01   -1.9392617E+01   -2.7767578E+01   -8.3007496E+00   -7.3783829E+00   -1.0106753E+01   -1.2592151E+01   -7.9226230E+00   -1.0602670E+01   -6.7075956E+00
