# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    1.8108621E-02    2.0767857E-01    1.9000014E-04
    2.7000000E-01    2.0121626E-02    2.0328746E-01    1.9000043E-04
    4.5000000E-01    2.2200281E-02    1.9890555E-01    1.9000072E-04
    6.3000000E-01    2.4356837E-02    1.9452011E-01    1.9000100E-04
    8.1000000E-01    2.6592328E-02    1.9013118E-01    1.9000128E-04
    9.9000000E-01    2.8907681E-02    1.8573923E-01    1.9000156E-04
    1.1700000E+00    3.1304125E-02    1.8134465E-01    1.9000183E-04
    1.3500000E+00    3.3783140E-02    1.7694774E-01    1.9000210E-04
    1.5300000E+00    3.6346406E-02    1.7254873E-01    1.9000237E-04
    1.7100000E+00    3.8995766E-02    1.6814777E-01    1.9000263E-04
    1.8900000E+00    4.1733200E-02    1.6374500E-01    1.9000289E-04
    2.0700000E+00    4.4542815E-02    1.5936855E-01    1.9000314E-04
    2.2500000E+00    4.7288331E-02    1.5515744E-01    1.9000338E-04
    2.4300000E+00    4.9977054E-02    1.5109266E-01    1.9000363E-04
    2.6100000E+00    5.2606677E-02    1.4717508E-01    1.9000386E-04
    2.7900000E+00    5.5175411E-02    1.4340501E-01    1.9000410E-04
    2.9700000E+00    5.7681480E-02    1.3978269E-01    1.9000433E-04
    3.1500000E+00    6.0123084E-02    1.3630832E-01    1.9000455E-04
    3.3300000E+00    6.2498391E-02    1.3298212E-01    1.9000478E-04
    3.5100000E+00    6.4805533E-02    1.2980427E-01    1.9000499E-04
    3.6900000E+00    6.7042604E-02    1.2677493E-01    1.9000521E-04
    3.8700000E+00    6.9207654E-02    1.2389429E-01    1.9000542E-04
    4.0500000E+00    7.1298688E-02    1.2116250E-01    1.9000562E-04
    4.2300000E+00    7.3313664E-02    1.1857971E-01    1.9000583E-04
    4.4100000E+00    7.5250489E-02    1.1614608E-01    1.9000602E-04
    4.5900000E+00    7.7107019E-02    1.1386176E-01    1.9000622E-04
    4.7700000E+00    7.8881055E-02    1.1172688E-01    1.9000641E-04
    4.9500000E+00    8.0570342E-02    1.0974159E-01    1.9000659E-04
    5.1300000E+00    8.2172566E-02    1.0790604E-01    1.9000678E-04
    5.3100000E+00    8.3685354E-02    1.0622035E-01    1.9000695E-04
    5.4900000E+00    8.5106268E-02    1.0468468E-01    1.9000713E-04
    5.6700000E+00    8.6432808E-02    1.0329915E-01    1.9000730E-04
    5.8500000E+00    8.7662406E-02    1.0206391E-01    1.9000747E-04
    6.0300000E+00    8.8792427E-02    1.0097910E-01    1.9000763E-04
    6.2100000E+00    8.9820164E-02    1.0004484E-01    1.9000779E-04
    6.3900000E+00    9.0742839E-02    9.9261292E-02    1.9000794E-04
    6.5700000E+00    9.1557600E-02    9.8628577E-02    1.9000809E-04
    6.7500000E+00    9.2261516E-02    9.8146840E-02    1.9000824E-04
    6.9300000E+00    9.2851580E-02    9.7816217E-02    1.9000839E-04
    7.1100000E+00    9.3324704E-02    9.7636847E-02    1.9000853E-04
    7.2900000E+00    9.3677717E-02    9.7608868E-02    1.9000866E-04
    7.4700000E+00    9.3907363E-02    9.7732417E-02    1.9000880E-04
    7.6500000E+00    9.4010300E-02    9.8007632E-02    1.9000893E-04
    7.8300000E+00    9.3983095E-02    9.8434647E-02    1.9000905E-04
    8.0100000E+00    9.3822225E-02    9.9013599E-02    1.9000917E-04
    8.1900000E+00    9.3521907E-02    9.9749941E-02    1.9000929E-04
    8.3700000E+00    9.3212583E-02    1.0051017E-01    1.9000941E-04
    8.5500000E+00    9.2909819E-02    1.0127514E-01    1.9000953E-04
    8.7300000E+00    9.2615003E-02    1.0204345E-01    1.9000964E-04
    8.9100000E+00    9.2328293E-02    1.0281495E-01    1.9000974E-04
    9.0900000E+00    9.2049727E-02    1.0358964E-01    1.9000985E-04
    9.2700000E+00    9.1779340E-02    1.0436751E-01    1.9000995E-04
    9.4500000E+00    9.1517172E-02    1.0514857E-01    1.9001004E-04
    9.6300000E+00    9.1263269E-02    1.0593283E-01    1.9001013E-04
    9.8100000E+00    9.1017682E-02    1.0672030E-01    1.9001022E-04
    9.9900000E+00    9.0780472E-02    1.0751097E-01    1.9001031E-04
    1.0170000E+01    9.0551703E-02    1.0830484E-01    1.9001039E-04
    1.0350000E+01    9.0331446E-02    1.0910194E-01    1.9001047E-04
    1.0530000E+01    9.0119778E-02    1.0990225E-01    1.9001055E-04
    1.0710000E+01    8.9916780E-02    1.1070578E-01    1.9001063E-04
    1.0890000E+01    8.9722539E-02    1.1151255E-01    1.9001070E-04
    1.1070000E+01    8.9537144E-02    1.1232254E-01    1.9001076E-04
    1.1250000E+01    8.9360687E-02    1.1313576E-01    1.9001083E-04
    1.1430000E+01    8.9193264E-02    1.1395223E-01    1.9001089E-04
    1.1610000E+01    8.9034967E-02    1.1477193E-01    1.9001095E-04
    1.1790000E+01    8.8885892E-02    1.1559488E-01    1.9001100E-04
    1.1970000E+01    8.8746134E-02    1.1642107E-01    1.9001106E-04
    1.2150000E+01    8.8615790E-02    1.1725051E-01    1.9001111E-04
    1.2330000E+01    8.8494959E-02    1.1808320E-01    1.9001115E-04
    1.2510000E+01    8.8383115E-02    1.1892388E-01    1.9001120E-04
    1.2690000E+01    8.8273471E-02    1.1973053E-01    1.9001124E-04
    1.2870000E+01    8.8166651E-02    1.2049902E-01    1.9001128E-04
    1.3050000E+01    8.8062687E-02    1.2123001E-01    1.9001132E-04
    1.3230000E+01    8.7961620E-02    1.2192420E-01    1.9001136E-04
    1.3410000E+01    8.7863490E-02    1.2258232E-01    1.9001139E-04
    1.3590000E+01    8.7768342E-02    1.2320517E-01    1.9001143E-04
    1.3770000E+01    8.7676223E-02    1.2379356E-01    1.9001146E-04
    1.3950000E+01    8.7587180E-02    1.2434835E-01    1.9001150E-04
    1.4130000E+01    8.7501265E-02    1.2487042E-01    1.9001153E-04
    1.4310000E+01    8.7418529E-02    1.2536067E-01    1.9001156E-04
    1.4490000E+01    8.7339026E-02    1.2582002E-01    1.9001158E-04
    1.4670000E+01    8.7262814E-02    1.2624939E-01    1.9001161E-04
    1.4850000E+01    8.7189949E-02    1.2664971E-01    1.9001163E-04
    1.5030000E+01    8.7120494E-02    1.2702188E-01    1.9001166E-04
    1.5210000E+01    8.7054509E-02    1.2736682E-01    1.9001168E-04
    1.5390000E+01    8.6992061E-02    1.2768540E-01    1.9001170E-04
    1.5570000E+01    8.6933216E-02    1.2797849E-01    1.9001172E-04
    1.5750000E+01    8.6878044E-02    1.2824691E-01    1.9001174E-04
    1.5930000E+01    8.6826615E-02    1.2849145E-01    1.9001176E-04
    1.6110000E+01    8.6779004E-02    1.2871285E-01    1.9001177E-04
    1.6290000E+01    8.6735288E-02    1.2891181E-01    1.9001179E-04
    1.6470000E+01    8.6695545E-02    1.2908899E-01    1.9001180E-04
    1.6650000E+01    8.6659857E-02    1.2924495E-01    1.9001181E-04
    1.6830000E+01    8.6628307E-02    1.2938025E-01    1.9001182E-04
    1.7010000E+01    8.6600981E-02    1.2949535E-01    1.9001183E-04
    1.7190000E+01    8.6577971E-02    1.2959065E-01    1.9001184E-04
    1.7370000E+01    8.6559367E-02    1.2966649E-01    1.9001184E-04
    1.7550000E+01    8.6545264E-02    1.2972314E-01    1.9001185E-04
    1.7730000E+01    8.6535760E-02    1.2976081E-01    1.9001185E-04
    1.7910000E+01    8.6530956E-02    1.2977961E-01    1.9001185E-04
