# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.3073387E-02    2.0999874E-01    1.9000021E-04
    2.7000000E-01    2.2968323E-02    2.0999628E-01    1.9000068E-04
    4.5000000E-01    2.2865446E-02    2.0999374E-01    1.9000115E-04
    6.3000000E-01    2.2759345E-02    2.0999113E-01    1.9000162E-04
    8.1000000E-01    2.2652159E-02    2.0998845E-01    1.9000209E-04
    9.9000000E-01    2.2545406E-02    2.0998572E-01    1.9000255E-04
    1.1700000E+00    2.2439743E-02    2.0998293E-01    1.9000301E-04
    1.3500000E+00    2.2335342E-02    2.0998009E-01    1.9000346E-04
    1.5300000E+00    2.2231974E-02    2.0997721E-01    1.9000392E-04
    1.7100000E+00    2.2128699E-02    2.0997429E-01    1.9000437E-04
    1.8900000E+00    2.2022772E-02    2.0997133E-01    1.9000482E-04
    2.0700000E+00    2.1907312E-02    2.0996836E-01    1.9000527E-04
    2.2500000E+00    2.1795420E-02    2.0996536E-01    1.9000571E-04
    2.4300000E+00    2.1685562E-02    2.0996232E-01    1.9000614E-04
    2.6100000E+00    2.1577641E-02    2.0995922E-01    1.9000657E-04
    2.7900000E+00    2.1471586E-02    2.0995606E-01    1.9000699E-04
    2.9700000E+00    2.1367327E-02    2.0995284E-01    1.9000741E-04
    3.1500000E+00    2.1264794E-02    2.0994955E-01    1.9000783E-04
    3.3300000E+00    2.1163921E-02    2.0994618E-01    1.9000823E-04
    3.5100000E+00    2.1064643E-02    2.0994274E-01    1.9000864E-04
    3.6900000E+00    2.0966897E-02    2.0993920E-01    1.9000904E-04
    3.8700000E+00    2.0870625E-02    2.0993558E-01    1.9000943E-04
    4.0500000E+00    2.0775771E-02    2.0993185E-01    1.9000983E-04
    4.2300000E+00    2.0682283E-02    2.0992802E-01    1.9001021E-04
    4.4100000E+00    2.0590110E-02    2.0992408E-01    1.9001060E-04
    4.5900000E+00    2.0499204E-02    2.0992001E-01    1.9001098E-04
    4.7700000E+00    2.0409521E-02    2.0991582E-01    1.9001135E-04
    4.9500000E+00    2.0321018E-02    2.0991150E-01    1.9001172E-04
    5.1300000E+00    2.0233655E-02    2.0990704E-01    1.9001209E-04
    5.3100000E+00    2.0147394E-02    2.0990242E-01    1.9001245E-04
    5.4900000E+00    2.0062197E-02    2.0989765E-01    1.9001281E-04
    5.6700000E+00    1.9978030E-02    2.0989271E-01    1.9001317E-04
    5.8500000E+00    1.9894862E-02    2.0988759E-01    1.9001352E-04
    6.0300000E+00    1.9812659E-02    2.0988229E-01    1.9001387E-04
    6.2100000E+00    1.9731393E-02    2.0987679E-01    1.9001421E-04
    6.3900000E+00    1.9651035E-02    2.0987107E-01    1.9001455E-04
    6.5700000E+00    1.9571557E-02    2.0986514E-01    1.9001489E-04
    6.7500000E+00    1.9492935E-02    2.0985897E-01    1.9001522E-04
    6.9300000E+00    1.9415143E-02    2.0985256E-01    1.9001555E-04
    7.1100000E+00    1.9338157E-02    2.0984588E-01    1.9001587E-04
    7.2900000E+00    1.9261950E-02    2.0983893E-01    1.9001619E-04
    7.4700000E+00    1.9186492E-02    2.0983169E-01    1.9001651E-04
    7.6500000E+00    1.9111737E-02    2.0982413E-01    1.9001682E-04
    7.8300000E+00    1.9037597E-02    2.0981626E-01    1.9001713E-04
    8.0100000E+00    1.8963857E-02    2.0980804E-01    1.9001743E-04
    8.1900000E+00    1.8889438E-02    2.0979939E-01    1.9001773E-04
    8.3700000E+00    1.8815591E-02    2.0979030E-01    1.9001803E-04
    8.5500000E+00    1.8742479E-02    2.0978079E-01    1.9001833E-04
    8.7300000E+00    1.8670081E-02    2.0977085E-01    1.9001862E-04
    8.9100000E+00    1.8598379E-02    2.0976046E-01    1.9001891E-04
    9.0900000E+00    1.8527356E-02    2.0974958E-01    1.9001919E-04
    9.2700000E+00    1.8456996E-02    2.0973819E-01    1.9001947E-04
    9.4500000E+00    1.8387282E-02    2.0972625E-01    1.9001974E-04
    9.6300000E+00    1.8318201E-02    2.0971375E-01    1.9002001E-04
    9.8100000E+00    1.8249736E-02    2.0970064E-01    1.9002027E-04
    9.9900000E+00    1.8181874E-02    2.0968689E-01    1.9002053E-04
    1.0170000E+01    1.8114601E-02    2.0967247E-01    1.9002078E-04
    1.0350000E+01    1.8047899E-02    2.0965733E-01    1.9002103E-04
    1.0530000E+01    1.7981756E-02    2.0964143E-01    1.9002127E-04
    1.0710000E+01    1.7916160E-02    2.0962474E-01    1.9002151E-04
