# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.3691949E-02    2.0677464E-01    1.9000023E-04
    2.7000000E-01    2.4331280E-02    2.0113842E-01    1.9000069E-04
    4.5000000E-01    2.5003452E-02    1.9555539E-01    1.9000115E-04
    6.3000000E-01    2.5768852E-02    1.8996309E-01    1.9000160E-04
    8.1000000E-01    2.6638400E-02    1.8435699E-01    1.9000205E-04
    9.9000000E-01    2.7619913E-02    1.7873692E-01    1.9000249E-04
    1.1700000E+00    2.8721821E-02    1.7310309E-01    1.9000292E-04
    1.3500000E+00    2.9953508E-02    1.6745567E-01    1.9000335E-04
    1.5300000E+00    3.1325419E-02    1.6179484E-01    1.9000378E-04
    1.7100000E+00    3.2849089E-02    1.5612072E-01    1.9000420E-04
    1.8900000E+00    3.4537210E-02    1.5043343E-01    1.9000462E-04
    2.0700000E+00    3.6391463E-02    1.4477042E-01    1.9000503E-04
    2.2500000E+00    3.8244098E-02    1.3931586E-01    1.9000543E-04
    2.4300000E+00    4.0087926E-02    1.3405192E-01    1.9000582E-04
    2.6100000E+00    4.1919877E-02    1.2898136E-01    1.9000621E-04
    2.7900000E+00    4.3738468E-02    1.2410512E-01    1.9000659E-04
    2.9700000E+00    4.5542315E-02    1.1942390E-01    1.9000697E-04
    3.1500000E+00    4.7329956E-02    1.1493836E-01    1.9000734E-04
    3.3300000E+00    4.9099824E-02    1.1064913E-01    1.9000771E-04
    3.5100000E+00    5.0850232E-02    1.0655685E-01    1.9000807E-04
    3.6900000E+00    5.2579355E-02    1.0266212E-01    1.9000842E-04
    3.8700000E+00    5.4285221E-02    9.8965545E-02    1.9000877E-04
    4.0500000E+00    5.5965695E-02    9.5467735E-02    1.9000911E-04
    4.2300000E+00    5.7618456E-02    9.2169284E-02    1.9000945E-04
    4.4100000E+00    5.9240988E-02    8.9070787E-02    1.9000978E-04
    4.5900000E+00    6.0830554E-02    8.6172841E-02    1.9001010E-04
    4.7700000E+00    6.2384176E-02    8.3476047E-02    1.9001042E-04
    4.9500000E+00    6.3898615E-02    8.0981010E-02    1.9001073E-04
    5.1300000E+00    6.5370341E-02    7.8688343E-02    1.9001104E-04
    5.3100000E+00    6.6795511E-02    7.6598667E-02    1.9001134E-04
    5.4900000E+00    6.8169937E-02    7.4712613E-02    1.9001164E-04
    5.6700000E+00    6.9489056E-02    7.3030827E-02    1.9001193E-04
    5.8500000E+00    7.0747897E-02    7.1553964E-02    1.9001221E-04
    6.0300000E+00    7.1941040E-02    7.0282693E-02    1.9001249E-04
    6.2100000E+00    7.3062585E-02    6.9217700E-02    1.9001276E-04
    6.3900000E+00    7.4106102E-02    6.8359682E-02    1.9001303E-04
    6.5700000E+00    7.5064592E-02    6.7709348E-02    1.9001329E-04
    6.7500000E+00    7.5930435E-02    6.7267421E-02    1.9001354E-04
    6.9300000E+00    7.6695339E-02    6.7034632E-02    1.9001379E-04
    7.1100000E+00    7.7350285E-02    6.7011720E-02    1.9001404E-04
    7.2900000E+00    7.7885464E-02    6.7199428E-02    1.9001427E-04
    7.4700000E+00    7.8290212E-02    6.7598502E-02    1.9001450E-04
    7.6500000E+00    7.8552941E-02    6.8209686E-02    1.9001473E-04
    7.8300000E+00    7.8661060E-02    6.9033719E-02    1.9001495E-04
    8.0100000E+00    7.8600888E-02    7.0071332E-02    1.9001517E-04
    8.1900000E+00    7.8355809E-02    7.1332440E-02    1.9001538E-04
    8.3700000E+00    7.8076196E-02    7.2652233E-02    1.9001558E-04
    8.5500000E+00    7.7794297E-02    7.3987750E-02    1.9001579E-04
    8.7300000E+00    7.7516292E-02    7.5332211E-02    1.9001598E-04
    8.9100000E+00    7.7243452E-02    7.6684287E-02    1.9001617E-04
    9.0900000E+00    7.6976086E-02    7.8043730E-02    1.9001636E-04
    9.2700000E+00    7.6714338E-02    7.9410507E-02    1.9001654E-04
    9.4500000E+00    7.6458338E-02    8.0784625E-02    1.9001671E-04
    9.6300000E+00    7.6208236E-02    8.2166100E-02    1.9001688E-04
