# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    1.3950000E+01    6.2406314E-04    3.7295567E-05
    1.4130000E+01    6.2400062E-04    3.7378974E-05
    1.4310000E+01    6.2394136E-04    3.7450589E-05
    1.4490000E+01    6.2388515E-04    3.7514591E-05
    1.4670000E+01    6.2383177E-04    3.7573027E-05
    1.4850000E+01    6.2378104E-04    3.7626877E-05
    1.5030000E+01    6.2373276E-04    3.7676602E-05
    1.5210000E+01    6.2368679E-04    3.7722413E-05
    1.5390000E+01    6.2364296E-04    3.7764404E-05
    1.5570000E+01    6.2360111E-04    3.7802619E-05
    1.5750000E+01    6.2356110E-04    3.7837082E-05
    1.5930000E+01    6.2352279E-04    3.7867806E-05
    1.6110000E+01    6.2348604E-04    3.7894805E-05
    1.6290000E+01    6.2345070E-04    3.7918087E-05
    1.6470000E+01    6.2341662E-04    3.7937662E-05
    1.6650000E+01    6.2338368E-04    3.7953534E-05
    1.6830000E+01    6.2335173E-04    3.7965704E-05
    1.7010000E+01    6.2332061E-04    3.7974165E-05
    1.7190000E+01    6.2329020E-04    3.7978903E-05
    1.7370000E+01    6.2326035E-04    3.7979893E-05
    1.7550000E+01    6.2323091E-04    3.7977103E-05
    1.7730000E+01    6.2320173E-04    3.7970484E-05
    1.7910000E+01    6.2317268E-04    3.7959986E-05
