# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.4273440E-01    1.1335820E-05
    2.7000000E-01    1.1780489E-02    1.7016268E-05
    4.5000000E-01    1.5137308E-03    2.0903732E-05
    6.3000000E-01    6.8804984E-04    2.3089522E-05
    8.1000000E-01    6.1998153E-04    2.4053670E-05
    9.9000000E-01    6.1426966E-04    2.4280918E-05
    1.1700000E+00    6.1380063E-04    2.4123696E-05
    1.3500000E+00    6.1375887E-04    2.3795383E-05
    1.5300000E+00    6.1372775E-04    2.3405580E-05
    1.7100000E+00    6.1367045E-04    2.3002081E-05
    1.8900000E+00    6.1742719E-04    2.2599131E-05
    2.0700000E+00    3.2719853E-02    2.1053192E-05
    2.2500000E+00    3.6047656E-02    2.0170149E-05
    2.4300000E+00    3.6404672E-02    1.9647067E-05
    2.6100000E+00    3.6443872E-02    1.9322877E-05
    2.7900000E+00    3.6447438E-02    1.9110409E-05
    2.9700000E+00    3.6446529E-02    1.8962289E-05
    3.1500000E+00    3.6444821E-02    1.8852507E-05
    3.3300000E+00    3.6442885E-02    1.8766708E-05
    3.5100000E+00    3.6440936E-02    1.8697019E-05
    3.6900000E+00    3.6439159E-02    1.8639257E-05
    3.8700000E+00    3.6437744E-02    1.8591401E-05
    4.0500000E+00    3.6436897E-02    1.8552727E-05
    4.2300000E+00    3.6436835E-02    1.8523332E-05
    4.4100000E+00    3.6437788E-02    1.8503843E-05
    4.5900000E+00    3.6439994E-02    1.8495253E-05
    4.7700000E+00    3.6443694E-02    1.8498811E-05
    4.9500000E+00    3.6449130E-02    1.8515953E-05
    5.1300000E+00    3.6456528E-02    1.8548247E-05
    5.3100000E+00    3.6466098E-02    1.8597345E-05
    5.4900000E+00    3.6478015E-02    1.8664942E-05
    5.6700000E+00    3.6492409E-02    1.8752725E-05
    5.8500000E+00    3.6509353E-02    1.8862326E-05
    6.0300000E+00    3.6528849E-02    1.8995261E-05
    6.2100000E+00    3.6550821E-02    1.9152871E-05
    6.3900000E+00    3.6575104E-02    1.9336251E-05
    6.5700000E+00    3.6601444E-02    1.9546171E-05
    6.7500000E+00    3.6629498E-02    1.9782998E-05
    6.9300000E+00    3.6658845E-02    2.0046610E-05
    7.1100000E+00    3.6688997E-02    2.0336306E-05
    7.2900000E+00    3.6719421E-02    2.0650721E-05
    7.4700000E+00    3.6749562E-02    2.0987747E-05
    7.6500000E+00    3.6778864E-02    2.1344452E-05
    7.8300000E+00    3.6806801E-02    2.1717023E-05
    8.0100000E+00    3.6826694E-02    2.2101100E-05
    8.1900000E+00    7.9777671E-03    2.2980133E-05
    8.3700000E+00    2.0949371E-03    2.3657604E-05
    8.5500000E+00    9.1207697E-04    2.4139389E-05
    8.7300000E+00    6.7768746E-04    2.4456715E-05
    8.9100000E+00    6.3187233E-04    2.4642655E-05
    9.0900000E+00    6.2299553E-04    2.4727362E-05
    9.2700000E+00    6.2124943E-04    2.4736826E-05
    9.4500000E+00    6.2086135E-04    2.4692638E-05
    9.6300000E+00    6.2072968E-04    2.4612165E-05
    9.8100000E+00    6.2064723E-04    2.4508931E-05
    9.9900000E+00    6.2057555E-04    2.4393119E-05
    1.0170000E+01    6.2050757E-04    2.4272116E-05
    1.0350000E+01    6.2044197E-04    2.4151057E-05
    1.0530000E+01    6.2037847E-04    2.4033320E-05
    1.0710000E+01    6.2031697E-04    2.3920964E-05
    1.0890000E+01    6.2025740E-04    2.3815097E-05
    1.1070000E+01    6.2019972E-04    2.3716161E-05
    1.1250000E+01    6.2014387E-04    2.3624164E-05
    1.1430000E+01    6.2008980E-04    2.3538841E-05
    1.1610000E+01    6.2003746E-04    2.3459773E-05
    1.1790000E+01    6.1998680E-04    2.3386469E-05
    1.1970000E+01    6.1993778E-04    2.3318419E-05
    1.2150000E+01    6.1989035E-04    2.3255125E-05
    1.2330000E+01    6.1984514E-04    2.3199635E-05
    1.2510000E+01    6.2397614E-04    2.9497303E-05
    1.2690000E+01    6.2450923E-04    3.2967512E-05
    1.2870000E+01    6.2450761E-04    3.4870603E-05
    1.3050000E+01    6.2443247E-04    3.5917727E-05
    1.3230000E+01    6.2435112E-04    3.6503265E-05
    1.3410000E+01    6.2427296E-04    3.6842624E-05
    1.3590000E+01    6.2419903E-04    3.7051713E-05
    1.3770000E+01    6.2412919E-04    3.7191991E-05
