# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    7.6500000E+00    1.0121083E-01    1.0121083E-01
    7.8300000E+00    1.0120466E-01    1.0120466E-01
    8.0100000E+00    1.0119820E-01    1.0119820E-01
    8.1900000E+00    1.0013047E-01    1.0013047E-01
    8.3700000E+00    1.0012027E-01    1.0012027E-01
    8.5500000E+00    1.0011026E-01    1.0011026E-01
    8.7300000E+00    1.0010054E-01    1.0010054E-01
    8.9100000E+00    1.0009116E-01    1.0009116E-01
    9.0900000E+00    1.0008211E-01    1.0008211E-01
    9.2700000E+00    1.0007340E-01    1.0007340E-01
    9.4500000E+00    1.0006500E-01    1.0006500E-01
    9.6300000E+00    1.0005692E-01    1.0005692E-01
    9.8100000E+00    1.0004914E-01    1.0004914E-01
    9.9900000E+00    1.0004165E-01    1.0004165E-01
    1.0170000E+01    1.0003445E-01    1.0003445E-01
    1.0350000E+01    1.0002750E-01    1.0002750E-01
    1.0530000E+01    1.0002082E-01    1.0002082E-01
    1.0710000E+01    1.0001439E-01    1.0001439E-01
    1.0890000E+01    1.0000819E-01    1.0000819E-01
    1.1070000E+01    1.0000222E-01    1.0000222E-01
    1.1250000E+01    9.9996479E-02    9.9996479E-02
    1.1430000E+01    9.9990951E-02    9.9990951E-02
    1.1610000E+01    9.9985631E-02    9.9985631E-02
    1.1790000E+01    9.9980514E-02    9.9980514E-02
    1.1970000E+01    9.9975597E-02    9.9975597E-02
    1.2150000E+01    9.9970877E-02    9.9970877E-02
    1.2330000E+01    9.9966355E-02    9.9966355E-02
    1.2510000E+01    9.9050318E-02    9.9050318E-02
    1.2690000E+01    9.9051501E-02    9.9051501E-02
    1.2870000E+01    9.9051131E-02    9.9051131E-02
    1.3050000E+01    9.9050759E-02    9.9050759E-02
    1.3230000E+01    9.9050395E-02    9.9050395E-02
    1.3410000E+01    9.9050038E-02    9.9050038E-02
    1.3590000E+01    9.9049687E-02    9.9049687E-02
    1.3770000E+01    9.9049341E-02    9.9049341E-02
    1.3950000E+01    9.9048999E-02    9.9048999E-02
    1.4130000E+01    9.9048661E-02    9.9048661E-02
    1.4310000E+01    9.9048327E-02    9.9048327E-02
    1.4490000E+01    9.9047996E-02    9.9047996E-02
    1.4670000E+01    9.9047667E-02    9.9047667E-02
    1.4850000E+01    9.9047342E-02    9.9047342E-02
    1.5030000E+01    9.9047019E-02    9.9047019E-02
    1.5210000E+01    9.9046699E-02    9.9046699E-02
    1.5390000E+01    9.9046382E-02    9.9046382E-02
    1.5570000E+01    9.9046069E-02    9.9046069E-02
    1.5750000E+01    9.9045760E-02    9.9045760E-02
    1.5930000E+01    9.9045456E-02    9.9045456E-02
    1.6110000E+01    9.9045157E-02    9.9045157E-02
    1.6290000E+01    9.9044864E-02    9.9044864E-02
    1.6470000E+01    9.9044578E-02    9.9044578E-02
    1.6650000E+01    9.9044300E-02    9.9044300E-02
    1.6830000E+01    9.9044032E-02    9.9044032E-02
    1.7010000E+01    9.9043773E-02    9.9043773E-02
    1.7190000E+01    9.9043528E-02    9.9043528E-02
    1.7370000E+01    9.9043296E-02    9.9043296E-02
    1.7550000E+01    9.9043079E-02    9.9043079E-02
    1.7730000E+01    9.9042878E-02    9.9042878E-02
    1.7910000E+01    9.9042695E-02    9.9042695E-02
