# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    1.4490000E+01    6.2751386E-04    3.8602891E-05
    1.4670000E+01    6.2722637E-04    3.8868105E-05
    1.4850000E+01    6.2695028E-04    3.9088261E-05
    1.5030000E+01    6.2668478E-04    3.9268061E-05
    1.5210000E+01    6.2642906E-04    3.9411885E-05
    1.5390000E+01    6.2618233E-04    3.9523778E-05
    1.5570000E+01    6.2594387E-04    3.9607440E-05
    1.5750000E+01    6.2571296E-04    3.9666228E-05
    1.5930000E+01    6.2548892E-04    3.9703152E-05
    1.6110000E+01    6.2527110E-04    3.9720882E-05
    1.6290000E+01    6.2505884E-04    3.9721752E-05
    1.6470000E+01    6.2485153E-04    3.9707764E-05
    1.6650000E+01    6.2464851E-04    3.9680585E-05
    1.6830000E+01    6.2444915E-04    3.9641542E-05
    1.7010000E+01    6.2425279E-04    3.9591605E-05
    1.7190000E+01    6.2405878E-04    3.9531350E-05
    1.7370000E+01    6.2386643E-04    3.9460905E-05
    1.7550000E+01    6.2367504E-04    3.9379863E-05
    1.7730000E+01    6.2348391E-04    3.9287144E-05
    1.7910000E+01    6.2329228E-04    3.9180818E-05
