# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    5.4021631E-01    5.3819296E-06
    2.7000000E-01    1.6125595E-01    6.4453445E-06
    4.5000000E-01    4.9452270E-02    7.7028828E-06
    6.3000000E-01    1.5717683E-02    9.0301006E-06
    8.1000000E-01    5.3596298E-03    1.0355677E-05
    9.9000000E-01    2.1267547E-03    1.1634573E-05
    1.1700000E+00    1.1009768E-03    1.2834688E-05
    1.3500000E+00    7.6983448E-04    1.3929019E-05
    1.5300000E+00    6.6084809E-04    1.4891285E-05
    1.7100000E+00    6.2406222E-04    1.5693088E-05
    1.8900000E+00    6.1296749E-04    1.6301576E-05
    2.0700000E+00    2.3341777E-02    1.6528160E-05
    2.2500000E+00    3.1287682E-02    1.6646216E-05
    2.4300000E+00    3.4111140E-02    1.6706912E-05
    2.6100000E+00    3.5125176E-02    1.6730158E-05
    2.7900000E+00    3.5487170E-02    1.6725593E-05
    2.9700000E+00    3.5609436E-02    1.6699047E-05
    3.1500000E+00    3.5641860E-02    1.6654743E-05
    3.3300000E+00    3.5640115E-02    1.6596130E-05
    3.5100000E+00    3.5625412E-02    1.6526204E-05
    3.6900000E+00    3.5606136E-02    1.6447656E-05
    3.8700000E+00    3.5585819E-02    1.6362953E-05
    4.0500000E+00    3.5566156E-02    1.6274385E-05
    4.2300000E+00    3.5548147E-02    1.6184110E-05
    4.4100000E+00    3.5532554E-02    1.6094183E-05
    4.5900000E+00    3.5520072E-02    1.6006589E-05
    4.7700000E+00    3.5511407E-02    1.5923266E-05
    4.9500000E+00    3.5507293E-02    1.5846132E-05
    5.1300000E+00    3.5508503E-02    1.5777103E-05
    5.3100000E+00    3.5515843E-02    1.5718116E-05
    5.4900000E+00    3.5530134E-02    1.5671146E-05
    5.6700000E+00    3.5552198E-02    1.5638230E-05
    5.8500000E+00    3.5582830E-02    1.5621487E-05
    6.0300000E+00    3.5622769E-02    1.5623148E-05
    6.2100000E+00    3.5672662E-02    1.5645592E-05
    6.3900000E+00    3.5733024E-02    1.5691402E-05
    6.5700000E+00    3.5804198E-02    1.5763440E-05
    6.7500000E+00    3.5886311E-02    1.5864965E-05
    6.9300000E+00    3.5979233E-02    1.5999805E-05
    7.1100000E+00    3.6082544E-02    1.6172621E-05
    7.2900000E+00    3.6195502E-02    1.6389304E-05
    7.4700000E+00    3.6317039E-02    1.6657589E-05
    7.6500000E+00    3.6445754E-02    1.6987995E-05
    7.8300000E+00    3.6579939E-02    1.7395309E-05
    8.0100000E+00    3.6715697E-02    1.7900961E-05
    8.1900000E+00    2.0867941E-02    1.8641044E-05
    8.3700000E+00    1.1941682E-02    1.9448343E-05
    8.5500000E+00    6.9227512E-03    2.0284174E-05
    8.7300000E+00    4.1114596E-03    2.1124914E-05
    8.9100000E+00    2.5444080E-03    2.1955165E-05
    9.0900000E+00    1.6757054E-03    2.2764485E-05
    9.2700000E+00    1.1969546E-03    2.3545510E-05
    9.4500000E+00    9.3471150E-04    2.4292771E-05
    9.6300000E+00    7.9195260E-04    2.5002051E-05
    9.8100000E+00    7.1472160E-04    2.5670008E-05
    9.9900000E+00    6.7319757E-04    2.6293961E-05
    1.0170000E+01    6.5100381E-04    2.6871762E-05
    1.0350000E+01    6.3920525E-04    2.7401730E-05
    1.0530000E+01    6.3295924E-04    2.7882606E-05
    1.0710000E+01    6.2965873E-04    2.8313521E-05
    1.0890000E+01    6.2790979E-04    2.8693971E-05
    1.1070000E+01    6.2697225E-04    2.9023780E-05
    1.1250000E+01    6.2645582E-04    2.9303052E-05
    1.1430000E+01    6.2615620E-04    2.9532113E-05
    1.1610000E+01    6.2596717E-04    2.9711417E-05
    1.1790000E+01    6.2583398E-04    2.9841437E-05
    1.1970000E+01    6.2572858E-04    2.9922501E-05
    1.2150000E+01    6.2563673E-04    2.9954580E-05
    1.2330000E+01    6.2555158E-04    2.9937246E-05
    1.2510000E+01    6.2851923E-04    3.1162213E-05
    1.2690000E+01    6.2973453E-04    3.2282709E-05
    1.2870000E+01    6.3008476E-04    3.3298960E-05
    1.3050000E+01    6.3002866E-04    3.4215415E-05
    1.3230000E+01    6.2978926E-04    3.5037043E-05
    1.3410000E+01    6.2947356E-04    3.5769194E-05
    1.3590000E+01    6.2913203E-04    3.6417484E-05
    1.3770000E+01    6.2878782E-04    3.6987679E-05
    1.3950000E+01    6.2845111E-04    3.7485597E-05
    1.4130000E+01    6.2812593E-04    3.7917020E-05
    1.4310000E+01    6.2781353E-04    3.8287619E-05
