# Time series at grid cell:   1   1   1
  Time(yrs)                  Na+                    K+                     Al+++                  Mg++                   SiO2(aq)               Ca++                   Fe++                   SO4--                  pH                     CO2(aq)                O2(aq)                
  1.00000E-09                2.88997430089797E-05   7.24993735890768E-05   3.48170793361330E-09   6.81014906496661E-06   4.31999999943032E-05   1.21002890176587E-05   8.78999717388724E-07   5.27999940121731E-09   5.96998987823915E+00   2.77204183600777E-03   3.43448841620023E-04
  2.00000E-09                2.88997419083821E-05   7.24993708716571E-05   3.48341628538133E-09   6.81014845362415E-06   4.31999999886059E-05   1.21002879210819E-05   8.78999434778039E-07   5.27999880243563E-09   5.96998941693667E+00   2.77204241235909E-03   3.43448795601168E-04
  3.00000E-09                2.88997408933476E-05   7.24993683477032E-05   3.48512422054190E-09   6.81014779539408E-06   4.31999999829180E-05   1.21002867327388E-05   8.78999152167715E-07   5.27999820365274E-09   5.96998904092419E+00   2.77204305276009E-03   3.43448749603133E-04
  4.00000E-09                2.88997398304809E-05   7.24993656974314E-05   3.48683215603215E-09   6.81014716652846E-06   4.31999999772326E-05   1.21002856019650E-05   8.78998869557799E-07   5.27999760487003E-09   5.96998872122649E+00   2.77204373996231E-03   3.43448703592186E-04
  5.00000E-09                2.88997387333640E-05   7.24993629567887E-05   3.48854009168826E-09   6.81014655858243E-06   4.31999999715495E-05   1.21002845122114E-05   8.78998586948254E-07   5.27999700608741E-09   5.96998844135411E+00   2.77204446027054E-03   3.43448657572089E-04
  7.00000E-09                2.88997364283158E-05   7.24993571906589E-05   3.49195721548545E-09   6.81014540955475E-06   4.31999999601829E-05   1.21002824637390E-05   8.78998021730657E-07   5.27999580852306E-09   5.96998796751272E+00   2.77204597397121E-03   3.43448565503019E-04
  1.10000E-08                2.88997317691063E-05   7.24993455155507E-05   3.49878728874611E-09   6.81014314386713E-06   4.31999999375001E-05   1.21002784303204E-05   8.78996891299927E-07   5.27999341339423E-09   5.96998715290109E+00   2.77204910828232E-03   3.43448381353821E-04
  1.90000E-08                2.88997223742897E-05   7.24993219577090E-05   3.51245076744712E-09   6.81013866065797E-06   4.31999998922053E-05   1.21002704579213E-05   8.78994630457780E-07   5.27998862314215E-09   5.96998564739630E+00   2.77205547982401E-03   3.43448013048320E-04
  3.50000E-08                2.88997035085760E-05   7.24992746456786E-05   3.53977769476891E-09   6.81012974011791E-06   4.31999998019691E-05   1.21002546030479E-05   8.78990108848407E-07   5.27997904265555E-09   5.96998269995501E+00   2.77206827518921E-03   3.43447276474683E-04
  6.70000E-08                2.88996657373354E-05   7.24991799217621E-05   3.59443143516717E-09   6.81011192361616E-06   4.31999996228963E-05   1.21002229413733E-05   8.78981065928879E-07   5.27995988175261E-09   5.96997682293527E+00   2.77209387721358E-03   3.43445803548029E-04
  1.31000E-07                2.88995901851069E-05   7.24989904499030E-05   3.70373862819479E-09   6.81007629834716E-06   4.31999992702897E-05   1.21001596330041E-05   8.78962981286271E-07   5.27992156022770E-09   5.96996507446656E+00   2.77214506873315E-03   3.43442858616804E-04
  2.59000E-07                2.88994390853577E-05   7.24986115179449E-05   3.92235458384404E-09   6.81000505210099E-06   4.31999985867677E-05   1.21000330240744E-05   8.78926816784302E-07   5.27984491830165E-09   5.96994159090976E+00   2.77224739321040E-03   3.43436972452228E-04
  5.15000E-07                2.88991369132670E-05   7.24978537222224E-05   4.35955584495096E-09   6.80986257372908E-06   4.31999973027516E-05   1.20997798313238E-05   8.78854506893005E-07   5.27969163894458E-09   5.96989467671750E+00   2.77245180753191E-03   3.43425214899759E-04
  1.02700E-06                2.88985326787721E-05   7.24963384035793E-05   5.23388073520676E-09   6.80957767208209E-06   4.31999950369862E-05   1.20992735436549E-05   8.78709963398859E-07   5.27938509820946E-09   5.96980105951914E+00   2.77285969954937E-03   3.43401758769844E-04
  2.05100E-06                2.88973246428903E-05   7.24933088436286E-05   6.98194784230532E-09   6.80900808937133E-06   4.31999914753641E-05   1.20982613602818E-05   8.78421180274719E-07   5.27877208864681E-09   5.96961466562644E+00   2.77367175244297E-03   3.43355081357657E-04
  4.09900E-06                2.88949102908818E-05   7.24872540018787E-05   1.04739982526042E-08   6.80786980011633E-06   4.31999863439448E-05   1.20962385504186E-05   8.77844819282747E-07   5.27754635708374E-09   5.96924520708150E+00   2.77528105552617E-03   3.43262657584725E-04
  8.19500E-06                2.88900883771885E-05   7.24751612134654E-05   1.74284740770672E-08   6.80559668296994E-06   4.31999697560990E-05   1.20921990811378E-05   8.76696838544915E-07   5.27509604366181E-09   5.96851935044660E+00   2.77844140974339E-03   3.43081468705850E-04
  1.63870E-05                2.88804708890517E-05   7.24510411902182E-05   3.11061409324222E-08   6.80106389486755E-06   4.31998011269317E-05   1.20841440338433E-05   8.74419231680685E-07   5.27020001128097E-09   5.96711790259522E+00   2.78453652454268E-03   3.42733219420923E-04
  3.27710E-05                2.88613350957005E-05   7.24030481129017E-05   5.68567406927807E-08   6.79204909824573E-06   4.31981975776777E-05   1.20681241561963E-05   8.69932959424788E-07   5.26042628960746E-09   5.96450149303782E+00   2.79587995912417E-03   3.42089455020268E-04
  6.55390E-05                2.88234199631427E-05   7.23079501245441E-05   9.91685837529130E-08   6.77420293450091E-06   4.31869759567855E-05   1.20364102293388E-05   8.61205778330637E-07   5.24095194156192E-09   5.95991584155908E+00   2.81557278366910E-03   3.40986388201733E-04
  1.31075E-04                2.87488056118942E-05   7.21207852166447E-05   1.50745426547893E-07   6.73914143220574E-06   4.31352929591400E-05   1.19741026405452E-05   8.44551814826751E-07   5.20229342709457E-09   5.95274987252153E+00   2.84547975457637E-03   3.39352932319128E-04
  2.62147E-04                2.86034586654849E-05   7.17561356649664E-05   1.92778384707495E-07   6.67106893993043E-06   4.29821570277637E-05   1.18531287275151E-05   8.13571004747138E-07   5.12611979319219E-09   5.94356000515257E+00   2.88050922890333E-03   3.37529808595211E-04
  5.24291E-04                2.83241717647745E-05   7.10553162369687E-05   2.17908391951019E-07   6.54116717081252E-06   4.26455505227990E-05   1.16222710898905E-05   7.57788848246533E-07   4.97821157000775E-09   5.93487141734387E+00   2.90302502361212E-03   3.36462830259013E-04
  1.04858E-03                2.77996248740238E-05   6.97387710168586E-05   2.32466427241018E-07   6.30055499246203E-06   4.20038992989089E-05   1.11946582751785E-05   6.62885734122584E-07   4.69913704687937E-09   5.92888382506592E+00   2.89257433741883E-03   3.36924249457644E-04
  2.09715E-03                2.68639482561786E-05   6.73895258683452E-05   2.47023592769876E-07   5.88241098352715E-06   4.09023269140678E-05   1.04515380545461E-05   5.19861286748987E-07   4.20072515928027E-09   5.92290082618353E+00   2.84941267158685E-03   3.38376357622251E-04
  4.19431E-03                2.53683917840972E-05   6.36316288886638E-05   2.73571708793711E-07   5.24346470800062E-06   3.93276933652985E-05   9.31601151530801E-06   3.47079833200761E-07   3.39634928844142E-09   5.91059952536057E+00   2.79197702967668E-03   3.39715952216697E-04
  8.38861E-03                2.34142953546270E-05   5.87119602704677E-05   3.17302019893777E-07   4.46272941688667E-06   3.77655901810748E-05   7.92847852741002E-06   1.96036285876324E-07   2.30711727335927E-09   5.88961460779896E+00   2.73367203925617E-03   3.40579047403893E-04
  1.61585E-02                2.16422826174986E-05   5.42260183196084E-05   3.63290910140652E-07   3.80612280816557E-06   3.71221966799638E-05   6.76143426940394E-06   1.10796809354502E-07   1.23347893647183E-09   5.86687472129189E+00   2.68502547024623E-03   3.41076949225212E-04
  2.92994E-02                2.06092593209294E-05   5.15577145616299E-05   3.90628436515664E-07   3.44182675715914E-06   3.74698967157399E-05   6.11368526322396E-06   8.04406600618888E-08   5.00790922347160E-10   5.85123363825149E+00   2.65344214036392E-03   3.41322306987133E-04
  4.99626E-02                2.02405391790131E-05   5.05054796070547E-05   3.99049656945062E-07   3.30665344211855E-06   3.80368769831852E-05   5.87289671905723E-06   7.36979633607451E-08   1.52494426236624E-10   5.84428722395854E+00   2.63763963958193E-03   3.41351270372343E-04
  8.08188E-02                2.01909547757593E-05   5.01887071276100E-05   3.99912105649834E-07   3.27253696042962E-06   3.83518248133725E-05   5.81143436040272E-06   7.28319475518298E-08   3.47928972045786E-11   5.84228174703321E+00   2.63136805516611E-03   3.41175685588407E-04
