# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    1.6818035E-02    2.0999455E-01    1.9000007E-04
    2.7000000E-01    1.6467588E-02    2.0998365E-01    1.9000021E-04
    4.5000000E-01    1.6132546E-02    2.0997277E-01    1.9000035E-04
    6.3000000E-01    1.5810285E-02    2.0996188E-01    1.9000048E-04
    8.1000000E-01    1.5498979E-02    2.0995101E-01    1.9000061E-04
    9.9000000E-01    1.5197281E-02    2.0994014E-01    1.9000074E-04
    1.1700000E+00    1.4904144E-02    2.0992928E-01    1.9000086E-04
    1.3500000E+00    1.4618735E-02    2.0991843E-01    1.9000099E-04
    1.5300000E+00    1.4340372E-02    2.0990759E-01    1.9000110E-04
    1.7100000E+00    1.4068488E-02    2.0989676E-01    1.9000122E-04
    1.8900000E+00    1.3802604E-02    2.0988594E-01    1.9000133E-04
    2.0700000E+00    1.3544041E-02    2.0987520E-01    1.9000144E-04
    2.2500000E+00    1.3293349E-02    2.0986454E-01    1.9000155E-04
    2.4300000E+00    1.3048497E-02    2.0985389E-01    1.9000165E-04
    2.6100000E+00    1.2809177E-02    2.0984324E-01    1.9000176E-04
    2.7900000E+00    1.2575120E-02    2.0983261E-01    1.9000186E-04
    2.9700000E+00    1.2346090E-02    2.0982198E-01    1.9000195E-04
    3.1500000E+00    1.2121877E-02    2.0981136E-01    1.9000205E-04
    3.3300000E+00    1.1902292E-02    2.0980075E-01    1.9000214E-04
    3.5100000E+00    1.1687166E-02    2.0979015E-01    1.9000223E-04
    3.6900000E+00    1.1476349E-02    2.0977956E-01    1.9000232E-04
    3.8700000E+00    1.1269702E-02    2.0976897E-01    1.9000240E-04
    4.0500000E+00    1.1067100E-02    2.0975840E-01    1.9000248E-04
    4.2300000E+00    1.0868429E-02    2.0974783E-01    1.9000257E-04
    4.4100000E+00    1.0673586E-02    2.0973727E-01    1.9000264E-04
    4.5900000E+00    1.0482475E-02    2.0972672E-01    1.9000272E-04
    4.7700000E+00    1.0295010E-02    2.0971618E-01    1.9000280E-04
    4.9500000E+00    1.0111110E-02    2.0970565E-01    1.9000287E-04
    5.1300000E+00    9.9307026E-03    2.0969513E-01    1.9000294E-04
    5.3100000E+00    9.7537203E-03    2.0968462E-01    1.9000301E-04
    5.4900000E+00    9.5801018E-03    2.0967412E-01    1.9000308E-04
    5.6700000E+00    9.4097905E-03    2.0966362E-01    1.9000314E-04
    5.8500000E+00    9.2427349E-03    2.0965314E-01    1.9000321E-04
    6.0300000E+00    9.0788876E-03    2.0964266E-01    1.9000327E-04
    6.2100000E+00    8.9182059E-03    2.0963220E-01    1.9000333E-04
    6.3900000E+00    8.7606505E-03    2.0962174E-01    1.9000339E-04
    6.5700000E+00    8.6061861E-03    2.0961129E-01    1.9000345E-04
    6.7500000E+00    8.4547810E-03    2.0960085E-01    1.9000350E-04
    6.9300000E+00    8.3064067E-03    2.0959042E-01    1.9000356E-04
    7.1100000E+00    8.1610380E-03    2.0958001E-01    1.9000361E-04
    7.2900000E+00    8.0186529E-03    2.0956960E-01    1.9000366E-04
    7.4700000E+00    7.8792323E-03    2.0955920E-01    1.9000371E-04
    7.6500000E+00    7.7427601E-03    2.0954881E-01    1.9000376E-04
    7.8300000E+00    7.6092228E-03    2.0953843E-01    1.9000380E-04
    8.0100000E+00    7.4786101E-03    2.0952805E-01    1.9000385E-04
    8.1900000E+00    7.3500156E-03    2.0951762E-01    1.9000389E-04
