# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    3.6044500E-01    6.7014896E-06
    2.7000000E-01    7.2116075E-02    9.0505964E-06
    4.5000000E-01    1.5135642E-02    1.1487603E-05
    6.3000000E-01    3.6223097E-03    1.3811053E-05
    8.1000000E-01    1.2478422E-03    1.5904794E-05
    9.9000000E-01    7.4786364E-04    1.7703153E-05
    1.1700000E+00    6.4020829E-04    1.9171118E-05
    1.3500000E+00    6.1635408E-04    2.0294950E-05
    1.5300000E+00    6.1075492E-04    2.1076052E-05
    1.7100000E+00    6.0918824E-04    2.1525793E-05
    1.8900000E+00    6.1111300E-04    2.1660883E-05
    2.0700000E+00    2.7318869E-02    2.1126675E-05
    2.2500000E+00    3.3852577E-02    2.0602589E-05
    2.4300000E+00    3.5485302E-02    2.0129120E-05
    2.6100000E+00    3.5896639E-02    1.9709437E-05
    2.7900000E+00    3.5995510E-02    1.9337685E-05
    2.9700000E+00    3.6012314E-02    1.9006997E-05
    3.1500000E+00    3.6007068E-02    1.8711256E-05
    3.3300000E+00    3.5995934E-02    1.8445398E-05
    3.5100000E+00    3.5983521E-02    1.8205365E-05
    3.6900000E+00    3.5971334E-02    1.7987988E-05
    3.8700000E+00    3.5960051E-02    1.7790986E-05
    4.0500000E+00    3.5950144E-02    1.7612588E-05
    4.2300000E+00    3.5942055E-02    1.7451599E-05
    4.4100000E+00    3.5936247E-02    1.7307330E-05
    4.5900000E+00    3.5933216E-02    1.7179540E-05
    4.7700000E+00    3.5933490E-02    1.7068387E-05
    4.9500000E+00    3.5937621E-02    1.6974382E-05
    5.1300000E+00    3.5946176E-02    1.6898367E-05
    5.3100000E+00    3.5959720E-02    1.6841484E-05
    5.4900000E+00    3.5978798E-02    1.6805167E-05
    5.6700000E+00    3.6003912E-02    1.6791124E-05
    5.8500000E+00    3.6035492E-02    1.6801344E-05
    6.0300000E+00    3.6073871E-02    1.6838102E-05
    6.2100000E+00    3.6119251E-02    1.6903975E-05
    6.3900000E+00    3.6171674E-02    1.7001883E-05
    6.5700000E+00    3.6230998E-02    1.7135139E-05
    6.7500000E+00    3.6296868E-02    1.7307535E-05
    6.9300000E+00    3.6368711E-02    1.7523459E-05
    7.1100000E+00    3.6445728E-02    1.7788068E-05
    7.2900000E+00    3.6526904E-02    1.8107533E-05
    7.4700000E+00    3.6611036E-02    1.8489384E-05
    7.6500000E+00    3.6696766E-02    1.8942994E-05
    7.8300000E+00    3.6782637E-02    1.9480276E-05
    8.0100000E+00    3.6863895E-02    2.0116722E-05
    8.1900000E+00    1.6145338E-02    2.1063169E-05
    8.3700000E+00    7.2222845E-03    2.2018724E-05
    8.5500000E+00    3.4049315E-03    2.2931046E-05
    8.7300000E+00    1.7855085E-03    2.3775709E-05
    8.9100000E+00    1.1046882E-03    2.4540786E-05
    9.0900000E+00    8.2110123E-04    2.5220771E-05
    9.2700000E+00    7.0405924E-04    2.5813755E-05
    9.4500000E+00    6.5617891E-04    2.6320101E-05
    9.6300000E+00    6.3674437E-04    2.6741781E-05
    9.8100000E+00    6.2889717E-04    2.7082012E-05
    9.9900000E+00    6.2572493E-04    2.7345006E-05
    1.0170000E+01    6.2442108E-04    2.7535774E-05
    1.0350000E+01    6.2385722E-04    2.7659943E-05
    1.0530000E+01    6.2358410E-04    2.7723577E-05
    1.0710000E+01    6.2342464E-04    2.7733008E-05
    1.0890000E+01    6.2330971E-04    2.7694671E-05
    1.1070000E+01    6.2321258E-04    2.7614948E-05
    1.1250000E+01    6.2312303E-04    2.7500029E-05
    1.1430000E+01    6.2303717E-04    2.7355787E-05
    1.1610000E+01    6.2295357E-04    2.7187668E-05
    1.1790000E+01    6.2287166E-04    2.7000599E-05
    1.1970000E+01    6.2279124E-04    2.6798920E-05
    1.2150000E+01    6.2271224E-04    2.6586326E-05
    1.2330000E+01    6.2263505E-04    2.6366587E-05
    1.2510000E+01    6.2602078E-04    2.8823540E-05
    1.2690000E+01    6.2701564E-04    3.0845681E-05
    1.2870000E+01    6.2717723E-04    3.2495692E-05
    1.3050000E+01    6.2706331E-04    3.3832056E-05
    1.3230000E+01    6.2686544E-04    3.4906422E-05
    1.3410000E+01    6.2664823E-04    3.5763819E-05
    1.3590000E+01    6.2643276E-04    3.6443038E-05
    1.3770000E+01    6.2622541E-04    3.6977116E-05
    1.3950000E+01    6.2602770E-04    3.7393884E-05
    1.4130000E+01    6.2583956E-04    3.7716543E-05
    1.4310000E+01    6.2566049E-04    3.7964242E-05
    1.4490000E+01    6.2548987E-04    3.8152627E-05
    1.4670000E+01    6.2532710E-04    3.8294360E-05
    1.4850000E+01    6.2517160E-04    3.8399590E-05
    1.5030000E+01    6.2502286E-04    3.8476369E-05
    1.5210000E+01    6.2488038E-04    3.8531026E-05
    1.5390000E+01    6.2474371E-04    3.8568480E-05
    1.5570000E+01    6.2461242E-04    3.8592509E-05
    1.5750000E+01    6.2448610E-04    3.8605977E-05
    1.5930000E+01    6.2436436E-04    3.8611020E-05
    1.6110000E+01    6.2424681E-04    3.8609190E-05
    1.6290000E+01    6.2413307E-04    3.8601585E-05
    1.6470000E+01    6.2402276E-04    3.8588934E-05
    1.6650000E+01    6.2391550E-04    3.8571675E-05
    1.6830000E+01    6.2381091E-04    3.8550008E-05
    1.7010000E+01    6.2370859E-04    3.8523928E-05
    1.7190000E+01    6.2360815E-04    3.8493256E-05
    1.7370000E+01    6.2350919E-04    3.8457645E-05
    1.7550000E+01    6.2341129E-04    3.8416583E-05
    1.7730000E+01    6.2331403E-04    3.8369387E-05
    1.7910000E+01    6.2321699E-04    3.8315193E-05
