# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0018590E-01    1.0018590E-01
    2.7000000E-01    1.0042076E-01    1.0042076E-01
    4.5000000E-01    1.0041102E-01    1.0041102E-01
    6.3000000E-01    1.0039835E-01    1.0039835E-01
    8.1000000E-01    1.0038202E-01    1.0038202E-01
    9.9000000E-01    1.0036520E-01    1.0036520E-01
    1.1700000E+00    1.0034903E-01    1.0034903E-01
    1.3500000E+00    1.0033390E-01    1.0033390E-01
    1.5300000E+00    1.0032001E-01    1.0032001E-01
    1.7100000E+00    1.0030747E-01    1.0030747E-01
    1.8900000E+00    1.0029639E-01    1.0029639E-01
    2.0700000E+00    1.0136458E-01    1.0136458E-01
    2.2500000E+00    1.0134614E-01    1.0134614E-01
    2.4300000E+00    1.0133053E-01    1.0133053E-01
    2.6100000E+00    1.0131561E-01    1.0131561E-01
    2.7900000E+00    1.0130130E-01    1.0130130E-01
    2.9700000E+00    1.0128757E-01    1.0128757E-01
    3.1500000E+00    1.0127440E-01    1.0127440E-01
    3.3300000E+00    1.0126177E-01    1.0126177E-01
    3.5100000E+00    1.0124965E-01    1.0124965E-01
    3.6900000E+00    1.0123802E-01    1.0123802E-01
    3.8700000E+00    1.0122685E-01    1.0122685E-01
    4.0500000E+00    1.0121613E-01    1.0121613E-01
    4.2300000E+00    1.0120583E-01    1.0120583E-01
    4.4100000E+00    1.0119594E-01    1.0119594E-01
    4.5900000E+00    1.0118643E-01    1.0118643E-01
    4.7700000E+00    1.0117728E-01    1.0117728E-01
    4.9500000E+00    1.0116848E-01    1.0116848E-01
    5.1300000E+00    1.0116001E-01    1.0116001E-01
    5.3100000E+00    1.0115186E-01    1.0115186E-01
    5.4900000E+00    1.0114399E-01    1.0114399E-01
    5.6700000E+00    1.0113641E-01    1.0113641E-01
    5.8500000E+00    1.0112908E-01    1.0112908E-01
    6.0300000E+00    1.0112200E-01    1.0112200E-01
    6.2100000E+00    1.0111514E-01    1.0111514E-01
    6.3900000E+00    1.0110849E-01    1.0110849E-01
    6.5700000E+00    1.0110203E-01    1.0110203E-01
    6.7500000E+00    1.0109573E-01    1.0109573E-01
    6.9300000E+00    1.0108958E-01    1.0108958E-01
    7.1100000E+00    1.0108355E-01    1.0108355E-01
    7.2900000E+00    1.0107762E-01    1.0107762E-01
    7.4700000E+00    1.0107174E-01    1.0107174E-01
    7.6500000E+00    1.0106589E-01    1.0106589E-01
    7.8300000E+00    1.0106002E-01    1.0106002E-01
    8.0100000E+00    1.0105409E-01    1.0105409E-01
    8.1900000E+00    9.9970512E-02    9.9970512E-02
    8.3700000E+00    9.9961393E-02    9.9961393E-02
    8.5500000E+00    9.9952817E-02    9.9952817E-02
    8.7300000E+00    9.9944780E-02    9.9944780E-02
    8.9100000E+00    9.9937250E-02    9.9937250E-02
    9.0900000E+00    9.9930190E-02    9.9930190E-02
    9.2700000E+00    9.9923568E-02    9.9923568E-02
    9.4500000E+00    9.9917351E-02    9.9917351E-02
    9.6300000E+00    9.9911513E-02    9.9911513E-02
    9.8100000E+00    9.9906027E-02    9.9906027E-02
    9.9900000E+00    9.9900870E-02    9.9900870E-02
    1.0170000E+01    9.9896022E-02    9.9896022E-02
    1.0350000E+01    9.9891462E-02    9.9891462E-02
    1.0530000E+01    9.9887173E-02    9.9887173E-02
    1.0710000E+01    9.9883138E-02    9.9883138E-02
    1.0890000E+01    9.9879341E-02    9.9879341E-02
    1.1070000E+01    9.9875769E-02    9.9875769E-02
    1.1250000E+01    9.9872407E-02    9.9872407E-02
    1.1430000E+01    9.9869243E-02    9.9869243E-02
    1.1610000E+01    9.9866265E-02    9.9866265E-02
    1.1790000E+01    9.9863462E-02    9.9863462E-02
    1.1970000E+01    9.9860823E-02    9.9860823E-02
    1.2150000E+01    9.9858339E-02    9.9858339E-02
    1.2330000E+01    9.9856000E-02    9.9856000E-02
    1.2510000E+01    9.9027037E-02    9.9027037E-02
    1.2690000E+01    9.9027348E-02    9.9027348E-02
    1.2870000E+01    9.9027089E-02    9.9027089E-02
    1.3050000E+01    9.9026848E-02    9.9026848E-02
    1.3230000E+01    9.9026622E-02    9.9026622E-02
    1.3410000E+01    9.9026408E-02    9.9026408E-02
    1.3590000E+01    9.9026202E-02    9.9026202E-02
    1.3770000E+01    9.9026002E-02    9.9026002E-02
    1.3950000E+01    9.9025806E-02    9.9025806E-02
    1.4130000E+01    9.9025612E-02    9.9025612E-02
    1.4310000E+01    9.9025420E-02    9.9025420E-02
    1.4490000E+01    9.9025229E-02    9.9025229E-02
    1.4670000E+01    9.9025039E-02    9.9025039E-02
    1.4850000E+01    9.9024848E-02    9.9024848E-02
    1.5030000E+01    9.9024658E-02    9.9024658E-02
    1.5210000E+01    9.9024468E-02    9.9024468E-02
    1.5390000E+01    9.9024278E-02    9.9024278E-02
    1.5570000E+01    9.9024090E-02    9.9024090E-02
    1.5750000E+01    9.9023905E-02    9.9023905E-02
    1.5930000E+01    9.9023723E-02    9.9023723E-02
    1.6110000E+01    9.9023546E-02    9.9023546E-02
    1.6290000E+01    9.9023375E-02    9.9023375E-02
    1.6470000E+01    9.9023211E-02    9.9023211E-02
    1.6650000E+01    9.9023056E-02    9.9023056E-02
    1.6830000E+01    9.9022910E-02    9.9022910E-02
    1.7010000E+01    9.9022777E-02    9.9022777E-02
    1.7190000E+01    9.9022656E-02    9.9022656E-02
    1.7370000E+01    9.9022549E-02    9.9022549E-02
    1.7550000E+01    9.9022458E-02    9.9022458E-02
    1.7730000E+01    9.9022383E-02    9.9022383E-02
