# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.7798E+00
  2.7000E-01    5.7983E+00
  4.5000E-01    5.8208E+00
  6.3000E-01    5.8426E+00
  8.1000E-01    5.8628E+00
  9.9000E-01    5.8809E+00
  1.1700E+00    5.8970E+00
  1.3500E+00    5.9111E+00
  1.5300E+00    5.9229E+00
  1.7100E+00    5.9323E+00
  1.8900E+00    5.9391E+00
  2.0700E+00    5.9444E+00
  2.2500E+00    5.9487E+00
  2.4300E+00    5.9525E+00
  2.6100E+00    5.9560E+00
  2.7900E+00    5.9591E+00
  2.9700E+00    5.9621E+00
  3.1500E+00    5.9648E+00
  3.3300E+00    5.9673E+00
  3.5100E+00    5.9696E+00
  3.6900E+00    5.9717E+00
  3.8700E+00    5.9737E+00
  4.0500E+00    5.9756E+00
  4.2300E+00    5.9774E+00
  4.4100E+00    5.9790E+00
  4.5900E+00    5.9806E+00
  4.7700E+00    5.9821E+00
  4.9500E+00    5.9835E+00
  5.1300E+00    5.9848E+00
  5.3100E+00    5.9862E+00
  5.4900E+00    5.9874E+00
  5.6700E+00    5.9887E+00
  5.8500E+00    5.9899E+00
  6.0300E+00    5.9912E+00
  6.2100E+00    5.9925E+00
  6.3900E+00    5.9939E+00
  6.5700E+00    5.9954E+00
  6.7500E+00    5.9971E+00
  6.9300E+00    5.9990E+00
  7.1100E+00    6.0011E+00
  7.2900E+00    6.0036E+00
  7.4700E+00    6.0066E+00
  7.6500E+00    6.0101E+00
  7.8300E+00    6.0144E+00
  8.0100E+00    6.0197E+00
  8.1900E+00    6.0264E+00
  8.3700E+00    6.0334E+00
  8.5500E+00    6.0406E+00
  8.7300E+00    6.0476E+00
  8.9100E+00    6.0546E+00
  9.0900E+00    6.0615E+00
  9.2700E+00    6.0682E+00
  9.4500E+00    6.0748E+00
  9.6300E+00    6.0812E+00
  9.8100E+00    6.0876E+00
  9.9900E+00    6.0938E+00
  1.0170E+01    6.0999E+00
  1.0350E+01    6.1058E+00
  1.0530E+01    6.1117E+00
  1.0710E+01    6.1174E+00
  1.0890E+01    6.1231E+00
  1.1070E+01    6.1286E+00
  1.1250E+01    6.1340E+00
  1.1430E+01    6.1393E+00
  1.1610E+01    6.1445E+00
  1.1790E+01    6.1495E+00
  1.1970E+01    6.1544E+00
  1.2150E+01    6.1591E+00
  1.2330E+01    6.1637E+00
  1.2510E+01    6.1664E+00
  1.2690E+01    6.1691E+00
  1.2870E+01    6.1717E+00
  1.3050E+01    6.1744E+00
  1.3230E+01    6.1770E+00
  1.3410E+01    6.1796E+00
  1.3590E+01    6.1821E+00
  1.3770E+01    6.1847E+00
  1.3950E+01    6.1872E+00
  1.4130E+01    6.1898E+00
  1.4310E+01    6.1923E+00
  1.4490E+01    6.1947E+00
  1.4670E+01    6.1972E+00
  1.4850E+01    6.1997E+00
  1.5030E+01    6.2021E+00
  1.5210E+01    6.2045E+00
  1.5390E+01    6.2069E+00
  1.5570E+01    6.2093E+00
  1.5750E+01    6.2116E+00
  1.5930E+01    6.2140E+00
  1.6110E+01    6.2163E+00
  1.6290E+01    6.2186E+00
  1.6470E+01    6.2208E+00
  1.6650E+01    6.2231E+00
  1.6830E+01    6.2253E+00
  1.7010E+01    6.2274E+00
  1.7190E+01    6.2295E+00
  1.7370E+01    6.2316E+00
  1.7550E+01    6.2336E+00
  1.7730E+01    6.2355E+00
  1.7910E+01    6.2374E+00
