# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.4048992E-02    2.0681650E-01    1.9000015E-04
    2.7000000E-01    2.4646018E-02    2.0215708E-01    1.9000047E-04
    4.5000000E-01    2.4825256E-02    1.9807383E-01    1.9000078E-04
    6.3000000E-01    2.4867903E-02    1.9417328E-01    1.9000110E-04
    8.1000000E-01    2.4876720E-02    1.9032027E-01    1.9000141E-04
    9.9000000E-01    2.4892192E-02    1.8646604E-01    1.9000171E-04
    1.1700000E+00    2.4933526E-02    1.8259276E-01    1.9000201E-04
    1.3500000E+00    2.5013464E-02    1.7869376E-01    1.9000231E-04
    1.5300000E+00    2.5143896E-02    1.7476642E-01    1.9000261E-04
    1.7100000E+00    2.5338275E-02    1.7080962E-01    1.9000291E-04
    1.8900000E+00    2.5613000E-02    1.6682284E-01    1.9000320E-04
    2.0700000E+00    2.5985828E-02    1.6283474E-01    1.9000348E-04
    2.2500000E+00    2.6398250E-02    1.5893326E-01    1.9000377E-04
    2.4300000E+00    2.6827786E-02    1.5512444E-01    1.9000404E-04
    2.6100000E+00    2.7264740E-02    1.5142288E-01    1.9000432E-04
    2.7900000E+00    2.7705186E-02    1.4783503E-01    1.9000459E-04
    2.9700000E+00    2.8147491E-02    1.4436409E-01    1.9000486E-04
    3.1500000E+00    2.8590951E-02    1.4101196E-01    1.9000512E-04
    3.3300000E+00    2.9035239E-02    1.3778002E-01    1.9000538E-04
    3.5100000E+00    2.9480181E-02    1.3466941E-01    1.9000564E-04
    3.6900000E+00    2.9925660E-02    1.3168122E-01    1.9000589E-04
    3.8700000E+00    3.0371577E-02    1.2881649E-01    1.9000614E-04
    4.0500000E+00    3.0817826E-02    1.2607626E-01    1.9000638E-04
    4.2300000E+00    3.1264289E-02    1.2346157E-01    1.9000663E-04
    4.4100000E+00    3.1710815E-02    1.2097349E-01    1.9000687E-04
    4.5900000E+00    3.2157220E-02    1.1861309E-01    1.9000710E-04
    4.7700000E+00    3.2603269E-02    1.1638146E-01    1.9000733E-04
    4.9500000E+00    3.3048665E-02    1.1427970E-01    1.9000756E-04
    5.1300000E+00    3.3493030E-02    1.1230895E-01    1.9000779E-04
    5.3100000E+00    3.3935882E-02    1.1047036E-01    1.9000801E-04
    5.4900000E+00    3.4376609E-02    1.0876509E-01    1.9000822E-04
    5.6700000E+00    3.4814437E-02    1.0719434E-01    1.9000844E-04
    5.8500000E+00    3.5248380E-02    1.0575932E-01    1.9000865E-04
    6.0300000E+00    3.5677192E-02    1.0446126E-01    1.9000885E-04
    6.2100000E+00    3.6099298E-02    1.0330144E-01    1.9000906E-04
    6.3900000E+00    3.6512708E-02    1.0228114E-01    1.9000925E-04
    6.5700000E+00    3.6914909E-02    1.0140168E-01    1.9000945E-04
    6.7500000E+00    3.7302735E-02    1.0066438E-01    1.9000964E-04
    6.9300000E+00    3.7672198E-02    1.0007061E-01    1.9000983E-04
    7.1100000E+00    3.8018273E-02    9.9621753E-02    1.9001001E-04
    7.2900000E+00    3.8334644E-02    9.9319222E-02    1.9001019E-04
    7.4700000E+00    3.8613365E-02    9.9164445E-02    1.9001037E-04
    7.6500000E+00    3.8844445E-02    9.9158876E-02    1.9001054E-04
    7.8300000E+00    3.9015320E-02    9.9303985E-02    1.9001071E-04
    8.0100000E+00    3.9110202E-02    9.9601266E-02    1.9001087E-04
    8.1900000E+00    3.9109240E-02    1.0005543E-01    1.9001103E-04
    8.3700000E+00    3.9058366E-02    1.0059871E-01    1.9001119E-04
    8.5500000E+00    3.8981550E-02    1.0119143E-01    1.9001135E-04
    8.7300000E+00    3.8891582E-02    1.0181416E-01    1.9001150E-04
    8.9100000E+00    3.8795275E-02    1.0245657E-01    1.9001164E-04
    9.0900000E+00    3.8696251E-02    1.0311319E-01    1.9001179E-04
    9.2700000E+00    3.8596434E-02    1.0378116E-01    1.9001193E-04
    9.4500000E+00    3.8496849E-02    1.0445901E-01    1.9001206E-04
    9.6300000E+00    3.8398053E-02    1.0514598E-01    1.9001219E-04
    9.8100000E+00    3.8300361E-02    1.0584172E-01    1.9001232E-04
    9.9900000E+00    3.8203974E-02    1.0654606E-01    1.9001245E-04
    1.0170000E+01    3.8109044E-02    1.0725895E-01    1.9001257E-04
    1.0350000E+01    3.8015715E-02    1.0798041E-01    1.9001268E-04
    1.0530000E+01    3.7924146E-02    1.0871046E-01    1.9001280E-04
    1.0710000E+01    3.7834532E-02    1.0944917E-01    1.9001291E-04
    1.0890000E+01    3.7747118E-02    1.1019659E-01    1.9001301E-04
    1.1070000E+01    3.7662215E-02    1.1095279E-01    1.9001311E-04
    1.1250000E+01    3.7580222E-02    1.1171783E-01    1.9001321E-04
    1.1430000E+01    3.7501648E-02    1.1249179E-01    1.9001330E-04
    1.1610000E+01    3.7427141E-02    1.1327474E-01    1.9001339E-04
    1.1790000E+01    3.7357521E-02    1.1406675E-01    1.9001348E-04
    1.1970000E+01    3.7293832E-02    1.1486790E-01    1.9001356E-04
    1.2150000E+01    3.7237392E-02    1.1567825E-01    1.9001364E-04
    1.2330000E+01    3.7189873E-02    1.1649789E-01    1.9001371E-04
    1.2510000E+01    3.7153165E-02    1.1733180E-01    1.9001379E-04
    1.2690000E+01    3.7116437E-02    1.1813708E-01    1.9001385E-04
    1.2870000E+01    3.7079889E-02    1.1890906E-01    1.9001392E-04
    1.3050000E+01    3.7043517E-02    1.1964800E-01    1.9001399E-04
    1.3230000E+01    3.7007319E-02    1.2035420E-01    1.9001405E-04
    1.3410000E+01    3.6971294E-02    1.2102800E-01    1.9001411E-04
    1.3590000E+01    3.6935441E-02    1.2166979E-01    1.9001417E-04
    1.3770000E+01    3.6899763E-02    1.2227999E-01    1.9001423E-04
    1.3950000E+01    3.6864264E-02    1.2285907E-01    1.9001428E-04
    1.4130000E+01    3.6828948E-02    1.2340751E-01    1.9001433E-04
    1.4310000E+01    3.6793823E-02    1.2392584E-01    1.9001438E-04
    1.4490000E+01    3.6758900E-02    1.2441462E-01    1.9001443E-04
    1.4670000E+01    3.6724194E-02    1.2487439E-01    1.9001448E-04
    1.4850000E+01    3.6689724E-02    1.2530576E-01    1.9001452E-04
    1.5030000E+01    3.6655514E-02    1.2570930E-01    1.9001456E-04
    1.5210000E+01    3.6621597E-02    1.2608560E-01    1.9001460E-04
    1.5390000E+01    3.6588014E-02    1.2643527E-01    1.9001464E-04
    1.5570000E+01    3.6554817E-02    1.2675886E-01    1.9001467E-04
    1.5750000E+01    3.6522074E-02    1.2705694E-01    1.9001470E-04
    1.5930000E+01    3.6489870E-02    1.2733006E-01    1.9001473E-04
    1.6110000E+01    3.6458312E-02    1.2757871E-01    1.9001476E-04
