# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    8.0100000E+00    1.0108859E-01    1.0108859E-01
    8.1900000E+00    1.0000871E-01    1.0000871E-01
    8.3700000E+00    9.9999020E-02    9.9999020E-02
    8.5500000E+00    9.9989804E-02    9.9989804E-02
    8.7300000E+00    9.9981089E-02    9.9981089E-02
    8.9100000E+00    9.9972856E-02    9.9972856E-02
    9.0900000E+00    9.9965080E-02    9.9965080E-02
    9.2700000E+00    9.9957732E-02    9.9957732E-02
    9.4500000E+00    9.9950786E-02    9.9950786E-02
    9.6300000E+00    9.9944217E-02    9.9944217E-02
    9.8100000E+00    9.9938002E-02    9.9938002E-02
    9.9900000E+00    9.9932120E-02    9.9932120E-02
    1.0170000E+01    9.9926552E-02    9.9926552E-02
    1.0350000E+01    9.9921279E-02    9.9921279E-02
    1.0530000E+01    9.9916285E-02    9.9916285E-02
    1.0710000E+01    9.9911555E-02    9.9911555E-02
    1.0890000E+01    9.9907073E-02    9.9907073E-02
    1.1070000E+01    9.9902826E-02    9.9902826E-02
    1.1250000E+01    9.9898802E-02    9.9898802E-02
    1.1430000E+01    9.9894989E-02    9.9894989E-02
    1.1610000E+01    9.9891375E-02    9.9891375E-02
    1.1790000E+01    9.9887951E-02    9.9887951E-02
    1.1970000E+01    9.9884707E-02    9.9884707E-02
    1.2150000E+01    9.9881633E-02    9.9881633E-02
    1.2330000E+01    9.9878721E-02    9.9878721E-02
    1.2510000E+01    9.9031793E-02    9.9031793E-02
    1.2690000E+01    9.9032240E-02    9.9032240E-02
    1.2870000E+01    9.9031952E-02    9.9031952E-02
    1.3050000E+01    9.9031680E-02    9.9031680E-02
    1.3230000E+01    9.9031421E-02    9.9031421E-02
    1.3410000E+01    9.9031172E-02    9.9031172E-02
    1.3590000E+01    9.9030931E-02    9.9030931E-02
    1.3770000E+01    9.9030696E-02    9.9030696E-02
    1.3950000E+01    9.9030465E-02    9.9030465E-02
    1.4130000E+01    9.9030238E-02    9.9030238E-02
    1.4310000E+01    9.9030013E-02    9.9030013E-02
    1.4490000E+01    9.9029789E-02    9.9029789E-02
    1.4670000E+01    9.9029566E-02    9.9029566E-02
    1.4850000E+01    9.9029345E-02    9.9029345E-02
    1.5030000E+01    9.9029124E-02    9.9029124E-02
    1.5210000E+01    9.9028903E-02    9.9028903E-02
    1.5390000E+01    9.9028685E-02    9.9028685E-02
    1.5570000E+01    9.9028468E-02    9.9028468E-02
    1.5750000E+01    9.9028254E-02    9.9028254E-02
    1.5930000E+01    9.9028044E-02    9.9028044E-02
    1.6110000E+01    9.9027838E-02    9.9027838E-02
    1.6290000E+01    9.9027639E-02    9.9027639E-02
    1.6470000E+01    9.9027446E-02    9.9027446E-02
    1.6650000E+01    9.9027262E-02    9.9027262E-02
    1.6830000E+01    9.9027088E-02    9.9027088E-02
    1.7010000E+01    9.9026925E-02    9.9026925E-02
    1.7190000E+01    9.9026775E-02    9.9026775E-02
    1.7370000E+01    9.9026639E-02    9.9026639E-02
    1.7550000E+01    9.9026518E-02    9.9026518E-02
    1.7730000E+01    9.9026414E-02    9.9026414E-02
    1.7910000E+01    9.9026328E-02    9.9026328E-02
