# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.4193897E-02    2.0607275E-01    1.9000020E-04
    2.7000000E-01    2.4575557E-02    2.0049687E-01    1.9000061E-04
    4.5000000E-01    2.4601477E-02    1.9539104E-01    1.9000102E-04
    6.3000000E-01    2.4564250E-02    1.9035640E-01    1.9000142E-04
    8.1000000E-01    2.4534598E-02    1.8530531E-01    1.9000182E-04
    9.9000000E-01    2.4534449E-02    1.8021725E-01    1.9000222E-04
    1.1700000E+00    2.4576167E-02    1.7508712E-01    1.9000261E-04
    1.3500000E+00    2.4671997E-02    1.6991344E-01    1.9000300E-04
    1.5300000E+00    2.4836874E-02    1.6469559E-01    1.9000339E-04
    1.7100000E+00    2.5089891E-02    1.5943316E-01    1.9000377E-04
    1.8900000E+00    2.5455672E-02    1.5412581E-01    1.9000415E-04
    2.0700000E+00    2.5962365E-02    1.4881138E-01    1.9000452E-04
    2.2500000E+00    2.6507004E-02    1.4363806E-01    1.9000489E-04
    2.4300000E+00    2.7063451E-02    1.3860853E-01    1.9000525E-04
    2.6100000E+00    2.7623757E-02    1.3373513E-01    1.9000561E-04
    2.7900000E+00    2.8185640E-02    1.2902233E-01    1.9000596E-04
    2.9700000E+00    2.8748403E-02    1.2447244E-01    1.9000631E-04
    3.1500000E+00    2.9311805E-02    1.2008715E-01    1.9000665E-04
    3.3300000E+00    2.9875735E-02    1.1586797E-01    1.9000699E-04
    3.5100000E+00    3.0440124E-02    1.1181638E-01    1.9000733E-04
    3.6900000E+00    3.1004914E-02    1.0793385E-01    1.9000766E-04
    3.8700000E+00    3.1570043E-02    1.0422186E-01    1.9000798E-04
    4.0500000E+00    3.2135441E-02    1.0068190E-01    1.9000831E-04
    4.2300000E+00    3.2701022E-02    9.7315483E-02    1.9000862E-04
    4.4100000E+00    3.3266676E-02    9.4124152E-02    1.9000894E-04
    4.5900000E+00    3.3832260E-02    9.1109467E-02    1.9000924E-04
    4.7700000E+00    3.4397583E-02    8.8273019E-02    1.9000955E-04
    4.9500000E+00    3.4962396E-02    8.5616433E-02    1.9000985E-04
    5.1300000E+00    3.5526366E-02    8.3141367E-02    1.9001014E-04
    5.3100000E+00    3.6089048E-02    8.0849524E-02    1.9001043E-04
    5.4900000E+00    3.6649844E-02    7.8742649E-02    1.9001072E-04
    5.6700000E+00    3.7207959E-02    7.6822536E-02    1.9001100E-04
    5.8500000E+00    3.7762339E-02    7.5091030E-02    1.9001127E-04
    6.0300000E+00    3.8311598E-02    7.3550035E-02    1.9001154E-04
    6.2100000E+00    3.8853915E-02    7.2201511E-02    1.9001181E-04
    6.3900000E+00    3.9386909E-02    7.1047481E-02    1.9001207E-04
    6.5700000E+00    3.9907482E-02    7.0090028E-02    1.9001233E-04
    6.7500000E+00    4.0411609E-02    6.9331301E-02    1.9001258E-04
    6.9300000E+00    4.0894079E-02    6.8773509E-02    1.9001283E-04
    7.1100000E+00    4.1348155E-02    6.8418921E-02    1.9001307E-04
    7.2900000E+00    4.1765144E-02    6.8269864E-02    1.9001330E-04
    7.4700000E+00    4.2133846E-02    6.8328713E-02    1.9001354E-04
    7.6500000E+00    4.2439842E-02    6.8597891E-02    1.9001376E-04
    7.8300000E+00    4.2664583E-02    6.9079854E-02    1.9001398E-04
    8.0100000E+00    4.2784218E-02    6.9777093E-02    1.9001420E-04
    8.1900000E+00    4.2767994E-02    7.0698652E-02    1.9001441E-04
    8.3700000E+00    4.2690508E-02    7.1735096E-02    1.9001462E-04
    8.5500000E+00    4.2585867E-02    7.2828832E-02    1.9001483E-04
    8.7300000E+00    4.2469772E-02    7.3956342E-02    1.9001503E-04
    8.9100000E+00    4.2349411E-02    7.5106924E-02    1.9001522E-04
    9.0900000E+00    4.2228041E-02    7.6275785E-02    1.9001541E-04
    9.2700000E+00    4.2107126E-02    7.7460835E-02    1.9001559E-04
    9.4500000E+00    4.1987317E-02    7.8661214E-02    1.9001577E-04
    9.6300000E+00    4.1868913E-02    7.9876612E-02    1.9001595E-04
    9.8100000E+00    4.1752061E-02    8.1106967E-02    1.9001612E-04
    9.9900000E+00    4.1636857E-02    8.2352327E-02    1.9001628E-04
    1.0170000E+01    4.1523393E-02    8.3612788E-02    1.9001644E-04
    1.0350000E+01    4.1411777E-02    8.4888469E-02    1.9001659E-04
    1.0530000E+01    4.1302155E-02    8.6179500E-02    1.9001674E-04
    1.0710000E+01    4.1194725E-02    8.7486013E-02    1.9001689E-04
    1.0890000E+01    4.1089750E-02    8.8808145E-02    1.9001703E-04
    1.1070000E+01    4.0987582E-02    9.0146035E-02    1.9001716E-04
    1.1250000E+01    4.0888687E-02    9.1499823E-02    1.9001729E-04
    1.1430000E+01    4.0793673E-02    9.2869651E-02    1.9001741E-04
    1.1610000E+01    4.0703336E-02    9.4255662E-02    1.9001753E-04
    1.1790000E+01    4.0618712E-02    9.5658000E-02    1.9001765E-04
    1.1970000E+01    4.0541148E-02    9.7076811E-02    1.9001776E-04
    1.2150000E+01    4.0472385E-02    9.8512242E-02    1.9001786E-04
    1.2330000E+01    4.0414682E-02    9.9964442E-02    1.9001796E-04
    1.2510000E+01    4.0370707E-02    1.0144193E-01    1.9001805E-04
    1.2690000E+01    4.0326746E-02    1.0288079E-01    1.9001815E-04
    1.2870000E+01    4.0283010E-02    1.0427234E-01    1.9001824E-04
    1.3050000E+01    4.0239489E-02    1.0561627E-01    1.9001832E-04
    1.3230000E+01    4.0196178E-02    1.0691226E-01    1.9001841E-04
    1.3410000E+01    4.0153073E-02    1.0816005E-01    1.9001849E-04
    1.3590000E+01    4.0110170E-02    1.0935936E-01    1.9001857E-04
    1.3770000E+01    4.0067470E-02    1.1050998E-01    1.9001864E-04
    1.3950000E+01    4.0024973E-02    1.1161173E-01    1.9001871E-04
    1.4130000E+01    3.9982682E-02    1.1266446E-01    1.9001878E-04
    1.4310000E+01    3.9940603E-02    1.1366806E-01    1.9001885E-04
    1.4490000E+01    3.9898745E-02    1.1462250E-01    1.9001891E-04
    1.4670000E+01    3.9857120E-02    1.1552775E-01    1.9001897E-04
    1.4850000E+01    3.9815745E-02    1.1638386E-01    1.9001903E-04
    1.5030000E+01    3.9774644E-02    1.1719092E-01    1.9001909E-04
    1.5210000E+01    3.9733848E-02    1.1794905E-01    1.9001914E-04
    1.5390000E+01    3.9693397E-02    1.1865843E-01    1.9001919E-04
    1.5570000E+01    3.9653346E-02    1.1931926E-01    1.9001923E-04
    1.5750000E+01    3.9613763E-02    1.1993176E-01    1.9001928E-04
    1.5930000E+01    3.9574740E-02    1.2049621E-01    1.9001932E-04
    1.6110000E+01    3.9536394E-02    1.2101284E-01    1.9001935E-04
    1.6290000E+01    3.9498879E-02    1.2148193E-01    1.9001939E-04
    1.6470000E+01    3.9462393E-02    1.2190373E-01    1.9001942E-04
    1.6650000E+01    3.9427191E-02    1.2227846E-01    1.9001944E-04
    1.6830000E+01    3.9393606E-02    1.2260633E-01    1.9001947E-04
    1.7010000E+01    3.9362065E-02    1.2288746E-01    1.9001949E-04
    1.7190000E+01    3.9333123E-02    1.2312197E-01    1.9001950E-04
    1.7370000E+01    3.9307495E-02    1.2330986E-01    1.9001952E-04
    1.7550000E+01    3.9286107E-02    1.2345109E-01    1.9001953E-04
    1.7730000E+01    3.9270154E-02    1.2354551E-01    1.9001953E-04
    1.7910000E+01    3.9261181E-02    1.2359289E-01    1.9001954E-04
