# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0025889E-01    1.0025889E-01
    2.7000000E-01    1.0038573E-01    1.0038573E-01
    4.5000000E-01    1.0035930E-01    1.0035930E-01
    6.3000000E-01    1.0033034E-01    1.0033034E-01
    8.1000000E-01    1.0030251E-01    1.0030251E-01
    9.9000000E-01    1.0027663E-01    1.0027663E-01
    1.1700000E+00    1.0025277E-01    1.0025277E-01
    1.3500000E+00    1.0023083E-01    1.0023083E-01
    1.5300000E+00    1.0021069E-01    1.0021069E-01
    1.7100000E+00    1.0019226E-01    1.0019226E-01
    1.8900000E+00    1.0017538E-01    1.0017538E-01
    2.0700000E+00    1.0119288E-01    1.0119288E-01
    2.2500000E+00    1.0117171E-01    1.0117171E-01
    2.4300000E+00    1.0115344E-01    1.0115344E-01
    2.6100000E+00    1.0113727E-01    1.0113727E-01
    2.7900000E+00    1.0112294E-01    1.0112294E-01
    2.9700000E+00    1.0111021E-01    1.0111021E-01
    3.1500000E+00    1.0109889E-01    1.0109889E-01
    3.3300000E+00    1.0108881E-01    1.0108881E-01
    3.5100000E+00    1.0107980E-01    1.0107980E-01
    3.6900000E+00    1.0107175E-01    1.0107175E-01
    3.8700000E+00    1.0106454E-01    1.0106454E-01
    4.0500000E+00    1.0105807E-01    1.0105807E-01
    4.2300000E+00    1.0105226E-01    1.0105226E-01
    4.4100000E+00    1.0104703E-01    1.0104703E-01
    4.5900000E+00    1.0104232E-01    1.0104232E-01
    4.7700000E+00    1.0103807E-01    1.0103807E-01
    4.9500000E+00    1.0103424E-01    1.0103424E-01
    5.1300000E+00    1.0103078E-01    1.0103078E-01
    5.3100000E+00    1.0102766E-01    1.0102766E-01
    5.4900000E+00    1.0102484E-01    1.0102484E-01
    5.6700000E+00    1.0102229E-01    1.0102229E-01
    5.8500000E+00    1.0101998E-01    1.0101998E-01
    6.0300000E+00    1.0101790E-01    1.0101790E-01
    6.2100000E+00    1.0101602E-01    1.0101602E-01
    6.3900000E+00    1.0101432E-01    1.0101432E-01
    6.5700000E+00    1.0101279E-01    1.0101279E-01
    6.7500000E+00    1.0101141E-01    1.0101141E-01
    6.9300000E+00    1.0101017E-01    1.0101017E-01
    7.1100000E+00    1.0100905E-01    1.0100905E-01
    7.2900000E+00    1.0100806E-01    1.0100806E-01
    7.4700000E+00    1.0100717E-01    1.0100717E-01
    7.6500000E+00    1.0100638E-01    1.0100638E-01
    7.8300000E+00    1.0100568E-01    1.0100568E-01
    8.0100000E+00    1.0100506E-01    1.0100506E-01
    8.1900000E+00    9.9937779E-02    9.9937779E-02
    8.3700000E+00    9.9936888E-02    9.9936888E-02
    8.5500000E+00    9.9936149E-02    9.9936149E-02
    8.7300000E+00    9.9935529E-02    9.9935529E-02
    8.9100000E+00    9.9935009E-02    9.9935009E-02
    9.0900000E+00    9.9934579E-02    9.9934579E-02
    9.2700000E+00    9.9934229E-02    9.9934229E-02
    9.4500000E+00    9.9933953E-02    9.9933953E-02
    9.6300000E+00    9.9933743E-02    9.9933743E-02
    9.8100000E+00    9.9933594E-02    9.9933594E-02
    9.9900000E+00    9.9933502E-02    9.9933502E-02
    1.0170000E+01    9.9933461E-02    9.9933461E-02
    1.0350000E+01    9.9933467E-02    9.9933467E-02
    1.0530000E+01    9.9933517E-02    9.9933517E-02
    1.0710000E+01    9.9933606E-02    9.9933606E-02
    1.0890000E+01    9.9933731E-02    9.9933731E-02
    1.1070000E+01    9.9933889E-02    9.9933889E-02
    1.1250000E+01    9.9934076E-02    9.9934076E-02
    1.1430000E+01    9.9934290E-02    9.9934290E-02
    1.1610000E+01    9.9934527E-02    9.9934527E-02
    1.1790000E+01    9.9934785E-02    9.9934785E-02
    1.1970000E+01    9.9935060E-02    9.9935060E-02
    1.2150000E+01    9.9935349E-02    9.9935349E-02
    1.2330000E+01    9.9935650E-02    9.9935650E-02
    1.2510000E+01    9.9016742E-02    9.9016742E-02
    1.2690000E+01    9.9016787E-02    9.9016787E-02
    1.2870000E+01    9.9016734E-02    9.9016734E-02
    1.3050000E+01    9.9016687E-02    9.9016687E-02
    1.3230000E+01    9.9016642E-02    9.9016642E-02
    1.3410000E+01    9.9016600E-02    9.9016600E-02
    1.3590000E+01    9.9016559E-02    9.9016559E-02
    1.3770000E+01    9.9016520E-02    9.9016520E-02
    1.3950000E+01    9.9016483E-02    9.9016483E-02
    1.4130000E+01    9.9016449E-02    9.9016449E-02
    1.4310000E+01    9.9016416E-02    9.9016416E-02
    1.4490000E+01    9.9016386E-02    9.9016386E-02
    1.4670000E+01    9.9016357E-02    9.9016357E-02
    1.4850000E+01    9.9016330E-02    9.9016330E-02
    1.5030000E+01    9.9016305E-02    9.9016305E-02
    1.5210000E+01    9.9016282E-02    9.9016282E-02
    1.5390000E+01    9.9016261E-02    9.9016261E-02
    1.5570000E+01    9.9016241E-02    9.9016241E-02
    1.5750000E+01    9.9016224E-02    9.9016224E-02
    1.5930000E+01    9.9016208E-02    9.9016208E-02
    1.6110000E+01    9.9016194E-02    9.9016194E-02
    1.6290000E+01    9.9016183E-02    9.9016183E-02
    1.6470000E+01    9.9016175E-02    9.9016175E-02
    1.6650000E+01    9.9016169E-02    9.9016169E-02
    1.6830000E+01    9.9016166E-02    9.9016166E-02
    1.7010000E+01    9.9016167E-02    9.9016167E-02
    1.7190000E+01    9.9016172E-02    9.9016172E-02
    1.7370000E+01    9.9016182E-02    9.9016182E-02
    1.7550000E+01    9.9016196E-02    9.9016196E-02
    1.7730000E+01    9.9016216E-02    9.9016216E-02
    1.7910000E+01    9.9016242E-02    9.9016242E-02
