# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    1.1070000E+01    1.2452889E-11    2.2281302E-05
    1.1250000E+01    1.2457187E-11    2.2279032E-05
    1.1430000E+01    1.2461484E-11    2.2276808E-05
    1.1610000E+01    1.2465779E-11    2.2274620E-05
    1.1790000E+01    1.2470072E-11    2.2272457E-05
    1.1970000E+01    1.2474363E-11    2.2270309E-05
    1.2150000E+01    1.2478653E-11    2.2268165E-05
    1.2330000E+01    1.2482941E-11    2.2266901E-05
    1.2510000E+01    1.2487237E-11    4.4493649E-05
    1.2690000E+01    1.2491552E-11    4.5687340E-05
    1.2870000E+01    1.2495892E-11    4.5748492E-05
    1.3050000E+01    1.2500256E-11    4.5749681E-05
    1.3230000E+01    1.2504645E-11    4.5747794E-05
    1.3410000E+01    1.2509059E-11    4.5745799E-05
    1.3590000E+01    1.2513498E-11    4.5743847E-05
    1.3770000E+01    1.2517962E-11    4.5741944E-05
    1.3950000E+01    1.2522451E-11    4.5740088E-05
    1.4130000E+01    1.2526966E-11    4.5738279E-05
    1.4310000E+01    1.2531506E-11    4.5736513E-05
    1.4490000E+01    1.2536072E-11    4.5734788E-05
    1.4670000E+01    1.2540664E-11    4.5733103E-05
    1.4850000E+01    1.2545282E-11    4.5731454E-05
    1.5030000E+01    1.2549926E-11    4.5729838E-05
    1.5210000E+01    1.2554596E-11    4.5728253E-05
    1.5390000E+01    1.2559293E-11    4.5726695E-05
    1.5570000E+01    1.2564016E-11    4.5725160E-05
    1.5750000E+01    1.2568766E-11    4.5723643E-05
    1.5930000E+01    1.2573543E-11    4.5722140E-05
    1.6110000E+01    1.2578347E-11    4.5720645E-05
    1.6290000E+01    1.2583179E-11    4.5719152E-05
    1.6470000E+01    1.2588037E-11    4.5717654E-05
    1.6650000E+01    1.2592924E-11    4.5716144E-05
    1.6830000E+01    1.2597838E-11    4.5714612E-05
    1.7010000E+01    1.2602780E-11    4.5713050E-05
    1.7190000E+01    1.2607750E-11    4.5711445E-05
    1.7370000E+01    1.2612748E-11    4.5709785E-05
    1.7550000E+01    1.2617775E-11    4.5708056E-05
    1.7730000E+01    1.2622830E-11    4.5706240E-05
    1.7910000E+01    1.2627910E-11    4.5704320E-05
