# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8357769E-12    1.0095407E-05
    2.7000000E-01    1.8408150E-12    1.5694054E-05
    4.5000000E-01    1.8458530E-12    2.0411259E-05
    6.3000000E-01    1.8508911E-12    2.3827777E-05
    8.1000000E-01    1.8559291E-12    2.5915574E-05
    9.9000000E-01    1.8609669E-12    2.6906920E-05
    1.1700000E+00    1.8660044E-12    2.7138198E-05
    1.3500000E+00    1.8710416E-12    2.6930103E-05
    1.5300000E+00    1.8760784E-12    2.6525591E-05
    1.7100000E+00    1.8811148E-12    2.6077351E-05
    1.8900000E+00    1.8863857E-12    2.5663506E-05
    2.0700000E+00    2.1956760E-12    2.3502135E-05
    2.2500000E+00    2.5049259E-12    2.2387992E-05
    2.4300000E+00    2.8141361E-12    2.1808994E-05
    2.6100000E+00    3.1233065E-12    2.1491380E-05
    2.7900000E+00    3.4324373E-12    2.1299785E-05
    2.9700000E+00    3.7415282E-12    2.1170646E-05
    3.1500000E+00    4.0505795E-12    2.1074909E-05
    3.3300000E+00    4.3595909E-12    2.0999163E-05
    3.5100000E+00    4.6685626E-12    2.0936841E-05
    3.6900000E+00    4.9774945E-12    2.0884371E-05
    3.8700000E+00    5.2863866E-12    2.0839549E-05
    4.0500000E+00    5.5952388E-12    2.0800863E-05
    4.2300000E+00    5.9040512E-12    2.0767202E-05
    4.4100000E+00    6.2128236E-12    2.0737712E-05
    4.5900000E+00    6.5215560E-12    2.0711719E-05
    4.7700000E+00    6.8302484E-12    2.0688683E-05
    4.9500000E+00    7.1389007E-12    2.0668168E-05
    5.1300000E+00    7.4475129E-12    2.0649815E-05
    5.3100000E+00    7.7560849E-12    2.0633327E-05
    5.4900000E+00    8.0646167E-12    2.0618458E-05
    5.6700000E+00    8.3731082E-12    2.0605000E-05
    5.8500000E+00    8.6815594E-12    2.0592779E-05
    6.0300000E+00    8.9899701E-12    2.0581647E-05
    6.2100000E+00    9.2983404E-12    2.0571476E-05
    6.3900000E+00    9.6066701E-12    2.0562157E-05
    6.5700000E+00    9.9149592E-12    2.0553598E-05
    6.7500000E+00    1.0223208E-11    2.0545715E-05
    6.9300000E+00    1.0531415E-11    2.0538439E-05
    7.1100000E+00    1.0839582E-11    2.0531707E-05
    7.2900000E+00    1.1147708E-11    2.0525466E-05
    7.4700000E+00    1.1455793E-11    2.0519667E-05
    7.6500000E+00    1.1763837E-11    2.0514267E-05
    7.8300000E+00    1.2071840E-11    2.0509231E-05
    8.0100000E+00    1.2379566E-11    2.0504650E-05
    8.1900000E+00    1.2383897E-11    2.2140340E-05
    8.3700000E+00    1.2388220E-11    2.2308850E-05
    8.5500000E+00    1.2392542E-11    2.2322122E-05
    8.7300000E+00    1.2396863E-11    2.2319732E-05
    8.9100000E+00    1.2401182E-11    2.2315997E-05
    9.0900000E+00    1.2405499E-11    2.2312322E-05
    9.2700000E+00    1.2409816E-11    2.2308826E-05
    9.4500000E+00    1.2414130E-11    2.2305506E-05
    9.6300000E+00    1.2418443E-11    2.2302346E-05
    9.8100000E+00    1.2422754E-11    2.2299332E-05
    9.9900000E+00    1.2427064E-11    2.2296452E-05
    1.0170000E+01    1.2431373E-11    2.2293692E-05
    1.0350000E+01    1.2435679E-11    2.2291041E-05
    1.0530000E+01    1.2439984E-11    2.2288486E-05
    1.0710000E+01    1.2444287E-11    2.2286019E-05
    1.0890000E+01    1.2448589E-11    2.2283627E-05
