# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.8247E+00
  2.7000E-01    5.8737E+00
  4.5000E-01    5.9171E+00
  6.3000E-01    5.9558E+00
  8.1000E-01    5.9907E+00
  9.9000E-01    6.0225E+00
  1.1700E+00    6.0517E+00
  1.3500E+00    6.0788E+00
  1.5300E+00    6.1041E+00
  1.7100E+00    6.1278E+00
  1.8900E+00    6.1502E+00
  2.0700E+00    6.1725E+00
  2.2500E+00    6.1936E+00
  2.4300E+00    6.2135E+00
  2.6100E+00    6.2325E+00
  2.7900E+00    6.2506E+00
  2.9700E+00    6.2679E+00
  3.1500E+00    6.2845E+00
  3.3300E+00    6.3005E+00
  3.5100E+00    6.3159E+00
  3.6900E+00    6.3308E+00
  3.8700E+00    6.3452E+00
  4.0500E+00    6.3592E+00
  4.2300E+00    6.3727E+00
  4.4100E+00    6.3859E+00
  4.5900E+00    6.3987E+00
  4.7700E+00    6.4112E+00
  4.9500E+00    6.4233E+00
  5.1300E+00    6.4352E+00
  5.3100E+00    6.4468E+00
  5.4900E+00    6.4582E+00
  5.6700E+00    6.4693E+00
  5.8500E+00    6.4802E+00
  6.0300E+00    6.4908E+00
  6.2100E+00    6.5013E+00
  6.3900E+00    6.5116E+00
  6.5700E+00    6.5217E+00
  6.7500E+00    6.5316E+00
  6.9300E+00    6.5414E+00
  7.1100E+00    6.5510E+00
  7.2900E+00    6.5604E+00
  7.4700E+00    6.5697E+00
  7.6500E+00    6.5789E+00
  7.8300E+00    6.5879E+00
  8.0100E+00    6.5968E+00
  8.1900E+00    6.6057E+00
  8.3700E+00    6.6144E+00
  8.5500E+00    6.6230E+00
  8.7300E+00    6.6316E+00
  8.9100E+00    6.6399E+00
  9.0900E+00    6.6482E+00
  9.2700E+00    6.6564E+00
  9.4500E+00    6.6644E+00
  9.6300E+00    6.6723E+00
  9.8100E+00    6.6801E+00
  9.9900E+00    6.6878E+00
  1.0170E+01    6.6954E+00
  1.0350E+01    6.7029E+00
  1.0530E+01    6.7102E+00
  1.0710E+01    6.7174E+00
  1.0890E+01    6.7245E+00
  1.1070E+01    6.7314E+00
  1.1250E+01    6.7382E+00
  1.1430E+01    6.7448E+00
  1.1610E+01    6.7512E+00
  1.1790E+01    6.7575E+00
  1.1970E+01    6.7636E+00
  1.2150E+01    6.7694E+00
  1.2330E+01    6.7750E+00
  1.2510E+01    6.7791E+00
  1.2690E+01    6.7832E+00
  1.2870E+01    6.7872E+00
  1.3050E+01    6.7912E+00
  1.3230E+01    6.7952E+00
  1.3410E+01    6.7992E+00
  1.3590E+01    6.8031E+00
  1.3770E+01    6.8070E+00
  1.3950E+01    6.8109E+00
  1.4130E+01    6.8148E+00
  1.4310E+01    6.8186E+00
  1.4490E+01    6.8224E+00
  1.4670E+01    6.8261E+00
  1.4850E+01    6.8298E+00
  1.5030E+01    6.8335E+00
  1.5210E+01    6.8371E+00
  1.5390E+01    6.8406E+00
  1.5570E+01    6.8441E+00
  1.5750E+01    6.8475E+00
  1.5930E+01    6.8509E+00
  1.6110E+01    6.8542E+00
  1.6290E+01    6.8574E+00
  1.6470E+01    6.8605E+00
  1.6650E+01    6.8635E+00
  1.6830E+01    6.8663E+00
  1.7010E+01    6.8691E+00
  1.7190E+01    6.8717E+00
  1.7370E+01    6.8741E+00
  1.7550E+01    6.8763E+00
  1.7730E+01    6.8784E+00
  1.7910E+01    6.8802E+00
