# Time          5.0000E+01
# Units: Mol/g solid
    Distance        NaXEel           KXEel            CaXEel           MgXEel          
    9.0000000E-02    3.3699146E-08    2.9926404E-07    6.2692525E-06    3.5670883E-06
    2.7000000E-01    4.0086502E-08    2.8616652E-07    6.2402334E-06    3.6011249E-06
    4.5000000E-01    4.5570212E-08    3.2562513E-07    6.2294502E-06    3.5891988E-06
    6.3000000E-01    5.0371312E-08    3.9118012E-07    6.2141526E-06    3.5690447E-06
    8.1000000E-01    5.4669263E-08    4.7147476E-07    6.1943768E-06    3.5462578E-06
    9.9000000E-01    5.8561503E-08    5.5834185E-07    6.1721372E-06    3.5228728E-06
    1.1700000E+00    6.2105354E-08    6.4558712E-07    6.1492383E-06    3.5001555E-06
    1.3500000E+00    6.5344648E-08    7.2898866E-07    6.1269435E-06    3.4789309E-06
    1.5300000E+00    6.8321309E-08    8.0612624E-07    6.1059779E-06    3.4596619E-06
    1.7100000E+00    7.1078071E-08    8.7596082E-07    6.0866485E-06    3.4425389E-06
    1.8900000E+00    7.3658253E-08    9.3828406E-07    6.0689513E-06    3.4276478E-06
    2.0700000E+00    1.9331057E-10    2.2219863E-09    1.4982438E-08    8.8173350E-09
    2.2500000E+00    2.0202811E-10    2.1132054E-09    1.4828452E-08    9.0208049E-09
    2.4300000E+00    2.1037079E-10    2.0163604E-09    1.4702111E-08    9.1909041E-09
    2.6100000E+00    2.1838490E-10    1.9291097E-09    1.4597015E-08    9.3351527E-09
    2.7900000E+00    2.2610777E-10    1.8497134E-09    1.4508585E-08    9.4589779E-09
    2.9700000E+00    2.3357000E-10    1.7768475E-09    1.4433454E-08    9.5663924E-09
    3.1500000E+00    2.4079700E-10    1.7094854E-09    1.4369091E-08    9.6604276E-09
    3.3300000E+00    2.4781015E-10    1.6468174E-09    1.4313555E-08    9.7434163E-09
    3.5100000E+00    2.5462752E-10    1.5881961E-09    1.4265335E-08    9.8171827E-09
    3.6900000E+00    2.6126457E-10    1.5330965E-09    1.4223238E-08    9.8831740E-09
    3.8700000E+00    2.6773456E-10    1.4810887E-09    1.4186308E-08    9.9425529E-09
    4.0500000E+00    2.7404893E-10    1.4318165E-09    1.4153772E-08    9.9962636E-09
    4.2300000E+00    2.8021759E-10    1.3849825E-09    1.4124998E-08    1.0045081E-08
    4.4100000E+00    2.8624914E-10    1.3403361E-09    1.4099465E-08    1.0089648E-08
    4.5900000E+00    2.9215103E-10    1.2976647E-09    1.4076737E-08    1.0130499E-08
    4.7700000E+00    2.9792972E-10    1.2567866E-09    1.4056450E-08    1.0168087E-08
    4.9500000E+00    3.0359080E-10    1.2175458E-09    1.4038298E-08    1.0202792E-08
    5.1300000E+00    3.0913903E-10    1.1798074E-09    1.4022018E-08    1.0234941E-08
    5.3100000E+00    3.1457843E-10    1.1434546E-09    1.4007388E-08    1.0264813E-08
    5.4900000E+00    3.1991236E-10    1.1083853E-09    1.3994214E-08    1.0292649E-08
    5.6700000E+00    3.2514349E-10    1.0745107E-09    1.3982332E-08    1.0318657E-08
    5.8500000E+00    3.3027386E-10    1.0417527E-09    1.3971596E-08    1.0343019E-08
    6.0300000E+00    3.3530488E-10    1.0100431E-09    1.3961882E-08    1.0365893E-08
    6.2100000E+00    3.4023733E-10    9.7932181E-10    1.3953079E-08    1.0387419E-08
    6.3900000E+00    3.4507132E-10    9.4953646E-10    1.3945090E-08    1.0407719E-08
    6.5700000E+00    3.4980630E-10    9.2064109E-10    1.3937831E-08    1.0426902E-08
    6.7500000E+00    3.5444097E-10    8.9259582E-10    1.3931226E-08    1.0445062E-08
    6.9300000E+00    3.5897331E-10    8.6536623E-10    1.3925207E-08    1.0462285E-08
    7.1100000E+00    3.6340042E-10    8.3892297E-10    1.3919715E-08    1.0478647E-08
    7.2900000E+00    3.6771852E-10    8.1324151E-10    1.3914697E-08    1.0494214E-08
    7.4700000E+00    3.7192284E-10    7.8830191E-10    1.3910103E-08    1.0509047E-08
    7.6500000E+00    3.7600749E-10    7.6408876E-10    1.3905893E-08    1.0523200E-08
    7.8300000E+00    3.7996536E-10    7.4059115E-10    1.3902026E-08    1.0536719E-08
    8.0100000E+00    3.8378829E-10    7.1781218E-10    1.3898467E-08    1.0549642E-08
    8.1900000E+00    6.2086018E-08    1.1390202E-07    2.2228316E-06    1.6885879E-06
    8.3700000E+00    6.2752976E-08    1.1296771E-07    2.2221417E-06    1.6893835E-06
    8.5500000E+00    6.3398717E-08    1.1203944E-07    2.2214589E-06    1.6901824E-06
    8.7300000E+00    6.4022643E-08    1.1111858E-07    2.2207847E-06    1.6909825E-06
    8.9100000E+00    6.4625050E-08    1.1020614E-07    2.2201196E-06    1.6917820E-06
    9.0900000E+00    6.5206654E-08    1.0930292E-07    2.2194636E-06    1.6925803E-06
    9.2700000E+00    6.5768352E-08    1.0840963E-07    2.2188145E-06    1.6933783E-06
    9.4500000E+00    6.6311106E-08    1.0752685E-07    2.2181683E-06    1.6941792E-06
    9.6300000E+00    6.6835878E-08    1.0665511E-07    2.2175176E-06    1.6949897E-06
    9.8100000E+00    6.7343606E-08    1.0579482E-07    2.2168505E-06    1.6958205E-06
    9.9900000E+00    6.7835192E-08    1.0494637E-07    2.2161500E-06    1.6966881E-06
    1.0170000E+01    6.8311499E-08    1.0411005E-07    2.2153932E-06    1.6976146E-06
    1.0350000E+01    6.8773348E-08    1.0328613E-07    2.2145519E-06    1.6986278E-06
    1.0530000E+01    6.9221520E-08    1.0247481E-07    2.2135930E-06    1.6997600E-06
    1.0710000E+01    6.9656760E-08    1.0167624E-07    2.2124811E-06    1.7010460E-06
    1.0890000E+01    7.0079771E-08    1.0089051E-07    2.2111809E-06    1.7025210E-06
    1.1070000E+01    7.0491222E-08    1.0011767E-07    2.2096599E-06    1.7042166E-06
    1.1250000E+01    7.0891739E-08    9.9357684E-08    2.2078923E-06    1.7061587E-06
    1.1430000E+01    7.1281910E-08    9.8610448E-08    2.2058609E-06    1.7083638E-06
    1.1610000E+01    7.1662287E-08    9.7875794E-08    2.2035600E-06    1.7108377E-06
    1.1790000E+01    7.2033382E-08    9.7153478E-08    2.2009957E-06    1.7135739E-06
    1.1970000E+01    7.2395673E-08    9.6443186E-08    2.1981868E-06    1.7165535E-06
    1.2150000E+01    7.2749610E-08    9.5744536E-08    2.1951636E-06    1.7197463E-06
    1.2330000E+01    7.3095330E-08    9.5057625E-08    2.1919661E-06    1.7231119E-06
    1.2510000E+01    4.5590573E-08    5.9594659E-08    1.3686118E-06    1.0788419E-06
    1.2690000E+01    4.5487874E-08    5.9764109E-08    1.3669100E-06    1.0805106E-06
    1.2870000E+01    4.5386908E-08    5.9932082E-08    1.3651966E-06    1.0821899E-06
    1.3050000E+01    4.5287621E-08    6.0098632E-08    1.3634802E-06    1.0838723E-06
    1.3230000E+01    4.5189949E-08    6.0263791E-08    1.3617688E-06    1.0855496E-06
    1.3410000E+01    4.5093833E-08    6.0427593E-08    1.3600704E-06    1.0872139E-06
    1.3590000E+01    4.4999220E-08    6.0590073E-08    1.3583926E-06    1.0888574E-06
    1.3770000E+01    4.4906057E-08    6.0751267E-08    1.3567427E-06    1.0904730E-06
    1.3950000E+01    4.4814297E-08    6.0911218E-08    1.3551272E-06    1.0920541E-06
    1.4130000E+01    4.4723895E-08    6.1069972E-08    1.3535523E-06    1.0935946E-06
    1.4310000E+01    4.4634809E-08    6.1227581E-08    1.3520230E-06    1.0950894E-06
    1.4490000E+01    4.4546999E-08    6.1384109E-08    1.3505438E-06    1.0965339E-06
    1.4670000E+01    4.4460428E-08    6.1539626E-08    1.3491184E-06    1.0979245E-06
    1.4850000E+01    4.4375062E-08    6.1694217E-08    1.3477496E-06    1.0992584E-06
    1.5030000E+01    4.4290867E-08    6.1847979E-08    1.3464394E-06    1.1005336E-06
    1.5210000E+01    4.4207814E-08    6.2001027E-08    1.3451890E-06    1.1017487E-06
    1.5390000E+01    4.4125874E-08    6.2153498E-08    1.3439992E-06    1.1029030E-06
    1.5570000E+01    4.4045021E-08    6.2305548E-08    1.3428701E-06    1.1039962E-06
    1.5750000E+01    4.3965229E-08    6.2457361E-08    1.3418017E-06    1.1050283E-06
    1.5930000E+01    4.3886474E-08    6.2609152E-08    1.3407937E-06    1.1059995E-06
    1.6110000E+01    4.3808733E-08    6.2761167E-08    1.3398463E-06    1.1069095E-06
    1.6290000E+01    4.3731984E-08    6.2913694E-08    1.3389602E-06    1.1077575E-06
    1.6470000E+01    4.3656202E-08    6.3067063E-08    1.3381368E-06    1.1085419E-06
    1.6650000E+01    4.3581365E-08    6.3221650E-08    1.3373793E-06    1.1092593E-06
    1.6830000E+01    4.3507447E-08    6.3377890E-08    1.3366925E-06    1.1099048E-06
    1.7010000E+01    4.3434423E-08    6.3536277E-08    1.3360836E-06    1.1104709E-06
    1.7190000E+01    4.3362264E-08    6.3697373E-08    1.3355624E-06    1.1109475E-06
    1.7370000E+01    4.3290940E-08    6.3861819E-08    1.3351420E-06    1.1113212E-06
    1.7550000E+01    4.3220415E-08    6.4030337E-08    1.3348388E-06    1.1115754E-06
    1.7730000E+01    4.3150655E-08    6.4203749E-08    1.3346727E-06    1.1116898E-06
    1.7910000E+01    4.3081658E-08    6.4382871E-08    1.3346668E-06    1.1116407E-06
