# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.2846274E-02    2.0999336E-01    1.9000015E-04
    2.7000000E-01    2.2531155E-02    2.0998008E-01    1.9000045E-04
    4.5000000E-01    2.2228058E-02    2.0996677E-01    1.9000075E-04
    6.3000000E-01    2.1935871E-02    2.0995344E-01    1.9000104E-04
    8.1000000E-01    2.1653313E-02    2.0994009E-01    1.9000132E-04
    9.9000000E-01    2.1379182E-02    2.0992671E-01    1.9000160E-04
    1.1700000E+00    2.1112408E-02    2.0991332E-01    1.9000187E-04
    1.3500000E+00    2.0852031E-02    2.0989991E-01    1.9000214E-04
    1.5300000E+00    2.0597178E-02    2.0988648E-01    1.9000240E-04
    1.7100000E+00    2.0347039E-02    2.0987303E-01    1.9000266E-04
    1.8900000E+00    2.0100872E-02    2.0985956E-01    1.9000291E-04
    2.0700000E+00    1.9859597E-02    2.0984616E-01    1.9000316E-04
    2.2500000E+00    1.9626188E-02    2.0983283E-01    1.9000340E-04
    2.4300000E+00    1.9398682E-02    2.0981948E-01    1.9000364E-04
    2.6100000E+00    1.9176650E-02    2.0980610E-01    1.9000387E-04
    2.7900000E+00    1.8959718E-02    2.0979270E-01    1.9000409E-04
    2.9700000E+00    1.8747552E-02    2.0977928E-01    1.9000431E-04
    3.1500000E+00    1.8539854E-02    2.0976583E-01    1.9000453E-04
    3.3300000E+00    1.8336359E-02    2.0975236E-01    1.9000474E-04
    3.5100000E+00    1.8136831E-02    2.0973887E-01    1.9000495E-04
    3.6900000E+00    1.7941054E-02    2.0972535E-01    1.9000515E-04
    3.8700000E+00    1.7748835E-02    2.0971181E-01    1.9000535E-04
    4.0500000E+00    1.7559998E-02    2.0969825E-01    1.9000554E-04
    4.2300000E+00    1.7374385E-02    2.0968466E-01    1.9000574E-04
    4.4100000E+00    1.7191850E-02    2.0967105E-01    1.9000592E-04
    4.5900000E+00    1.7012260E-02    2.0965742E-01    1.9000610E-04
    4.7700000E+00    1.6835494E-02    2.0964377E-01    1.9000628E-04
    4.9500000E+00    1.6661439E-02    2.0963009E-01    1.9000646E-04
    5.1300000E+00    1.6489994E-02    2.0961639E-01    1.9000663E-04
    5.3100000E+00    1.6321065E-02    2.0960267E-01    1.9000680E-04
    5.4900000E+00    1.6154566E-02    2.0958892E-01    1.9000696E-04
    5.6700000E+00    1.5990416E-02    2.0957516E-01    1.9000712E-04
    5.8500000E+00    1.5828544E-02    2.0956136E-01    1.9000728E-04
    6.0300000E+00    1.5668882E-02    2.0954755E-01    1.9000743E-04
    6.2100000E+00    1.5511369E-02    2.0953372E-01    1.9000758E-04
