# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.7920E+00
  2.7000E-01    5.8110E+00
  4.5000E-01    5.8293E+00
  6.3000E-01    5.8472E+00
  8.1000E-01    5.8645E+00
  9.9000E-01    5.8811E+00
  1.1700E+00    5.8970E+00
  1.3500E+00    5.9123E+00
  1.5300E+00    5.9270E+00
  1.7100E+00    5.9412E+00
  1.8900E+00    5.9550E+00
  2.0700E+00    5.9695E+00
  2.2500E+00    5.9832E+00
  2.4300E+00    5.9965E+00
  2.6100E+00    6.0093E+00
  2.7900E+00    6.0216E+00
  2.9700E+00    6.0336E+00
  3.1500E+00    6.0451E+00
  3.3300E+00    6.0563E+00
  3.5100E+00    6.0671E+00
  3.6900E+00    6.0776E+00
  3.8700E+00    6.0879E+00
  4.0500E+00    6.0978E+00
  4.2300E+00    6.1075E+00
  4.4100E+00    6.1169E+00
  4.5900E+00    6.1261E+00
  4.7700E+00    6.1351E+00
  4.9500E+00    6.1439E+00
  5.1300E+00    6.1525E+00
  5.3100E+00    6.1609E+00
  5.4900E+00    6.1691E+00
  5.6700E+00    6.1771E+00
  5.8500E+00    6.1850E+00
  6.0300E+00    6.1927E+00
  6.2100E+00    6.2003E+00
  6.3900E+00    6.2077E+00
  6.5700E+00    6.2150E+00
  6.7500E+00    6.2222E+00
  6.9300E+00    6.2292E+00
  7.1100E+00    6.2361E+00
  7.2900E+00    6.2429E+00
  7.4700E+00    6.2496E+00
  7.6500E+00    6.2562E+00
  7.8300E+00    6.2627E+00
  8.0100E+00    6.2691E+00
  8.1900E+00    6.2755E+00
  8.3700E+00    6.2818E+00
  8.5500E+00    6.2881E+00
  8.7300E+00    6.2942E+00
  8.9100E+00    6.3002E+00
  9.0900E+00    6.3062E+00
  9.2700E+00    6.3121E+00
  9.4500E+00    6.3178E+00
  9.6300E+00    6.3236E+00
  9.8100E+00    6.3292E+00
  9.9900E+00    6.3348E+00
  1.0170E+01    6.3402E+00
  1.0350E+01    6.3457E+00
  1.0530E+01    6.3510E+00
  1.0710E+01    6.3563E+00
  1.0890E+01    6.3615E+00
  1.1070E+01    6.3666E+00
  1.1250E+01    6.3716E+00
  1.1430E+01    6.3766E+00
  1.1610E+01    6.3814E+00
  1.1790E+01    6.3861E+00
  1.1970E+01    6.3907E+00
  1.2150E+01    6.3951E+00
  1.2330E+01    6.3993E+00
  1.2510E+01    6.4019E+00
  1.2690E+01    6.4046E+00
  1.2870E+01    6.4072E+00
  1.3050E+01    6.4098E+00
  1.3230E+01    6.4123E+00
  1.3410E+01    6.4149E+00
  1.3590E+01    6.4174E+00
  1.3770E+01    6.4200E+00
  1.3950E+01    6.4225E+00
  1.4130E+01    6.4250E+00
  1.4310E+01    6.4275E+00
  1.4490E+01    6.4300E+00
  1.4670E+01    6.4325E+00
  1.4850E+01    6.4349E+00
  1.5030E+01    6.4374E+00
  1.5210E+01    6.4398E+00
  1.5390E+01    6.4422E+00
  1.5570E+01    6.4446E+00
  1.5750E+01    6.4470E+00
  1.5930E+01    6.4494E+00
  1.6110E+01    6.4518E+00
  1.6290E+01    6.4541E+00
  1.6470E+01    6.4564E+00
  1.6650E+01    6.4587E+00
  1.6830E+01    6.4610E+00
  1.7010E+01    6.4632E+00
  1.7190E+01    6.4653E+00
  1.7370E+01    6.4674E+00
  1.7550E+01    6.4694E+00
  1.7730E+01    6.4712E+00
  1.7910E+01    6.4729E+00
