# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.8488E+00
  2.7000E-01    5.9156E+00
  4.5000E-01    5.9716E+00
  6.3000E-01    6.0199E+00
  8.1000E-01    6.0624E+00
  9.9000E-01    6.1004E+00
  1.1700E+00    6.1348E+00
  1.3500E+00    6.1663E+00
  1.5300E+00    6.1955E+00
  1.7100E+00    6.2227E+00
  1.8900E+00    6.2483E+00
  2.0700E+00    6.2733E+00
  2.2500E+00    6.2968E+00
  2.4300E+00    6.3191E+00
  2.6100E+00    6.3403E+00
  2.7900E+00    6.3604E+00
  2.9700E+00    6.3797E+00
  3.1500E+00    6.3983E+00
  3.3300E+00    6.4161E+00
  3.5100E+00    6.4333E+00
  3.6900E+00    6.4499E+00
  3.8700E+00    6.4660E+00
  4.0500E+00    6.4816E+00
  4.2300E+00    6.4967E+00
  4.4100E+00    6.5115E+00
  4.5900E+00    6.5258E+00
  4.7700E+00    6.5398E+00
  4.9500E+00    6.5535E+00
  5.1300E+00    6.5669E+00
  5.3100E+00    6.5800E+00
  5.4900E+00    6.5928E+00
  5.6700E+00    6.6053E+00
  5.8500E+00    6.6177E+00
  6.0300E+00    6.6297E+00
  6.2100E+00    6.6416E+00
  6.3900E+00    6.6533E+00
  6.5700E+00    6.6648E+00
  6.7500E+00    6.6760E+00
  6.9300E+00    6.6872E+00
  7.1100E+00    6.6981E+00
  7.2900E+00    6.7089E+00
  7.4700E+00    6.7195E+00
  7.6500E+00    6.7300E+00
  7.8300E+00    6.7403E+00
  8.0100E+00    6.7505E+00
  8.1900E+00    6.7606E+00
  8.3700E+00    6.7706E+00
  8.5500E+00    6.7805E+00
  8.7300E+00    6.7902E+00
  8.9100E+00    6.7999E+00
  9.0900E+00    6.8093E+00
  9.2700E+00    6.8187E+00
  9.4500E+00    6.8279E+00
  9.6300E+00    6.8370E+00
  9.8100E+00    6.8459E+00
  9.9900E+00    6.8547E+00
  1.0170E+01    6.8634E+00
  1.0350E+01    6.8719E+00
  1.0530E+01    6.8803E+00
  1.0710E+01    6.8885E+00
  1.0890E+01    6.8966E+00
  1.1070E+01    6.9045E+00
  1.1250E+01    6.9122E+00
  1.1430E+01    6.9197E+00
  1.1610E+01    6.9270E+00
  1.1790E+01    6.9341E+00
  1.1970E+01    6.9411E+00
  1.2150E+01    6.9477E+00
  1.2330E+01    6.9541E+00
  1.2510E+01    6.9590E+00
  1.2690E+01    6.9639E+00
  1.2870E+01    6.9688E+00
  1.3050E+01    6.9736E+00
  1.3230E+01    6.9784E+00
  1.3410E+01    6.9831E+00
  1.3590E+01    6.9878E+00
  1.3770E+01    6.9924E+00
  1.3950E+01    6.9970E+00
  1.4130E+01    7.0016E+00
  1.4310E+01    7.0060E+00
  1.4490E+01    7.0104E+00
  1.4670E+01    7.0148E+00
  1.4850E+01    7.0191E+00
  1.5030E+01    7.0233E+00
  1.5210E+01    7.0274E+00
  1.5390E+01    7.0315E+00
  1.5570E+01    7.0354E+00
  1.5750E+01    7.0393E+00
  1.5930E+01    7.0430E+00
  1.6110E+01    7.0466E+00
  1.6290E+01    7.0501E+00
  1.6470E+01    7.0535E+00
  1.6650E+01    7.0567E+00
  1.6830E+01    7.0598E+00
  1.7010E+01    7.0627E+00
  1.7190E+01    7.0654E+00
  1.7370E+01    7.0679E+00
  1.7550E+01    7.0702E+00
  1.7730E+01    7.0722E+00
  1.7910E+01    7.0741E+00
