# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8385714E-12    1.2513451E-05
    2.7000000E-01    1.8464038E-12    1.9596636E-05
    4.5000000E-01    1.8542368E-12    2.4151679E-05
    6.3000000E-01    1.8620702E-12    2.6239109E-05
    8.1000000E-01    1.8699036E-12    2.6692037E-05
    9.9000000E-01    1.8777367E-12    2.6368761E-05
    1.1700000E+00    1.8855695E-12    2.5826190E-05
    1.3500000E+00    1.8934017E-12    2.5320630E-05
    1.5300000E+00    1.9012333E-12    2.4924714E-05
    1.7100000E+00    1.9090648E-12    2.4633266E-05
    1.8900000E+00    1.9174559E-12    2.4420091E-05
    2.0700000E+00    2.3954450E-12    2.1885391E-05
    2.2500000E+00    2.8733631E-12    2.1167988E-05
    2.4300000E+00    3.3512124E-12    2.0940632E-05
    2.6100000E+00    3.8289932E-12    2.0842123E-05
    2.7900000E+00    4.3067056E-12    2.0781244E-05
    2.9700000E+00    4.7843499E-12    2.0735347E-05
    3.1500000E+00    5.2619262E-12    2.0698092E-05
    3.3300000E+00    5.7394347E-12    2.0667020E-05
    3.5100000E+00    6.2168754E-12    2.0640740E-05
    3.6900000E+00    6.6942485E-12    2.0618292E-05
    3.8700000E+00    7.1715541E-12    2.0598953E-05
    4.0500000E+00    7.6487923E-12    2.0582169E-05
    4.2300000E+00    8.1259632E-12    2.0567505E-05
    4.4100000E+00    8.6030668E-12    2.0554613E-05
    4.5900000E+00    9.0801033E-12    2.0543216E-05
    4.7700000E+00    9.5570726E-12    2.0533089E-05
    4.9500000E+00    1.0033975E-11    2.0524048E-05
    5.1300000E+00    1.0510810E-11    2.0515941E-05
    5.3100000E+00    1.0987579E-11    2.0508641E-05
    5.4900000E+00    1.1464280E-11    2.0502043E-05
    5.6700000E+00    1.1940915E-11    2.0496059E-05
    5.8500000E+00    1.2417483E-11    2.0490612E-05
    6.0300000E+00    1.2893984E-11    2.0485640E-05
    6.2100000E+00    1.3370419E-11    2.0481087E-05
    6.3900000E+00    1.3846786E-11    2.0476906E-05
    6.5700000E+00    1.4323088E-11    2.0473056E-05
    6.7500000E+00    1.4799322E-11    2.0469502E-05
    6.9300000E+00    1.5275490E-11    2.0466214E-05
    7.1100000E+00    1.5751591E-11    2.0463164E-05
    7.2900000E+00    1.6227626E-11    2.0460330E-05
    7.4700000E+00    1.6703594E-11    2.0457689E-05
    7.6500000E+00    1.7179496E-11    2.0455225E-05
    7.8300000E+00    1.7655331E-11    2.0452920E-05
    8.0100000E+00    1.8130538E-11    2.0450838E-05
    8.1900000E+00    1.8137211E-11    2.2203414E-05
    8.3700000E+00    1.8143876E-11    2.2270378E-05
    8.5500000E+00    1.8150539E-11    2.2270882E-05
    8.7300000E+00    1.8157203E-11    2.2268980E-05
    8.9100000E+00    1.8163865E-11    2.2267094E-05
    9.0900000E+00    1.8170527E-11    2.2265304E-05
    9.2700000E+00    1.8177189E-11    2.2263605E-05
    9.4500000E+00    1.8183849E-11    2.2261991E-05
    9.6300000E+00    1.8190509E-11    2.2260455E-05
    9.8100000E+00    1.8197168E-11    2.2258991E-05
    9.9900000E+00    1.8203826E-11    2.2257594E-05
    1.0170000E+01    1.8210484E-11    2.2256258E-05
    1.0350000E+01    1.8217140E-11    2.2254979E-05
    1.0530000E+01    1.8223796E-11    2.2253752E-05
    1.0710000E+01    1.8230451E-11    2.2252574E-05
    1.0890000E+01    1.8237105E-11    2.2251440E-05
    1.1070000E+01    1.8243759E-11    2.2250347E-05
    1.1250000E+01    1.8250411E-11    2.2249291E-05
    1.1430000E+01    1.8257063E-11    2.2248270E-05
    1.1610000E+01    1.8263714E-11    2.2247280E-05
    1.1790000E+01    1.8270364E-11    2.2246318E-05
    1.1970000E+01    1.8277014E-11    2.2245381E-05
    1.2150000E+01    1.8283663E-11    2.2244466E-05
    1.2330000E+01    1.8290312E-11    2.2244035E-05
    1.2510000E+01    1.8296979E-11    4.5310627E-05
    1.2690000E+01    1.8303676E-11    4.5714948E-05
    1.2870000E+01    1.8310411E-11    4.5720261E-05
    1.3050000E+01    1.8317184E-11    4.5718736E-05
    1.3230000E+01    1.8323995E-11    4.5717143E-05
    1.3410000E+01    1.8330844E-11    4.5715595E-05
    1.3590000E+01    1.8337733E-11    4.5714094E-05
    1.3770000E+01    1.8344660E-11    4.5712639E-05
    1.3950000E+01    1.8351627E-11    4.5711231E-05
    1.4130000E+01    1.8358633E-11    4.5709867E-05
    1.4310000E+01    1.8365679E-11    4.5708548E-05
    1.4490000E+01    1.8372765E-11    4.5707272E-05
    1.4670000E+01    1.8379891E-11    4.5706040E-05
    1.4850000E+01    1.8387057E-11    4.5704851E-05
    1.5030000E+01    1.8394264E-11    4.5703703E-05
    1.5210000E+01    1.8401512E-11    4.5702595E-05
    1.5390000E+01    1.8408800E-11    4.5701528E-05
    1.5570000E+01    1.8416130E-11    4.5700499E-05
    1.5750000E+01    1.8423500E-11    4.5699508E-05
    1.5930000E+01    1.8430912E-11    4.5698554E-05
    1.6110000E+01    1.8438365E-11    4.5697635E-05
    1.6290000E+01    1.8445859E-11    4.5696750E-05
    1.6470000E+01    1.8453394E-11    4.5695898E-05
    1.6650000E+01    1.8460970E-11    4.5695077E-05
    1.6830000E+01    1.8468588E-11    4.5694285E-05
    1.7010000E+01    1.8476246E-11    4.5693521E-05
    1.7190000E+01    1.8483945E-11    4.5692783E-05
    1.7370000E+01    1.8491686E-11    4.5692067E-05
    1.7550000E+01    1.8499467E-11    4.5691372E-05
    1.7730000E+01    1.8507288E-11    4.5690696E-05
    1.7910000E+01    1.8515142E-11    4.5690033E-05
