# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.7858E+00
  2.7000E-01    5.8089E+00
  4.5000E-01    5.8343E+00
  6.3000E-01    5.8581E+00
  8.1000E-01    5.8795E+00
  9.9000E-01    5.8985E+00
  1.1700E+00    5.9150E+00
  1.3500E+00    5.9291E+00
  1.5300E+00    5.9406E+00
  1.7100E+00    5.9495E+00
  1.8900E+00    5.9556E+00
  2.0700E+00    5.9603E+00
  2.2500E+00    5.9640E+00
  2.4300E+00    5.9672E+00
  2.6100E+00    5.9701E+00
  2.7900E+00    5.9728E+00
  2.9700E+00    5.9752E+00
  3.1500E+00    5.9774E+00
  3.3300E+00    5.9795E+00
  3.5100E+00    5.9814E+00
  3.6900E+00    5.9831E+00
  3.8700E+00    5.9847E+00
  4.0500E+00    5.9862E+00
  4.2300E+00    5.9876E+00
  4.4100E+00    5.9890E+00
  4.5900E+00    5.9902E+00
  4.7700E+00    5.9914E+00
  4.9500E+00    5.9926E+00
  5.1300E+00    5.9937E+00
  5.3100E+00    5.9948E+00
  5.4900E+00    5.9959E+00
  5.6700E+00    5.9971E+00
  5.8500E+00    5.9982E+00
  6.0300E+00    5.9995E+00
  6.2100E+00    6.0008E+00
  6.3900E+00    6.0022E+00
  6.5700E+00    6.0038E+00
  6.7500E+00    6.0057E+00
  6.9300E+00    6.0077E+00
  7.1100E+00    6.0101E+00
  7.2900E+00    6.0130E+00
  7.4700E+00    6.0163E+00
  7.6500E+00    6.0203E+00
  7.8300E+00    6.0250E+00
  8.0100E+00    6.0307E+00
  8.1900E+00    6.0378E+00
  8.3700E+00    6.0452E+00
  8.5500E+00    6.0526E+00
  8.7300E+00    6.0599E+00
  8.9100E+00    6.0671E+00
  9.0900E+00    6.0742E+00
  9.2700E+00    6.0811E+00
  9.4500E+00    6.0879E+00
  9.6300E+00    6.0945E+00
  9.8100E+00    6.1010E+00
  9.9900E+00    6.1074E+00
  1.0170E+01    6.1137E+00
  1.0350E+01    6.1198E+00
  1.0530E+01    6.1258E+00
  1.0710E+01    6.1317E+00
  1.0890E+01    6.1375E+00
  1.1070E+01    6.1431E+00
  1.1250E+01    6.1487E+00
  1.1430E+01    6.1541E+00
  1.1610E+01    6.1594E+00
  1.1790E+01    6.1645E+00
  1.1970E+01    6.1695E+00
  1.2150E+01    6.1743E+00
  1.2330E+01    6.1790E+00
  1.2510E+01    6.1818E+00
  1.2690E+01    6.1845E+00
  1.2870E+01    6.1873E+00
  1.3050E+01    6.1900E+00
  1.3230E+01    6.1927E+00
  1.3410E+01    6.1954E+00
  1.3590E+01    6.1980E+00
  1.3770E+01    6.2007E+00
  1.3950E+01    6.2033E+00
  1.4130E+01    6.2059E+00
  1.4310E+01    6.2085E+00
  1.4490E+01    6.2110E+00
  1.4670E+01    6.2136E+00
  1.4850E+01    6.2161E+00
  1.5030E+01    6.2186E+00
  1.5210E+01    6.2211E+00
  1.5390E+01    6.2236E+00
  1.5570E+01    6.2260E+00
  1.5750E+01    6.2284E+00
  1.5930E+01    6.2308E+00
  1.6110E+01    6.2332E+00
  1.6290E+01    6.2355E+00
  1.6470E+01    6.2378E+00
  1.6650E+01    6.2401E+00
  1.6830E+01    6.2423E+00
  1.7010E+01    6.2445E+00
  1.7190E+01    6.2467E+00
  1.7370E+01    6.2488E+00
  1.7550E+01    6.2508E+00
  1.7730E+01    6.2528E+00
  1.7910E+01    6.2547E+00
