# Time          5.0000E+01
# Units: Mol/g solid
    Distance        NaXEel           KXEel            CaXEel           MgXEel          
    9.0000000E-02    4.9776666E-08    5.0008403E-07    6.1953105E-06    3.5331904E-06
    2.7000000E-01    6.3916817E-08    7.5643220E-07    6.1248419E-06    3.4679480E-06
    4.5000000E-01    7.3719525E-08    9.8797452E-07    6.0668354E-06    3.4045088E-06
    6.3000000E-01    8.1125486E-08    1.1732652E-06    6.0204358E-06    3.3539812E-06
    8.1000000E-01    8.7045608E-08    1.3147464E-06    5.9847306E-06    3.3155531E-06
    9.9000000E-01    9.2020976E-08    1.4214828E-06    5.9573814E-06    3.2867212E-06
    1.1700000E+00    9.6396773E-08    1.5024449E-06    5.9360629E-06    3.2651224E-06
    1.3500000E+00    1.0040142E-07    1.5645479E-06    5.9189909E-06    3.2489467E-06
    1.5300000E+00    1.0419224E-07    1.6126752E-06    5.9049213E-06    3.2369017E-06
    1.7100000E+00    1.0788618E-07    1.6500332E-06    5.8929978E-06    3.2281701E-06
    1.8900000E+00    1.1167223E-07    1.6744017E-06    5.8814119E-06    3.2255653E-06
    2.0700000E+00    2.9642816E-10    3.9062127E-09    1.4582561E-08    8.3149937E-09
    2.2500000E+00    3.1332977E-10    3.6559150E-09    1.4489266E-08    8.5244924E-09
    2.4300000E+00    3.2980000E-10    3.4297690E-09    1.4416228E-08    8.7019269E-09
    2.6100000E+00    3.4578107E-10    3.2238717E-09    1.4358469E-08    8.8542536E-09
    2.7900000E+00    3.6123074E-10    3.0352376E-09    1.4312383E-08    8.9865897E-09
    2.9700000E+00    3.7611656E-10    2.8615466E-09    1.4275311E-08    9.1027706E-09
    3.1500000E+00    3.9041217E-10    2.7009715E-09    1.4245254E-08    9.2057189E-09
    3.3300000E+00    4.0409491E-10    2.5520562E-09    1.4220690E-08    9.2976947E-09
    3.5100000E+00    4.1714439E-10    2.4136288E-09    1.4200442E-08    9.3804689E-09
    3.6900000E+00    4.2954185E-10    2.2847362E-09    1.4183590E-08    9.4554450E-09
    3.8700000E+00    4.4127049E-10    2.1645942E-09    1.4169409E-08    9.5237478E-09
    4.0500000E+00    4.5231691E-10    2.0525444E-09    1.4157321E-08    9.5862884E-09
    4.2300000E+00    4.6267397E-10    1.9480157E-09    1.4146867E-08    9.6438130E-09
    4.4100000E+00    4.7234509E-10    1.8504857E-09    1.4137684E-08    9.6969417E-09
    4.5900000E+00    4.8134842E-10    1.7594471E-09    1.4129486E-08    9.7461983E-09
    4.7700000E+00    4.8971810E-10    1.6743892E-09    1.4122057E-08    9.7920321E-09
    4.9500000E+00    4.9750049E-10    1.5948015E-09    1.4115237E-08    9.8348316E-09
    5.1300000E+00    5.0474752E-10    1.5201927E-09    1.4108904E-08    9.8749322E-09
    5.3100000E+00    5.1151059E-10    1.4501078E-09    1.4102970E-08    9.9126225E-09
    5.4900000E+00    5.1783718E-10    1.3841372E-09    1.4097364E-08    9.9481503E-09
    5.6700000E+00    5.2376960E-10    1.3219168E-09    1.4092034E-08    9.9817286E-09
    5.8500000E+00    5.2934510E-10    1.2631247E-09    1.4086936E-08    1.0013541E-08
    6.0300000E+00    5.3459634E-10    1.2074760E-09    1.4082035E-08    1.0043748E-08
    6.2100000E+00    5.3955202E-10    1.1547180E-09    1.4077305E-08    1.0072488E-08
    6.3900000E+00    5.4423749E-10    1.1046253E-09    1.4072722E-08    1.0099883E-08
    6.5700000E+00    5.4867517E-10    1.0569969E-09    1.4068266E-08    1.0126042E-08
    6.7500000E+00    5.5288501E-10    1.0116522E-09    1.4063922E-08    1.0151061E-08
    6.9300000E+00    5.5688483E-10    9.6842880E-10    1.4059676E-08    1.0175024E-08
    7.1100000E+00    5.6069058E-10    9.2718011E-10    1.4055517E-08    1.0198008E-08
    7.2900000E+00    5.6431661E-10    8.8777332E-10    1.4051436E-08    1.0220083E-08
    7.4700000E+00    5.6777590E-10    8.5008785E-10    1.4047423E-08    1.0241310E-08
    7.6500000E+00    5.7108022E-10    8.1401479E-10    1.4043472E-08    1.0261745E-08
    7.8300000E+00    5.7424097E-10    7.7948109E-10    1.4039572E-08    1.0281430E-08
    8.0100000E+00    5.7728758E-10    7.4719494E-10    1.4035599E-08    1.0300117E-08
    8.1900000E+00    9.2920889E-08    1.1846723E-07    2.2442722E-06    1.6493584E-06
    8.3700000E+00    9.3464397E-08    1.1748509E-07    2.2430820E-06    1.6507883E-06
    8.5500000E+00    9.3988911E-08    1.1659832E-07    2.2418945E-06    1.6521762E-06
    8.7300000E+00    9.4495393E-08    1.1580296E-07    2.2407034E-06    1.6535300E-06
    8.9100000E+00    9.4984814E-08    1.1509399E-07    2.2394976E-06    1.6548623E-06
    9.0900000E+00    9.5458165E-08    1.1446718E-07    2.2382541E-06    1.6561980E-06
    9.2700000E+00    9.5916472E-08    1.1392039E-07    2.2369308E-06    1.6575798E-06
    9.4500000E+00    9.6360803E-08    1.1345534E-07    2.2354610E-06    1.6590732E-06
    9.6300000E+00    9.6792292E-08    1.1308073E-07    2.2337499E-06    1.6607679E-06
    9.8100000E+00    9.7212153E-08    1.1281703E-07    2.2316768E-06    1.6627741E-06
    9.9900000E+00    9.7621700E-08    1.1270345E-07    2.2291012E-06    1.6652120E-06
    1.0170000E+01    9.8022358E-08    1.1280736E-07    2.2258742E-06    1.6681962E-06
    1.0350000E+01    9.8415684E-08    1.1323569E-07    2.2218524E-06    1.6718155E-06
    1.0530000E+01    9.8803380E-08    1.1414772E-07    2.2169120E-06    1.6761135E-06
    1.0710000E+01    9.9187316E-08    1.1576764E-07    2.2109596E-06    1.6810706E-06
    1.0890000E+01    9.9569541E-08    1.1839483E-07    2.2039388E-06    1.6865924E-06
    1.1070000E+01    9.9952301E-08    1.2240944E-07    2.1958307E-06    1.6925065E-06
    1.1250000E+01    1.0033802E-07    1.2827053E-07    2.1866504E-06    1.6985671E-06
    1.1430000E+01    1.0072930E-07    1.3650480E-07    2.1764394E-06    1.7044683E-06
    1.1610000E+01    1.0112884E-07    1.4768414E-07    2.1652564E-06    1.7098639E-06
    1.1790000E+01    1.0153935E-07    1.6239229E-07    2.1531704E-06    1.7143916E-06
    1.1970000E+01    1.0196350E-07    1.8118118E-07    2.1402554E-06    1.7177002E-06
    1.2150000E+01    1.0240311E-07    2.0450612E-07    2.1265938E-06    1.7194788E-06
    1.2330000E+01    1.0283959E-07    2.3226361E-07    2.1124289E-06    1.7195451E-06
    1.2510000E+01    6.4171141E-08    1.5838432E-07    1.3141929E-06    1.0745982E-06
    1.2690000E+01    6.4062658E-08    1.7286794E-07    1.3077820E-06    1.0738225E-06
    1.2870000E+01    6.3958521E-08    1.8863103E-07    1.3012444E-06    1.0725315E-06
    1.3050000E+01    6.3858518E-08    2.0564678E-07    1.2945972E-06    1.0707218E-06
    1.3230000E+01    6.3762377E-08    2.2386390E-07    1.2878593E-06    1.0684000E-06
    1.3410000E+01    6.3669775E-08    2.4320650E-07    1.2810517E-06    1.0655835E-06
    1.3590000E+01    6.3580344E-08    2.6357486E-07    1.2741973E-06    1.0622991E-06
    1.3770000E+01    6.3493674E-08    2.8484710E-07    1.2673215E-06    1.0585829E-06
    1.3950000E+01    6.3409332E-08    3.0688177E-07    1.2604514E-06    1.0544786E-06
    1.4130000E+01    6.3326862E-08    3.2952121E-07    1.2536160E-06    1.0500364E-06
    1.4310000E+01    6.3245795E-08    3.5259553E-07    1.2468455E-06    1.0453112E-06
    1.4490000E+01    6.3165667E-08    3.7592703E-07    1.2401713E-06    1.0403605E-06
    1.4670000E+01    6.3086023E-08    3.9933492E-07    1.2336257E-06    1.0352428E-06
    1.4850000E+01    6.3006435E-08    4.2263990E-07    1.2272415E-06    1.0300152E-06
    1.5030000E+01    6.2926504E-08    4.4566862E-07    1.2210519E-06    1.0247311E-06
    1.5210000E+01    6.2845869E-08    4.6825764E-07    1.2150911E-06    1.0194386E-06
    1.5390000E+01    6.2764211E-08    4.9025673E-07    1.2093940E-06    1.0141777E-06
    1.5570000E+01    6.2681255E-08    5.1153156E-07    1.2039971E-06    1.0089794E-06
    1.5750000E+01    6.2596772E-08    5.3196542E-07    1.1989390E-06    1.0038633E-06
    1.5930000E+01    6.2510577E-08    5.5146026E-07    1.1942612E-06    9.9883743E-07
    1.6110000E+01    6.2422525E-08    5.6993681E-07    1.1900082E-06    9.9389687E-07
    1.6290000E+01    6.2332507E-08    5.8733404E-07    1.1862278E-06    9.8902435E-07
    1.6470000E+01    6.2240446E-08    6.0360788E-07    1.1829712E-06    9.8419073E-07
    1.6650000E+01    6.2146288E-08    6.1872957E-07    1.1802923E-06    9.7935649E-07
    1.6830000E+01    6.2050003E-08    6.3268348E-07    1.1782469E-06    9.7447374E-07
    1.7010000E+01    6.1951579E-08    6.4546479E-07    1.1768909E-06    9.6948881E-07
    1.7190000E+01    6.1851019E-08    6.5707701E-07    1.1762792E-06    9.6434522E-07
