# Time          5.0000E+01
# Units: Mol/kgw
    Distance           H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer       
    9.0000000E-02   -2.5519882E-04    1.0000000E-04    1.4228625E-05    8.1572615E-06    7.2937536E-06    7.1631329E-07    2.1717805E-05    1.2785014E-03    3.4344782E-04    3.5589881E-07    5.5311352E-08    2.4132282E-11    1.0000000E-14    1.0000000E-14    5.3351901E-06    1.0000000E-14    5.3468354E-04    1.0000000E-30
    2.7000000E-01   -2.8888585E-04    1.0000000E-04    2.3296985E-05    1.4685341E-05    1.1479752E-05    2.9403285E-07    3.9534158E-05    1.2936126E-03    3.4340611E-04    3.5589659E-07    5.5564273E-08    1.1567590E-11    1.0000000E-14    1.0000000E-14    9.6566331E-06    1.0000000E-14    5.3638642E-04    1.0000000E-30
    4.5000000E-01   -3.2109212E-04    1.0000000E-04    3.1364086E-05    2.0345102E-05    1.7407685E-05    1.5901299E-07    5.5092634E-05    1.3079838E-03    3.4336428E-04    3.5589459E-07    4.8980383E-08    9.1418509E-12    1.0000000E-14    1.0000000E-14    1.3311609E-05    1.0000000E-14    5.3808929E-04    1.0000000E-30
    6.3000000E-01   -3.5161424E-04    1.0000000E-04    3.8648561E-05    2.5316042E-05    2.4577122E-05    1.0089741E-07    6.8677922E-05    1.3215590E-03    3.4332231E-04    3.5589278E-07    4.0985694E-08    7.4425334E-12    1.0000000E-14    1.0000000E-14    1.6469946E-05    1.0000000E-14    5.3979216E-04    1.0000000E-30
    8.1000000E-01   -3.8061004E-04    1.0000000E-04    4.5300104E-05    2.9809055E-05    3.2405912E-05    7.0183423E-08    8.0593118E-05    1.3344225E-03    3.4328016E-04    3.5589114E-07    3.3946171E-08    6.2005500E-12    1.0000000E-14    1.0000000E-14    1.9287776E-05    1.0000000E-14    5.4149503E-04    1.0000000E-30
    9.9000000E-01   -4.0826268E-04    1.0000000E-04    5.1426299E-05    3.4000562E-05    4.0412658E-05    5.1880150E-08    9.1086275E-05    1.3466535E-03    3.4323780E-04    3.5588962E-07    2.8398991E-08    5.2610919E-12    1.0000000E-14    1.0000000E-14    2.1889122E-05    1.0000000E-14    5.4319790E-04    1.0000000E-30
    1.1700000E+00   -4.3473091E-04    1.0000000E-04    5.7108009E-05    3.8011219E-05    4.8284216E-05    4.0066217E-08    1.0035539E-04    1.3583079E-03    3.4319519E-04    3.5588820E-07    2.4156320E-08    4.5302319E-12    1.0000000E-14    1.0000000E-14    2.4357910E-05    1.0000000E-14    5.4490077E-04    1.0000000E-30
    1.3500000E+00   -4.6014715E-04    1.0000000E-04    6.2408043E-05    4.1912205E-05    5.5857323E-05    3.1988678E-08    1.0856049E-04    1.3694169E-03    3.4315230E-04    3.5588685E-07    2.0884396E-08    3.9481695E-12    1.0000000E-14    1.0000000E-14    2.6743864E-05    1.0000000E-14    5.4660365E-04    1.0000000E-30
    1.5300000E+00   -4.8462162E-04    1.0000000E-04    6.7376234E-05    4.5740316E-05    6.3071212E-05    2.6218124E-08    1.1583299E-04    1.3799864E-03    3.4310911E-04    3.5588558E-07    1.8302915E-08    3.4752477E-12    1.0000000E-14    1.0000000E-14    2.9073186E-05    1.0000000E-14    5.4830667E-04    1.0000000E-30
    1.7100000E+00   -5.0825208E-04    1.0000000E-04    7.2052757E-05    4.9512515E-05    6.9926829E-05    2.1961513E-08    1.2229434E-04    1.3899986E-03    3.4306561E-04    3.5588435E-07    1.6214414E-08    3.0841503E-12    1.0000000E-14    1.0000000E-14    3.1358619E-05    1.0000000E-14    5.5002283E-04    1.0000000E-30
    1.8900000E+00   -5.3113370E-04    1.0000000E-04    7.6490448E-05    5.3248457E-05    7.6367971E-05    1.8718481E-08    1.2807734E-04    1.3994136E-03    3.4302177E-04    3.5588318E-07    1.4482376E-08    2.7554080E-12    1.0000000E-14    1.0000000E-14    3.3630667E-05    1.0000000E-14    5.5288391E-04    1.0000000E-30
    2.0700000E+00   -5.5471720E-04    1.0000000E-04    8.2491790E-05    5.7850592E-05    7.5923136E-05    2.0212089E-08    1.3660170E-04    1.4095926E-03    3.4297753E-04    3.5588167E-07    1.1588402E-08    2.4628530E-12    1.0000000E-14    1.0000000E-14    3.8042687E-05    1.0000000E-14    6.5506220E-04    1.0000000E-30
    2.2500000E+00   -5.7752022E-04    1.0000000E-04    8.8185631E-05    6.2346111E-05    7.5457526E-05    1.7250561E-08    1.4426727E-04    1.4195230E-03    3.4293323E-04    3.5588021E-07    1.0219637E-08    2.2178179E-12    1.0000000E-14    1.0000000E-14    4.2340369E-05    1.0000000E-14    7.5723452E-04    1.0000000E-30
    2.4300000E+00   -5.9962979E-04    1.0000000E-04    9.3603773E-05    6.6743194E-05    7.4976527E-05    1.4957797E-08    1.5117292E-04    1.4291760E-03    3.4288856E-04    3.5587881E-07    9.2386616E-09    2.0086095E-12    1.0000000E-14    1.0000000E-14    4.6533925E-05    1.0000000E-14    8.5940689E-04    1.0000000E-30
    2.6100000E+00   -6.2110607E-04    1.0000000E-04    9.8772757E-05    7.1048683E-05    7.4484230E-05    1.3151869E-08    1.5739730E-04    1.4385761E-03    3.4284353E-04    3.5587744E-07    8.4240502E-09    1.8282069E-12    1.0000000E-14    1.0000000E-14    5.0631754E-05    1.0000000E-14    9.6157930E-04    1.0000000E-30
    2.7900000E+00   -6.4200107E-04    1.0000000E-04    1.0371522E-04    7.5268555E-05    7.3984011E-05    1.1704924E-08    1.6300812E-04    1.4477441E-03    3.4279811E-04    3.5587612E-07    7.7210495E-09    1.6713266E-12    1.0000000E-14    1.0000000E-14    5.4641131E-05    1.0000000E-14    1.0637517E-03    1.0000000E-30
    2.9700000E+00   -6.6235993E-04    1.0000000E-04    1.0845065E-04    7.9408071E-05    7.3478647E-05    1.0528547E-08    1.6806415E-04    1.4566981E-03    3.4275231E-04    3.5587483E-07    7.1061809E-09    1.5338856E-12    1.0000000E-14    1.0000000E-14    5.8568397E-05    1.0000000E-14    1.1659242E-03    1.0000000E-30
    3.1500000E+00   -6.8222208E-04    1.0000000E-04    1.1299594E-04    8.3471896E-05    7.2970424E-05    9.5600117E-09    1.7261671E-04    1.4654539E-03    3.4270611E-04    3.5587358E-07    6.5640003E-09    1.4126760E-12    1.0000000E-14    1.0000000E-14    6.2419106E-05    1.0000000E-14    1.2680967E-03    1.0000000E-30
    3.3300000E+00   -7.0162213E-04    1.0000000E-04    1.1736589E-04    8.7464192E-05    7.2461213E-05    8.7538136E-09    1.7671094E-04    1.4740250E-03    3.4265950E-04    3.5587235E-07    6.0827417E-09    1.3051448E-12    1.0000000E-14    1.0000000E-14    6.6198153E-05    1.0000000E-14    1.3702693E-03    1.0000000E-30
    3.5100000E+00   -7.2059064E-04    1.0000000E-04    1.2157351E-04    9.1388694E-05    7.1952550E-05    8.0762943E-09    1.8038672E-04    1.4824236E-03    3.4261247E-04    3.5587115E-07    5.6530722E-09    1.2092358E-12    1.0000000E-14    1.0000000E-14    6.9909877E-05    1.0000000E-14    1.4724419E-03    1.0000000E-30
