# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.7965E+00
  2.7000E-01    5.8199E+00
  4.5000E-01    5.8423E+00
  6.3000E-01    5.8639E+00
  8.1000E-01    5.8845E+00
  9.9000E-01    5.9039E+00
  1.1700E+00    5.9225E+00
  1.3500E+00    5.9401E+00
  1.5300E+00    5.9570E+00
  1.7100E+00    5.9732E+00
  1.8900E+00    5.9887E+00
  2.0700E+00    6.0049E+00
  2.2500E+00    6.0203E+00
  2.4300E+00    6.0350E+00
  2.6100E+00    6.0492E+00
  2.7900E+00    6.0628E+00
  2.9700E+00    6.0759E+00
  3.1500E+00    6.0886E+00
  3.3300E+00    6.1008E+00
  3.5100E+00    6.1126E+00
  3.6900E+00    6.1241E+00
  3.8700E+00    6.1352E+00
  4.0500E+00    6.1460E+00
  4.2300E+00    6.1565E+00
  4.4100E+00    6.1667E+00
  4.5900E+00    6.1767E+00
  4.7700E+00    6.1864E+00
  4.9500E+00    6.1959E+00
  5.1300E+00    6.2051E+00
  5.3100E+00    6.2141E+00
  5.4900E+00    6.2230E+00
  5.6700E+00    6.2316E+00
  5.8500E+00    6.2401E+00
  6.0300E+00    6.2484E+00
  6.2100E+00    6.2565E+00
  6.3900E+00    6.2645E+00
  6.5700E+00    6.2723E+00
  6.7500E+00    6.2800E+00
  6.9300E+00    6.2876E+00
  7.1100E+00    6.2950E+00
  7.2900E+00    6.3023E+00
  7.4700E+00    6.3095E+00
  7.6500E+00    6.3166E+00
  7.8300E+00    6.3235E+00
  8.0100E+00    6.3304E+00
  8.1900E+00    6.3372E+00
  8.3700E+00    6.3440E+00
  8.5500E+00    6.3506E+00
  8.7300E+00    6.3572E+00
  8.9100E+00    6.3636E+00
  9.0900E+00    6.3700E+00
  9.2700E+00    6.3763E+00
  9.4500E+00    6.3825E+00
  9.6300E+00    6.3886E+00
  9.8100E+00    6.3946E+00
  9.9900E+00    6.4006E+00
  1.0170E+01    6.4064E+00
  1.0350E+01    6.4122E+00
  1.0530E+01    6.4179E+00
  1.0710E+01    6.4235E+00
  1.0890E+01    6.4290E+00
  1.1070E+01    6.4345E+00
  1.1250E+01    6.4398E+00
  1.1430E+01    6.4451E+00
  1.1610E+01    6.4502E+00
  1.1790E+01    6.4552E+00
  1.1970E+01    6.4600E+00
  1.2150E+01    6.4647E+00
  1.2330E+01    6.4691E+00
  1.2510E+01    6.4720E+00
  1.2690E+01    6.4748E+00
  1.2870E+01    6.4776E+00
  1.3050E+01    6.4805E+00
  1.3230E+01    6.4833E+00
  1.3410E+01    6.4861E+00
  1.3590E+01    6.4888E+00
  1.3770E+01    6.4916E+00
  1.3950E+01    6.4943E+00
  1.4130E+01    6.4971E+00
  1.4310E+01    6.4998E+00
  1.4490E+01    6.5025E+00
  1.4670E+01    6.5052E+00
  1.4850E+01    6.5079E+00
  1.5030E+01    6.5105E+00
  1.5210E+01    6.5132E+00
  1.5390E+01    6.5158E+00
  1.5570E+01    6.5184E+00
  1.5750E+01    6.5210E+00
  1.5930E+01    6.5236E+00
  1.6110E+01    6.5261E+00
  1.6290E+01    6.5287E+00
  1.6470E+01    6.5311E+00
  1.6650E+01    6.5336E+00
  1.6830E+01    6.5360E+00
  1.7010E+01    6.5383E+00
  1.7190E+01    6.5406E+00
  1.7370E+01    6.5428E+00
  1.7550E+01    6.5448E+00
  1.7730E+01    6.5467E+00
  1.7910E+01    6.5484E+00
