# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8328396E-12    7.0316997E-06
    2.7000000E-01    1.8349550E-12    9.7159578E-06
    4.5000000E-01    1.8370697E-12    1.2418440E-05
    6.3000000E-01    1.8391836E-12    1.5056504E-05
    8.1000000E-01    1.8412971E-12    1.7541120E-05
    9.9000000E-01    1.8434101E-12    1.9802973E-05
    1.1700000E+00    1.8455226E-12    2.1793833E-05
    1.3500000E+00    1.8476347E-12    2.3485951E-05
    1.5300000E+00    1.8497463E-12    2.4870579E-05
    1.7100000E+00    1.8518575E-12    2.5955478E-05
    1.8900000E+00    1.8540107E-12    2.6761513E-05
    2.0700000E+00    1.9854618E-12    2.6668884E-05
    2.2500000E+00    2.1169012E-12    2.6422303E-05
    2.4300000E+00    2.2483285E-12    2.6074183E-05
    2.6100000E+00    2.3797438E-12    2.5663541E-05
    2.7900000E+00    2.5111468E-12    2.5222906E-05
    2.9700000E+00    2.6425376E-12    2.4777827E-05
    3.1500000E+00    2.7739160E-12    2.4347035E-05
    3.3300000E+00    2.9052819E-12    2.3943115E-05
    3.5100000E+00    3.0366353E-12    2.3573470E-05
    3.6900000E+00    3.1679760E-12    2.3241426E-05
    3.8700000E+00    3.2993040E-12    2.2947297E-05
    4.0500000E+00    3.4306190E-12    2.2689363E-05
    4.2300000E+00    3.5619212E-12    2.2464663E-05
    4.4100000E+00    3.6932102E-12    2.2269623E-05
    4.5900000E+00    3.8244861E-12    2.2100500E-05
    4.7700000E+00    3.9557486E-12    2.1953677E-05
    4.9500000E+00    4.0869978E-12    2.1825844E-05
    5.1300000E+00    4.2182335E-12    2.1714077E-05
    5.3100000E+00    4.3494555E-12    2.1615877E-05
    5.4900000E+00    4.4806638E-12    2.1529124E-05
    5.6700000E+00    4.6118582E-12    2.1452041E-05
    5.8500000E+00    4.7430386E-12    2.1383163E-05
    6.0300000E+00    4.8742050E-12    2.1321289E-05
    6.2100000E+00    5.0053571E-12    2.1265433E-05
    6.3900000E+00    5.1364948E-12    2.1214783E-05
    6.5700000E+00    5.2676181E-12    2.1168669E-05
    6.7500000E+00    5.3987268E-12    2.1126531E-05
    6.9300000E+00    5.5298208E-12    2.1087901E-05
    7.1100000E+00    5.6608999E-12    2.1052385E-05
    7.2900000E+00    5.7919640E-12    2.1019648E-05
    7.4700000E+00    5.9230129E-12    2.0989401E-05
    7.6500000E+00    6.0540467E-12    2.0961400E-05
    7.8300000E+00    6.1850650E-12    2.0935431E-05
    8.0100000E+00    6.3160251E-12    2.0911458E-05
    8.1900000E+00    6.3178802E-12    2.1910085E-05
    8.3700000E+00    6.3197309E-12    2.2359375E-05
    8.5500000E+00    6.3215793E-12    2.2551750E-05
    8.7300000E+00    6.3234256E-12    2.2626619E-05
    8.9100000E+00    6.3252695E-12    2.2648994E-05
    9.0900000E+00    6.3271112E-12    2.2648637E-05
    9.2700000E+00    6.3289505E-12    2.2638912E-05
    9.4500000E+00    6.3307876E-12    2.2625689E-05
    9.6300000E+00    6.3326223E-12    2.2611476E-05
    9.8100000E+00    6.3344546E-12    2.2597305E-05
    9.9900000E+00    6.3362845E-12    2.2583563E-05
    1.0170000E+01    6.3381120E-12    2.2570367E-05
    1.0350000E+01    6.3399371E-12    2.2557722E-05
    1.0530000E+01    6.3417596E-12    2.2545582E-05
    1.0710000E+01    6.3435797E-12    2.2533880E-05
    1.0890000E+01    6.3453973E-12    2.2522537E-05
    1.1070000E+01    6.3472123E-12    2.2511462E-05
    1.1250000E+01    6.3490247E-12    2.2500551E-05
    1.1430000E+01    6.3508345E-12    2.2489683E-05
    1.1610000E+01    6.3526417E-12    2.2478717E-05
    1.1790000E+01    6.3544462E-12    2.2467479E-05
    1.1970000E+01    6.3562481E-12    2.2455761E-05
    1.2150000E+01    6.3580472E-12    2.2443302E-05
    1.2330000E+01    6.3598436E-12    2.2431403E-05
    1.2510000E+01    6.3616398E-12    3.8478586E-05
    1.2690000E+01    6.3634439E-12    4.3604233E-05
    1.2870000E+01    6.3652585E-12    4.5225631E-05
    1.3050000E+01    6.3670838E-12    4.5731993E-05
    1.3230000E+01    6.3689200E-12    4.5886512E-05
    1.3410000E+01    6.3707671E-12    4.5930967E-05
    1.3590000E+01    6.3726254E-12    4.5941328E-05
    1.3770000E+01    6.3744948E-12    4.5941265E-05
    1.3950000E+01    6.3763755E-12    4.5938093E-05
    1.4130000E+01    6.3782677E-12    4.5934050E-05
    1.4310000E+01    6.3801715E-12    4.5929812E-05
    1.4490000E+01    6.3820869E-12    4.5925580E-05
    1.4670000E+01    6.3840140E-12    4.5921406E-05
    1.4850000E+01    6.3859531E-12    4.5917300E-05
    1.5030000E+01    6.3879043E-12    4.5913254E-05
    1.5210000E+01    6.3898676E-12    4.5909258E-05
    1.5390000E+01    6.3918432E-12    4.5905293E-05
    1.5570000E+01    6.3938312E-12    4.5901337E-05
    1.5750000E+01    6.3958317E-12    4.5897362E-05
    1.5930000E+01    6.3978449E-12    4.5893333E-05
    1.6110000E+01    6.3998709E-12    4.5889204E-05
    1.6290000E+01    6.4019099E-12    4.5884918E-05
    1.6470000E+01    6.4039619E-12    4.5880401E-05
    1.6650000E+01    6.4060271E-12    4.5875559E-05
    1.6830000E+01    6.4081056E-12    4.5870271E-05
    1.7010000E+01    6.4101976E-12    4.5864383E-05
    1.7190000E+01    6.4123032E-12    4.5857696E-05
    1.7370000E+01    6.4144226E-12    4.5849954E-05
    1.7550000E+01    6.4165558E-12    4.5840828E-05
    1.7730000E+01    6.4187031E-12    4.5829896E-05
    1.7910000E+01    6.4208638E-12    4.5816610E-05
