# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0013521E-01    1.0013521E-01
    2.7000000E-01    1.0040332E-01    1.0040332E-01
    4.5000000E-01    1.0039546E-01    1.0039546E-01
    6.3000000E-01    1.0038643E-01    1.0038643E-01
    8.1000000E-01    1.0037254E-01    1.0037254E-01
    9.9000000E-01    1.0035720E-01    1.0035720E-01
    1.1700000E+00    1.0034176E-01    1.0034176E-01
    1.3500000E+00    1.0032666E-01    1.0032666E-01
    1.5300000E+00    1.0031206E-01    1.0031206E-01
    1.7100000E+00    1.0029801E-01    1.0029801E-01
    1.8900000E+00    1.0028450E-01    1.0028450E-01
    2.0700000E+00    1.0135067E-01    1.0135067E-01
    2.2500000E+00    1.0132949E-01    1.0132949E-01
    2.4300000E+00    1.0131161E-01    1.0131161E-01
    2.6100000E+00    1.0129486E-01    1.0129486E-01
    2.7900000E+00    1.0127916E-01    1.0127916E-01
    2.9700000E+00    1.0126443E-01    1.0126443E-01
    3.1500000E+00    1.0125061E-01    1.0125061E-01
    3.3300000E+00    1.0123764E-01    1.0123764E-01
    3.5100000E+00    1.0122546E-01    1.0122546E-01
    3.6900000E+00    1.0121401E-01    1.0121401E-01
    3.8700000E+00    1.0120325E-01    1.0120325E-01
    4.0500000E+00    1.0119312E-01    1.0119312E-01
    4.2300000E+00    1.0118359E-01    1.0118359E-01
    4.4100000E+00    1.0117462E-01    1.0117462E-01
    4.5900000E+00    1.0116617E-01    1.0116617E-01
    4.7700000E+00    1.0115819E-01    1.0115819E-01
    4.9500000E+00    1.0115068E-01    1.0115068E-01
    5.1300000E+00    1.0114358E-01    1.0114358E-01
    5.3100000E+00    1.0113689E-01    1.0113689E-01
    5.4900000E+00    1.0113056E-01    1.0113056E-01
    5.6700000E+00    1.0112458E-01    1.0112458E-01
    5.8500000E+00    1.0111892E-01    1.0111892E-01
    6.0300000E+00    1.0111358E-01    1.0111358E-01
    6.2100000E+00    1.0110851E-01    1.0110851E-01
    6.3900000E+00    1.0110372E-01    1.0110372E-01
    6.5700000E+00    1.0109918E-01    1.0109918E-01
    6.7500000E+00    1.0109487E-01    1.0109487E-01
    6.9300000E+00    1.0109079E-01    1.0109079E-01
    7.1100000E+00    1.0108692E-01    1.0108692E-01
    7.2900000E+00    1.0108324E-01    1.0108324E-01
    7.4700000E+00    1.0107975E-01    1.0107975E-01
    7.6500000E+00    1.0107644E-01    1.0107644E-01
    7.8300000E+00    1.0107329E-01    1.0107329E-01
    8.0100000E+00    1.0107030E-01    1.0107030E-01
    8.1900000E+00    1.0000480E-01    1.0000480E-01
    8.3700000E+00    1.0000057E-01    1.0000057E-01
    8.5500000E+00    9.9996591E-02    9.9996591E-02
    8.7300000E+00    9.9992839E-02    9.9992839E-02
    8.9100000E+00    9.9989288E-02    9.9989288E-02
    9.0900000E+00    9.9985921E-02    9.9985921E-02
    9.2700000E+00    9.9982726E-02    9.9982726E-02
    9.4500000E+00    9.9979692E-02    9.9979692E-02
    9.6300000E+00    9.9976810E-02    9.9976810E-02
    9.8100000E+00    9.9974071E-02    9.9974071E-02
    9.9900000E+00    9.9971468E-02    9.9971468E-02
    1.0170000E+01    9.9968994E-02    9.9968994E-02
    1.0350000E+01    9.9966643E-02    9.9966643E-02
    1.0530000E+01    9.9964410E-02    9.9964410E-02
    1.0710000E+01    9.9962288E-02    9.9962288E-02
    1.0890000E+01    9.9960272E-02    9.9960272E-02
    1.1070000E+01    9.9958358E-02    9.9958358E-02
    1.1250000E+01    9.9956542E-02    9.9956542E-02
    1.1430000E+01    9.9954819E-02    9.9954819E-02
    1.1610000E+01    9.9953186E-02    9.9953186E-02
    1.1790000E+01    9.9951638E-02    9.9951638E-02
    1.1970000E+01    9.9950173E-02    9.9950173E-02
    1.2150000E+01    9.9948787E-02    9.9948787E-02
    1.2330000E+01    9.9947478E-02    9.9947478E-02
    1.2510000E+01    9.9026744E-02    9.9026744E-02
    1.2690000E+01    9.9026833E-02    9.9026833E-02
    1.2870000E+01    9.9026636E-02    9.9026636E-02
    1.3050000E+01    9.9026483E-02    9.9026483E-02
    1.3230000E+01    9.9026347E-02    9.9026347E-02
    1.3410000E+01    9.9026217E-02    9.9026217E-02
    1.3590000E+01    9.9026091E-02    9.9026091E-02
    1.3770000E+01    9.9025969E-02    9.9025969E-02
    1.3950000E+01    9.9025849E-02    9.9025849E-02
    1.4130000E+01    9.9025732E-02    9.9025732E-02
    1.4310000E+01    9.9025617E-02    9.9025617E-02
    1.4490000E+01    9.9025505E-02    9.9025505E-02
    1.4670000E+01    9.9025396E-02    9.9025396E-02
    1.4850000E+01    9.9025289E-02    9.9025289E-02
    1.5030000E+01    9.9025184E-02    9.9025184E-02
    1.5210000E+01    9.9025082E-02    9.9025082E-02
    1.5390000E+01    9.9024982E-02    9.9024982E-02
    1.5570000E+01    9.9024885E-02    9.9024885E-02
    1.5750000E+01    9.9024789E-02    9.9024789E-02
    1.5930000E+01    9.9024697E-02    9.9024697E-02
    1.6110000E+01    9.9024606E-02    9.9024606E-02
    1.6290000E+01    9.9024518E-02    9.9024518E-02
    1.6470000E+01    9.9024433E-02    9.9024433E-02
    1.6650000E+01    9.9024351E-02    9.9024351E-02
    1.6830000E+01    9.9024272E-02    9.9024272E-02
    1.7010000E+01    9.9024196E-02    9.9024196E-02
    1.7190000E+01    9.9024125E-02    9.9024125E-02
    1.7370000E+01    9.9024059E-02    9.9024059E-02
    1.7550000E+01    9.9023998E-02    9.9023998E-02
    1.7730000E+01    9.9023945E-02    9.9023945E-02
    1.7910000E+01    9.9023901E-02    9.9023901E-02
