# Time          5.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC             O2(s)            Gibbsite     
    9.0000000E-02   -1.1780579E-01   -4.8454070E+00   -9.8954378E+00   -1.8554676E+00   -5.6234893E+01    1.1716036E-01    3.1016353E+00   -1.0332411E+01    1.2701806E-01    3.7846356E+00   -1.0489084E+01   -2.2714283E-02   -4.5904892E+00   -4.3521476E+03    3.8105287E+00    1.7126455E+00
    2.7000000E-01    1.4409255E-01   -4.0603468E+00   -9.1258110E+00   -1.0297264E+00   -5.6217141E+01    1.2481688E-03    3.3434219E+00   -1.0235668E+01    6.6163921E-01    3.7244777E+00   -9.3358934E+00    2.3918406E-01   -4.2056481E+00   -5.4092120E+03    3.6259558E+00    1.4206682E+00
    4.5000000E-01    2.8678710E-01   -3.6228136E+00   -8.6387669E+00   -5.3885370E-01   -5.6248733E+01    1.5287673E-03    3.4921595E+00   -1.0234877E+01    9.6272186E-01    3.6677317E+00   -8.6777746E+00    3.8187861E-01   -3.9609759E+00   -6.2219627E+03    3.4385545E+00    1.2496007E+00
    6.3000000E-01    3.8138903E-01   -3.3289844E+00   -8.2772044E+00   -2.0637904E-01   -5.6289482E+01    1.6715753E-03    3.5863875E+00   -1.0281359E+01    1.1596135E+00    3.6186889E+00   -8.2409867E+00    4.7648054E-01   -3.7790925E+00   -6.4789161E+03    3.2468725E+00    1.1304774E+00
    8.1000000E-01    4.5031423E-01   -3.1140471E+00   -7.9875449E+00    3.3589307E-02   -5.6325225E+01    1.7262174E-03    3.6442120E+00   -1.0348481E+01    1.2960650E+00    3.5743955E+00   -7.9256655E+00    5.4540575E-01   -3.6333108E+00   -6.5006530E+03    3.0506231E+00    1.0394054E+00
    9.9000000E-01    5.0368095E-01   -2.9470393E+00   -7.7451179E+00    2.1602249E-01   -5.6350218E+01    1.7343051E-03    3.6811435E+00   -1.0418684E+01    1.3968120E+00    3.5356272E+00   -7.6833843E+00    5.9877246E-01   -3.5112944E+00   -6.4932806E+03    2.8495959E+00    9.6665456E-01
    1.1700000E+00    5.4661713E-01   -2.8127669E+00   -7.5367342E+00    3.5914242E-01   -5.6362505E+01    1.7216763E-03    3.7034760E+00   -1.0484775E+01    1.4730198E+00    3.5007122E+00   -7.4900384E+00    6.4170864E-01   -3.4064328E+00   -6.4831307E+03    2.6435716E+00    9.0626088E-01
    1.3500000E+00    5.8215121E-01   -2.7017033E+00   -7.3543743E+00    4.7461539E-01   -5.6362127E+01    1.7018720E-03    3.7166168E+00   -1.0543026E+01    1.5325204E+00    3.4694481E+00   -7.3309770E+00    6.7724272E-01   -3.3146973E+00   -6.4725188E+03    2.4323132E+00    8.5509477E-01
    1.5300000E+00    6.1221313E-01   -2.6077375E+00   -7.1926903E+00    5.6997335E-01   -5.6350056E+01    1.6809803E-03    3.7240136E+00   -1.0592446E+01    1.5803119E+00    3.4416108E+00   -7.1970702E+00    7.0730464E-01   -3.2333960E+00   -6.4616311E+03    2.2155639E+00    8.1111421E-01
    1.7100000E+00    6.3810371E-01   -2.5267477E+00   -7.0478728E+00    6.5026692E-01   -5.6327579E+01    1.6612349E-03    3.7278673E+00   -1.0633381E+01    1.6196903E+00    3.4169521E+00   -7.0823252E+00    7.3319522E-01   -3.1606087E+00   -6.4504692E+03    1.9930455E+00    7.7289427E-01
    1.8900000E+00    6.6074493E-01   -2.4558236E+00   -6.9170695E+00    7.1899539E-01   -5.6295984E+01    1.6430957E-03    3.7295742E+00   -1.0666721E+01    1.6528927E+00    3.3952130E+00   -6.9825984E+00    7.5583644E-01   -3.0948996E+00   -6.4380966E+03    1.7644559E+00    7.3938348E-01
    2.0700000E+00    6.9741949E-01   -2.2477997E+00   -6.7689972E+00    8.7452994E-01   -5.6289168E+01    1.3529973E-03    3.9864210E+00   -1.0566821E+01    1.9094624E+00    3.5698744E+00   -6.7277046E+00    7.9251100E-01   -3.0290767E+00   -4.6975173E+03    1.5309920E+00    7.9003962E-01
    2.2500000E+00    7.2902813E-01   -2.1539614E+00   -6.6344687E+00    9.1993349E-01   -5.6269049E+01    1.3029226E-03    3.9445618E+00   -1.0634951E+01    1.9293148E+00    3.5458289E+00   -6.6106342E+00    8.2411964E-01   -2.9683695E+00   -4.6459781E+03    1.2998908E+00    7.4640824E-01
