# Time series at grid cell:   1   1   1
  Time(yrs)                  Na+                    K+                     Al+++                  Mg++                   SiO2(aq)               Ca++                   Fe++                   SO4--                  pH                     CO2(aq)                O2(aq)                
  1.00000E-09                2.88997765946383E-05   7.24994507862092E-05   3.48225280870599E-09   6.81012004687756E-06   4.31999782652154E-05   1.21002296406751E-05   8.78999254645083E-07   5.27999663875332E-09   5.96999105987745E+00   1.59221898904061E-03   3.43460839448578E-04
  2.00000E-09                2.88997648373609E-05   7.24994213760159E-05   3.48450634380153E-09   6.81011427905930E-06   4.31999565304493E-05   1.21002193723770E-05   8.78998509292122E-07   5.27999327751096E-09   5.96999019457462E+00   1.59221937135648E-03   3.43460802123492E-04
  3.00000E-09                2.88997531076773E-05   7.24993920157642E-05   3.48675915451765E-09   6.81010849773432E-06   4.31999347957124E-05   1.21002090782045E-05   8.78997763940078E-07   5.27998991626813E-09   5.96998950044925E+00   1.59221983835465E-03   3.43460764803072E-04
  4.00000E-09                2.88997413108152E-05   7.24993624792161E-05   3.48901196511389E-09   6.81010275849170E-06   4.31999130609949E-05   1.21001988649659E-05   8.78997018589327E-07   5.27998655502758E-09   5.96998891786255E+00   1.59222036315622E-03   3.43460727468153E-04
  5.00000E-09                2.88997294639204E-05   7.24993328122125E-05   3.49126477530498E-09   6.81009704994171E-06   4.31998913262964E-05   1.21001887107850E-05   8.78996273239785E-07   5.27998319378925E-09   5.96998840984764E+00   1.59222092668801E-03   3.43460690122642E-04
  7.00000E-09                2.88997056105676E-05   7.24992730714857E-05   3.49577256973509E-09   6.81008572980444E-06   4.31998478569724E-05   1.21001685889124E-05   8.78994782546210E-07   5.27997647132485E-09   5.96998754202428E+00   1.59222213212124E-03   3.43460615398528E-04
  1.10000E-08                2.88996578390613E-05   7.24991534099721E-05   3.50478089315571E-09   6.81006313122670E-06   4.31997609186068E-05   1.21001284254403E-05   8.78991801173120E-07   5.27996302641893E-09   5.96998601016232E+00   1.59222464658875E-03   3.43460465938626E-04
  1.90000E-08                2.88995622084389E-05   7.24989138549560E-05   3.52280328816588E-09   6.81001798952540E-06   4.31995870429991E-05   1.21000482051334E-05   8.78985838497453E-07   5.27993613675358E-09   5.96998311197421E+00   1.59222976142115E-03   3.43460167011872E-04
  3.50000E-08                2.88993708730805E-05   7.24984345556655E-05   3.55884785706751E-09   6.80992775325225E-06   4.31992392962587E-05   1.20998878549977E-05   8.78973913416651E-07   5.27988235797143E-09   5.96997738872787E+00   1.59224002845816E-03   3.43459569191805E-04
  6.70000E-08                2.88989881748493E-05   7.24974758881884E-05   3.63093613853944E-09   6.80974730649273E-06   4.31985438206563E-05   1.20995672035717E-05   8.78950064336566E-07   5.27977480260106E-09   5.96996596036070E+00   1.59226056809260E-03   3.43458373742449E-04
  1.31000E-07                2.88982227976684E-05   7.24955586015653E-05   3.77510870732682E-09   6.80938643817925E-06   4.31971529408421E-05   1.20989259462419E-05   8.78902370501458E-07   5.27955970063569E-09   5.96994311143362E+00   1.59230163444544E-03   3.43455983633726E-04
  2.59000E-07                2.88966921527177E-05   7.24917243015132E-05   4.06343795231271E-09   6.80866478190132E-06   4.31943714658099E-05   1.20976435743878E-05   8.78807000123972E-07   5.27912953180350E-09   5.96989743740379E+00   1.59238371116847E-03   3.43451206581187E-04
  5.15000E-07                2.88936313017087E-05   7.24840567973553E-05   4.64002496923144E-09   6.80722179069794E-06   4.31888096464011E-05   1.20950794017737E-05   8.78616328480159E-07   5.27826933451039E-09   5.96980618398495E+00   1.59254764067181E-03   3.43441665120063E-04
  1.02700E-06                2.88875113557283E-05   7.24687261740313E-05   5.79285500085381E-09   6.80433709335102E-06   4.31776904684449E-05   1.20899533402788E-05   8.78235261160520E-07   5.27654950122591E-09   5.96962405460096E+00   1.59287460597758E-03   3.43422632647666E-04
  2.05100E-06                2.88752784793335E-05   7.24380824460051E-05   8.09668581815763E-09   6.79857283236115E-06   4.31554694633847E-05   1.20797103406017E-05   8.77474226603617E-07   5.27311207839734E-09   5.96926129687817E+00   1.59352497833069E-03   3.43384768499142E-04
  4.09900E-06                2.88508407391518E-05   7.23768649416655E-05   1.26934087623965E-08   6.78706480203771E-06   4.31110931198430E-05   1.20592607577571E-05   8.75956527873510E-07   5.26624619598513E-09   5.96854171659852E+00   1.59481162129037E-03   3.43309835441557E-04
  8.19500E-06                2.88020769072190E-05   7.22547087452164E-05   2.18163257783007E-08   6.76413036147896E-06   4.30225743966842E-05   1.20185066419542E-05   8.72938378147456E-07   5.25255019065164E-09   5.96712575752831E+00   1.59732953119772E-03   3.43163087964614E-04
  1.63870E-05                2.87049925669415E-05   7.20115034995107E-05   3.95882394131861E-08   6.71858517617469E-06   4.28462676260495E-05   1.19375736590747E-05   8.66969286329840E-07   5.22530047393364E-09   5.96438254240116E+00   1.60215180362643E-03   3.42881588150926E-04
  3.27710E-05                2.85125724993432E-05   7.15294603805946E-05   7.21801670713302E-08   6.62876821619429E-06   4.24954205033696E-05   1.17779706896572E-05   8.55286909429074E-07   5.17136432585460E-09   5.95922145223728E+00   1.61100163062612E-03   3.42363017005998E-04
