# Time          5.0000E+01
# Units: Mol/kgw
    Distance           H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer       
    9.0000000E-02   -1.8720575E-04    1.0000000E-04    2.1217504E-05    1.3301274E-05    1.2011109E-05    3.3677625E-07    3.5073768E-05    8.5207387E-04    3.3795499E-04    3.5589951E-07    7.7400562E-08    1.5365017E-11    1.0000000E-14    1.0000000E-14    8.6910155E-06    1.0000000E-14    2.6828036E-05    1.0000000E-30
    2.7000000E-01   -2.4640098E-04    1.0000000E-04    3.5757020E-05    2.3691286E-05    2.3017340E-05    1.2691148E-07    6.2634180E-05    9.7420669E-04    3.2792538E-04    3.5589418E-07    8.0685732E-08    8.3283582E-12    1.0000000E-14    1.0000000E-14    1.5437265E-05    1.0000000E-14    1.5421011E-06    1.0000000E-30
    4.5000000E-01   -3.0223866E-04    1.0000000E-04    4.8799603E-05    3.2832367E-05    3.6070112E-05    7.2076683E-08    8.5815112E-05    1.0973462E-03    3.1793041E-04    3.5588927E-07    7.4049194E-08    6.7419814E-12    1.0000000E-14    1.0000000E-14    2.1256239E-05    1.0000000E-14    2.5029049E-07    1.0000000E-30
    6.3000000E-01   -3.5575860E-04    1.0000000E-04    6.0955052E-05    4.1418665E-05    4.9511473E-05    4.9567044E-08    1.0587650E-04    1.2242716E-03    3.0791936E-04    3.5588462E-07    6.7718693E-08    5.9069123E-12    1.0000000E-14    1.0000000E-14    2.6671600E-05    1.0000000E-14    1.8757239E-07    1.0000000E-30
    8.1000000E-01   -4.0772372E-04    1.0000000E-04    7.2564155E-05    4.9858927E-05    6.2428563E-05    3.7932223E-08    1.2360618E-04    1.3561013E-03    2.9789071E-04    3.5588010E-07    6.4005980E-08    5.4452789E-12    1.0000000E-14    1.0000000E-14    3.1971970E-05    1.0000000E-14    1.9005664E-07    1.0000000E-30
    9.9000000E-01   -4.5868859E-04    1.0000000E-04    8.3840345E-05    5.8349713E-05    7.4513513E-05    3.1114904E-08    1.3959890E-04    1.4937212E-03    2.8784504E-04    3.5587564E-07    6.2738439E-08    5.1975998E-12    1.0000000E-14    1.0000000E-14    3.7294544E-05    1.0000000E-14    1.9649735E-07    1.0000000E-30
    1.1700000E+00   -5.0902972E-04    1.0000000E-04    9.4929290E-05    6.6973480E-05    8.5722249E-05    2.6764024E-08    1.5423982E-04    1.6378820E-03    2.7778286E-04    3.5587120E-07    6.3369170E-08    5.0872285E-12    1.0000000E-14    1.0000000E-14    4.2698396E-05    1.0000000E-14    2.0361772E-07    1.0000000E-30
    1.3500000E+00   -5.5902211E-04    1.0000000E-04    1.0593643E-04    7.5758395E-05    9.6128247E-05    2.3834922E-08    1.6780578E-04    1.7892735E-03    2.6770459E-04    3.5586677E-07    6.5488483E-08    5.0733977E-12    1.0000000E-14    1.0000000E-14    4.8205380E-05    1.0000000E-14    2.1128817E-07    1.0000000E-30
    1.5300000E+00   -6.0887710E-04    1.0000000E-04    1.1694163E-04    8.4711442E-05    1.0583704E-04    2.1798451E-08    1.8051019E-04    1.9485611E-03    2.5761053E-04    3.5586231E-07    6.8862968E-08    5.1329257E-12    1.0000000E-14    1.0000000E-14    5.3822511E-05    1.0000000E-14    2.1956313E-07    1.0000000E-30
    1.7100000E+00   -6.5876183E-04    1.0000000E-04    1.2800782E-04    9.3832767E-05    1.1494981E-04    2.0359051E-08    1.9252222E-04    2.1164040E-03    2.4750093E-04    3.5585781E-07    7.3387320E-08    5.2521091E-12    1.0000000E-14    1.0000000E-14    5.9551706E-05    1.0000000E-14    2.2851792E-07    1.0000000E-30
    1.8900000E+00   -7.0881912E-04    1.0000000E-04    1.3919699E-04    1.0312321E-04    1.2353044E-04    1.9338216E-08    2.0399686E-04    2.2934762E-03    2.3737597E-04    3.5585327E-07    7.9034175E-08    5.4226379E-12    1.0000000E-14    1.0000000E-14    6.5400893E-05    1.0000000E-14    2.4028162E-07    1.0000000E-30
    2.0700000E+00   -7.6248808E-04    1.0000000E-04    1.5551797E-04    1.1332198E-04    1.2164997E-04    2.2258783E-08    2.2379731E-04    2.4828921E-03    2.2730079E-04    3.5584805E-07    7.8671081E-08    5.5870018E-12    1.0000000E-14    1.0000000E-14    7.4812324E-05    1.0000000E-14    1.3780282E-05    1.0000000E-30
    2.2500000E+00   -8.1618921E-04    1.0000000E-04    1.7195484E-04    1.2355727E-04    1.1964606E-04    2.0465194E-08    2.4265784E-04    2.6709347E-03    2.1761817E-04    3.5584281E-07    8.2147919E-08    5.7336945E-12    1.0000000E-14    1.0000000E-14    8.4210339E-05    1.0000000E-14    1.5365255E-05    1.0000000E-30
    2.4300000E+00   -8.6990736E-04    1.0000000E-04    1.8847953E-04    1.3382212E-04    1.1753546E-04    1.8967276E-08    2.6060496E-04    2.8576382E-03    2.0828678E-04    3.5583755E-07    8.7255197E-08    5.8635213E-12    1.0000000E-14    1.0000000E-14    9.3594654E-05    1.0000000E-14    1.6126409E-05    1.0000000E-30
    2.6100000E+00   -9.2361793E-04    1.0000000E-04    2.0506768E-04    1.4411052E-04    1.1533245E-04    1.7700403E-08    2.7766156E-04    3.0428367E-03    1.9930935E-04    3.5583229E-07    9.3151054E-08    5.9782124E-12    1.0000000E-14    1.0000000E-14    1.0296498E-04    1.0000000E-14    1.6858226E-05    1.0000000E-30
    2.7900000E+00   -9.7730135E-04    1.0000000E-04    2.2169819E-04    1.5441734E-04    1.1304965E-04    1.6616198E-08    2.9385269E-04    3.2264093E-03    1.9068699E-04    3.5582701E-07    9.9503010E-08    6.0793986E-12    1.0000000E-14    1.0000000E-14    1.1232129E-04    1.0000000E-14    1.7620377E-05    1.0000000E-30
    2.9700000E+00   -1.0309412E-03    1.0000000E-04    2.3835255E-04    1.6473813E-04    1.1069826E-04    1.5678682E-08    3.0920451E-04    3.4082355E-03    1.8242064E-04    3.5582173E-07    1.0617493E-07    6.1683880E-12    1.0000000E-14    1.0000000E-14    1.2166367E-04    1.0000000E-14    1.8417930E-05    1.0000000E-30
    3.1500000E+00   -1.0845232E-03    1.0000000E-04    2.5501432E-04    1.7506897E-04    1.0828826E-04    1.4860508E-08    3.2374356E-04    3.5881907E-03    1.7451120E-04    3.5581644E-07    1.1310798E-07    6.2462111E-12    1.0000000E-14    1.0000000E-14    1.3099225E-04    1.0000000E-14    1.9251421E-05    1.0000000E-30
    3.3300000E+00   -1.1380345E-03    1.0000000E-04    2.7166865E-04    1.8540631E-04    1.0582858E-04    1.4140511E-08    3.3749633E-04    3.7661448E-03    1.6695955E-04    3.5581114E-07    1.2027330E-07    6.3136761E-12    1.0000000E-14    1.0000000E-14    1.4030713E-04    1.0000000E-14    2.0120619E-05    1.0000000E-30
    3.5100000E+00   -1.1914631E-03    1.0000000E-04    2.8830202E-04    1.9574694E-04    1.0332727E-04    1.3502058E-08    3.5048887E-04    3.9419613E-03    1.5976652E-04    3.5580585E-07    1.2765225E-07    6.3714129E-12    1.0000000E-14    1.0000000E-14    1.4960838E-04    1.0000000E-14    2.1024723E-05    1.0000000E-30
    3.6900000E+00   -1.2447979E-03    1.0000000E-04    3.0490199E-04    2.0608785E-04    1.0079159E-04    1.2931886E-08    3.6274661E-04    4.1154963E-03    1.5293293E-04    3.5580054E-07    1.3522771E-07    6.4199076E-12    1.0000000E-14    1.0000000E-14    1.5889598E-04    1.0000000E-14    2.1962279E-05    1.0000000E-30
    3.8700000E+00   -1.2980279E-03    1.0000000E-04    3.2145696E-04    2.1642625E-04    9.8228121E-05    1.2419289E-08    3.7429419E-04    4.2865980E-03    1.4645956E-04    3.5579524E-07    1.4297982E-07    6.4595296E-12    1.0000000E-14    1.0000000E-14    1.6816983E-04    1.0000000E-14    2.2931058E-05    1.0000000E-30
    4.0500000E+00   -1.3511424E-03    1.0000000E-04    3.3795605E-04    2.2675946E-04    9.5642892E-05    1.1955521E-08    3.8515535E-04    4.4551057E-03    1.4034720E-04    3.5578994E-07    1.5088378E-07    6.4905515E-12    1.0000000E-14    1.0000000E-14    1.7742972E-04    1.0000000E-14    2.3927919E-05    1.0000000E-30
    4.2300000E+00   -1.4041307E-03    1.0000000E-04    3.5438894E-04    2.3708491E-04    9.3041422E-05    1.1533360E-08    3.9535288E-04    4.6208492E-03    1.3459661E-04    3.5578464E-07    1.5890834E-07    6.5131657E-12    1.0000000E-14    1.0000000E-14    1.8667535E-04    1.0000000E-14    2.4948678E-05    1.0000000E-30
    4.4100000E+00   -1.4569822E-03    1.0000000E-04    3.7074575E-04    2.4740007E-04    9.0428799E-05    1.1146782E-08    4.0490857E-04    4.7836478E-03    1.2920857E-04    3.5577934E-07    1.6701478E-07    6.5274967E-12    1.0000000E-14    1.0000000E-14    1.9590630E-04    1.0000000E-14    2.5987975E-05    1.0000000E-30
    4.5900000E+00   -1.5096858E-03    1.0000000E-04    3.8701698E-04    2.5770248E-04    8.7809738E-05    1.0790716E-08    4.1384316E-04    4.9433095E-03    1.2418383E-04    3.5577404E-07    1.7515605E-07    6.5336112E-12    1.0000000E-14    1.0000000E-14    2.0512202E-04    1.0000000E-14    2.7039152E-05    1.0000000E-30
    4.7700000E+00   -1.5622304E-03    1.0000000E-04    4.0319338E-04    2.6798967E-04    8.5188625E-05    1.0460849E-08    4.2217632E-04    5.0996302E-03    1.1952315E-04    3.5576875E-07    1.8327604E-07    6.5315262E-12    1.0000000E-14    1.0000000E-14    2.1432187E-04    1.0000000E-14    2.8094163E-05    1.0000000E-30
    4.9500000E+00   -1.6146044E-03    1.0000000E-04    4.1926592E-04    2.7825916E-04    8.2569564E-05    1.0153484E-08    4.2992667E-04    5.2523928E-03    1.1522731E-04    3.5576346E-07    1.9130903E-07    6.5212156E-12    1.0000000E-14    1.0000000E-14    2.2350505E-04    1.0000000E-14    2.9143512E-05    1.0000000E-30
    5.1300000E+00   -1.6667957E-03    1.0000000E-04    4.3522570E-04    2.8850844E-04    7.9956412E-05    9.8654240E-09    4.3711174E-04    5.4013660E-03    1.1129708E-04    3.5575818E-07    1.9917931E-07    6.5026153E-12    1.0000000E-14    1.0000000E-14    2.3267066E-04    1.0000000E-14    3.0176253E-05    1.0000000E-30
    5.3100000E+00   -1.7187917E-03    1.0000000E-04    4.5106385E-04    2.9873497E-04    7.7352807E-05    9.5938800E-09    4.4374795E-04    5.5463034E-03    1.0773324E-04    3.5575290E-07    2.0680103E-07    6.4756284E-12    1.0000000E-14    1.0000000E-14    2.4181763E-04    1.0000000E-14    3.1180063E-05    1.0000000E-30
    5.4900000E+00   -1.7705791E-03    1.0000000E-04    4.6677157E-04    3.0893611E-04    7.4762204E-05    9.3364002E-09    4.4985067E-04    5.6869426E-03    1.0453662E-04    3.5574764E-07    2.1407838E-07    6.4401285E-12    1.0000000E-14    1.0000000E-14    2.5094478E-04    1.0000000E-14    3.2141396E-05    1.0000000E-30
    5.6700000E+00   -1.8221442E-03    1.0000000E-04    4.8233999E-04    3.1910916E-04    7.2187890E-05    9.0908117E-09    4.5543413E-04    5.8230034E-03    1.0170802E-04    3.5574238E-07    2.2090610E-07    6.3959640E-12    1.0000000E-14    1.0000000E-14    2.6005075E-04    1.0000000E-14    3.3045740E-05    1.0000000E-30
    5.8500000E+00   -1.8734721E-03    1.0000000E-04    4.9776015E-04    3.2925130E-04    6.9633012E-05    8.8551735E-09    4.6051149E-04    5.9541875E-03    9.9248317E-05    3.5573714E-07    2.2717053E-07    6.3429608E-12    1.0000000E-14    1.0000000E-14    2.6913403E-04    1.0000000E-14    3.3877987E-05    1.0000000E-30
    6.0300000E+00   -1.9245474E-03    1.0000000E-04    5.1302295E-04    3.3935960E-04    6.7100593E-05    8.6277398E-09    4.6509478E-04    6.0801766E-03    9.7158372E-05    3.5573192E-07    2.3275109E-07    6.2809263E-12    1.0000000E-14    1.0000000E-14    2.7819292E-04    1.0000000E-14    3.4622900E-05    1.0000000E-30
    6.2100000E+00   -1.9753534E-03    1.0000000E-04    5.2811913E-04    3.4943097E-04    6.4593550E-05    8.4069288E-09    4.6919492E-04    6.2006312E-03    9.5439087E-05    3.5572671E-07    2.3752249E-07    6.2096521E-12    1.0000000E-14    1.0000000E-14    2.8722556E-04    1.0000000E-14    3.5265680E-05    1.0000000E-30
