# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    1.7912889E-02    2.0764077E-01    1.9000015E-04
    2.7000000E-01    1.9442636E-02    2.0326766E-01    1.9000046E-04
    4.5000000E-01    2.1031048E-02    1.9891487E-01    1.9000076E-04
    6.3000000E-01    2.2701491E-02    1.9455858E-01    1.9000106E-04
    8.1000000E-01    2.4457040E-02    1.9019763E-01    1.9000136E-04
    9.9000000E-01    2.6299784E-02    1.8583229E-01    1.9000165E-04
    1.1700000E+00    2.8232073E-02    1.8146285E-01    1.9000194E-04
    1.3500000E+00    3.0256535E-02    1.7708956E-01    1.9000223E-04
    1.5300000E+00    3.2376048E-02    1.7271262E-01    1.9000251E-04
    1.7100000E+00    3.4593709E-02    1.6833218E-01    1.9000278E-04
    1.8900000E+00    3.6912823E-02    1.6394837E-01    1.9000306E-04
    2.0700000E+00    3.9321376E-02    1.5958936E-01    1.9000332E-04
    2.2500000E+00    4.1688268E-02    1.5539055E-01    1.9000359E-04
    2.4300000E+00    4.4015572E-02    1.5133581E-01    1.9000384E-04
    2.6100000E+00    4.6300547E-02    1.4742653E-01    1.9000410E-04
    2.7900000E+00    4.8541339E-02    1.4366315E-01    1.9000435E-04
    2.9700000E+00    5.0736134E-02    1.4004596E-01    1.9000459E-04
    3.1500000E+00    5.2883082E-02    1.3657525E-01    1.9000483E-04
    3.3300000E+00    5.4980276E-02    1.3325127E-01    1.9000507E-04
    3.5100000E+00    5.7025756E-02    1.3007428E-01    1.9000530E-04
    3.6900000E+00    5.9017496E-02    1.2704450E-01    1.9000553E-04
    3.8700000E+00    6.0953406E-02    1.2416218E-01    1.9000575E-04
    4.0500000E+00    6.2831324E-02    1.2142752E-01    1.9000597E-04
    4.2300000E+00    6.4649014E-02    1.1884075E-01    1.9000619E-04
    4.4100000E+00    6.6404160E-02    1.1640208E-01    1.9000640E-04
    4.5900000E+00    6.8094367E-02    1.1411171E-01    1.9000661E-04
    4.7700000E+00    6.9717150E-02    1.1196985E-01    1.9000681E-04
    4.9500000E+00    7.1269937E-02    1.0997670E-01    1.9000701E-04
    5.1300000E+00    7.2750060E-02    1.0813247E-01    1.9000720E-04
    5.3100000E+00    7.4154755E-02    1.0643736E-01    1.9000740E-04
    5.4900000E+00    7.5481155E-02    1.0489156E-01    1.9000758E-04
    5.6700000E+00    7.6726287E-02    1.0349527E-01    1.9000777E-04
    5.8500000E+00    7.7887067E-02    1.0224871E-01    1.9000794E-04
    6.0300000E+00    7.8960299E-02    1.0115206E-01    1.9000812E-04
    6.2100000E+00    7.9942667E-02    1.0020552E-01    1.9000829E-04
    6.3900000E+00    8.0830730E-02    9.9409304E-02    1.9000846E-04
    6.5700000E+00    8.1620920E-02    9.8763605E-02    1.9000862E-04
    6.7500000E+00    8.2309539E-02    9.8268626E-02    1.9000878E-04
    6.9300000E+00    8.2892748E-02    9.7924569E-02    1.9000893E-04
    7.1100000E+00    8.3366567E-02    9.7731635E-02    1.9000909E-04
    7.2900000E+00    8.3726868E-02    9.7690025E-02    1.9000923E-04
    7.4700000E+00    8.3969370E-02    9.7799941E-02    1.9000938E-04
    7.6500000E+00    8.4089634E-02    9.8061582E-02    1.9000952E-04
    7.8300000E+00    8.4083057E-02    9.8475148E-02    1.9000965E-04
    8.0100000E+00    8.3944864E-02    9.9040837E-02    1.9000978E-04
    8.1900000E+00    8.3668099E-02    9.9764099E-02    1.9000991E-04
    8.3700000E+00    8.3376582E-02    1.0051674E-01    1.9001004E-04
    8.5500000E+00    8.3089424E-02    1.0127565E-01    1.9001016E-04
    8.7300000E+00    8.2809014E-02    1.0203838E-01    1.9001028E-04
    8.9100000E+00    8.2535708E-02    1.0280460E-01    1.9001040E-04
    9.0900000E+00    8.2269598E-02    1.0357426E-01    1.9001051E-04
    9.2700000E+00    8.2010744E-02    1.0434736E-01    1.9001062E-04
    9.4500000E+00    8.1759214E-02    1.0512390E-01    1.9001072E-04
    9.6300000E+00    8.1515084E-02    1.0590390E-01    1.9001083E-04
    9.8100000E+00    8.1278437E-02    1.0668735E-01    1.9001092E-04
    9.9900000E+00    8.1049370E-02    1.0747427E-01    1.9001102E-04
    1.0170000E+01    8.0827986E-02    1.0826464E-01    1.9001111E-04
    1.0350000E+01    8.0614400E-02    1.0905849E-01    1.9001120E-04
    1.0530000E+01    8.0408733E-02    1.0985581E-01    1.9001128E-04
    1.0710000E+01    8.0211120E-02    1.1065661E-01    1.9001136E-04
    1.0890000E+01    8.0021703E-02    1.1146089E-01    1.9001144E-04
