# Time          2.6000E+02
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    1.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    2.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    3.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    4.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    5.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    6.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    7.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    8.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
    9.5000000E-01    2.4504399E+01    2.0966658E+01    5.1784439E-01    7.7726240E-01    1.1800108E-02    5.8557845E-01    1.0003511E+01    1.7011953E+01    2.3612420E+00    9.5007814E+00    1.2074376E+01    9.3076562E-01    7.2997674E-02    6.8082978E-01
