# Time          2.6000E+02
# Units: Mol/g solid
    Distance        NaXEel           KXEel            CaXEel           MgXEel          
    5.0000000E-02    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    1.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    2.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    3.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    4.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    5.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    6.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    7.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    8.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
    9.5000000E-01    3.0548160E-10    1.9503018E-08    2.0875075E-08    1.6894958E-08
