# Time          9.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    1.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    2.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    3.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    4.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    5.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    6.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    7.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    8.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
    9.5000000E-01   -2.5314487E-01   -5.8542305E+00   -1.2235032E+01   -2.1677781E+00   -3.2939485E+01    4.9054299E+00    2.1247511E+00   -1.0398773E+01   -9.7825444E-01    2.8386973E+00   -1.0770426E+01    1.4120875E-01   -5.8978493E+00   -1.0113101E+02
